JUN18LOF00192.spu,JUN18LOF00191.spu,JUN18LOF00190.spu,JUN18LOF00189.spu,JUN18LOF00188.spu,
Wavelength,JUN18LOF00193.spu,JUN18LOF00194.spu,JUN18LOF00195.spu,JUN18LOF00196.spu,JUN18LOF00197.spu,JUN18LOF00198.spu,JUN18LOF00199.spu,JUN18LOF00200.spu,JUN18LOF00201.spu,JUN18LOF00202.spu,JUN18LOF00203.spu,JUN18LOF00204.spu,JUN18LOF00205.spu,JUN18LOF00206.spu,JUN18LOF00207.spu,JUN18LOF00208.spu,JUN18LOF00209.spu,JUN18LOF00210.spu,JUN18LOF00211.spu,JUN18LOF00212.spu
 971 , 0.407441 , 0.36715 , 0.401545 , 0.413329 , 0.429815 , 0.423363 , 0.365956 , 0.455304 , 0.397554 , 0.39515 , 0.496659 , 0.456973 , 0.488244 , 0.447274 , 0.483321 , 0.398658 , 0.421367 , 0.399672 , 0.394618 , 0.388199 
 972 , 0.4084 , 0.365952 , 0.401997 , 0.413056 , 0.429694 , 0.42387 , 0.365772 , 0.456125 , 0.39757 , 0.396753 , 0.497283 , 0.457121 , 0.489482 , 0.448235 , 0.484949 , 0.399138 , 0.421681 , 0.400216 , 0.39534 , 0.389614 
 973 , 0.409157 , 0.366198 , 0.402053 , 0.414528 , 0.431175 , 0.424358 , 0.366256 , 0.456083 , 0.398539 , 0.396469 , 0.496816 , 0.457208 , 0.490008 , 0.449201 , 0.485754 , 0.398859 , 0.421541 , 0.400033 , 0.394498 , 0.389801 
 974 , 0.408684 , 0.366583 , 0.401745 , 0.415228 , 0.432161 , 0.423448 , 0.367043 , 0.455235 , 0.398904 , 0.395693 , 0.496934 , 0.457354 , 0.490726 , 0.448518 , 0.484772 , 0.398928 , 0.420377 , 0.399216 , 0.393903 , 0.388935 
 975 , 0.408031 , 0.367003 , 0.401377 , 0.415816 , 0.433094 , 0.42233 , 0.367881 , 0.45426 , 0.399179 , 0.394831 , 0.49715 , 0.457509 , 0.491489 , 0.447565 , 0.483507 , 0.399056 , 0.419049 , 0.398293 , 0.393329 , 0.387906 
 976 , 0.408257 , 0.36802 , 0.401608 , 0.416027 , 0.432923 , 0.420901 , 0.367661 , 0.454497 , 0.398509 , 0.393798 , 0.497915 , 0.457687 , 0.492256 , 0.447014 , 0.482843 , 0.399842 , 0.418456 , 0.398329 , 0.393667 , 0.387526 
 977 , 0.410058 , 0.369254 , 0.402369 , 0.416466 , 0.432897 , 0.420278 , 0.367287 , 0.455687 , 0.398149 , 0.393366 , 0.498825 , 0.457956 , 0.492075 , 0.447573 , 0.483243 , 0.400614 , 0.418637 , 0.398949 , 0.394615 , 0.388273 
 978 , 0.412783 , 0.370482 , 0.40335 , 0.417197 , 0.433313 , 0.420355 , 0.367128 , 0.457229 , 0.398331 , 0.393436 , 0.499677 , 0.458298 , 0.491158 , 0.448865 , 0.484263 , 0.401179 , 0.41918 , 0.399727 , 0.395737 , 0.389682 
 979 , 0.41488 , 0.371027 , 0.403092 , 0.418001 , 0.432999 , 0.420779 , 0.366676 , 0.458303 , 0.398546 , 0.393813 , 0.499989 , 0.458661 , 0.490295 , 0.449895 , 0.484836 , 0.401577 , 0.419679 , 0.400102 , 0.39655 , 0.390945 
 980 , 0.415713 , 0.370487 , 0.400935 , 0.418798 , 0.431359 , 0.421477 , 0.365639 , 0.458446 , 0.39854 , 0.394472 , 0.499409 , 0.459152 , 0.489657 , 0.450196 , 0.484615 , 0.401893 , 0.419992 , 0.400066 , 0.396843 , 0.391606 
 981 , 0.415531 , 0.369513 , 0.398276 , 0.41931 , 0.428893 , 0.421674 , 0.364074 , 0.457859 , 0.397791 , 0.394715 , 0.498422 , 0.459906 , 0.489471 , 0.449563 , 0.483951 , 0.402646 , 0.419942 , 0.400405 , 0.396949 , 0.391235 
 982 , 0.415173 , 0.368584 , 0.395845 , 0.419765 , 0.426713 , 0.421928 , 0.362636 , 0.457235 , 0.397144 , 0.394876 , 0.497538 , 0.460625 , 0.48933 , 0.448931 , 0.483326 , 0.403366 , 0.419918 , 0.400792 , 0.397128 , 0.390809 
 983 , 0.41353 , 0.367934 , 0.395151 , 0.41977 , 0.426606 , 0.422586 , 0.362163 , 0.456439 , 0.397282 , 0.394384 , 0.497434 , 0.461096 , 0.489597 , 0.448335 , 0.483067 , 0.403869 , 0.420068 , 0.401447 , 0.39792 , 0.389937 
 984 , 0.412624 , 0.368543 , 0.395626 , 0.420172 , 0.426883 , 0.423362 , 0.362259 , 0.456979 , 0.398446 , 0.393733 , 0.497588 , 0.461305 , 0.489871 , 0.448649 , 0.482371 , 0.40423 , 0.420398 , 0.401588 , 0.39876 , 0.389488 
 985 , 0.411731 , 0.369212 , 0.396143 , 0.420582 , 0.427175 , 0.424144 , 0.362386 , 0.457563 , 0.399656 , 0.393072 , 0.497759 , 0.461502 , 0.490154 , 0.448993 , 0.481665 , 0.404584 , 0.420735 , 0.401706 , 0.399608 , 0.389036 
 986 , 0.411933 , 0.369543 , 0.397449 , 0.419888 , 0.427046 , 0.424316 , 0.362618 , 0.459549 , 0.400492 , 0.393697 , 0.498059 , 0.461715 , 0.48979 , 0.450266 , 0.481175 , 0.404904 , 0.420943 , 0.402328 , 0.399671 , 0.389051 
 987 , 0.411994 , 0.369227 , 0.398444 , 0.418737 , 0.427154 , 0.424708 , 0.363024 , 0.460933 , 0.400504 , 0.394477 , 0.498276 , 0.461665 , 0.489474 , 0.451575 , 0.481564 , 0.405099 , 0.421006 , 0.402998 , 0.399458 , 0.389183 
 988 , 0.411867 , 0.368626 , 0.399204 , 0.417464 , 0.427421 , 0.425269 , 0.363511 , 0.461877 , 0.400135 , 0.395197 , 0.498429 , 0.461475 , 0.48925 , 0.452827 , 0.482361 , 0.405242 , 0.421013 , 0.403644 , 0.399188 , 0.389319 
 989 , 0.411073 , 0.368795 , 0.399171 , 0.417076 , 0.428511 , 0.425562 , 0.364327 , 0.461259 , 0.400047 , 0.39525 , 0.498048 , 0.461026 , 0.489048 , 0.453648 , 0.483125 , 0.405086 , 0.420499 , 0.403422 , 0.398625 , 0.389432 
 990 , 0.409774 , 0.369637 , 0.398558 , 0.417609 , 0.430371 , 0.425443 , 0.365168 , 0.459783 , 0.400571 , 0.395064 , 0.497047 , 0.460589 , 0.488922 , 0.454067 , 0.483633 , 0.404694 , 0.419686 , 0.402673 , 0.397898 , 0.389581 
 991 , 0.408591 , 0.370465 , 0.398144 , 0.418419 , 0.432303 , 0.425027 , 0.365555 , 0.459153 , 0.401742 , 0.395456 , 0.495766 , 0.460602 , 0.488901 , 0.454396 , 0.483742 , 0.40439 , 0.419127 , 0.402289 , 0.397323 , 0.389854 
 992 , 0.407925 , 0.371206 , 0.398246 , 0.4194 , 0.434039 , 0.424771 , 0.365884 , 0.458816 , 0.402659 , 0.395694 , 0.494641 , 0.460797 , 0.489093 , 0.454548 , 0.483931 , 0.4041 , 0.418981 , 0.4022 , 0.396934 , 0.390154 
 993 , 0.408976 , 0.371628 , 0.399907 , 0.420822 , 0.435042 , 0.425013 , 0.366064 , 0.459429 , 0.402661 , 0.395393 , 0.494185 , 0.461513 , 0.489946 , 0.454156 , 0.48439 , 0.403872 , 0.420128 , 0.403 , 0.397146 , 0.390548 
 994 , 0.410892 , 0.371992 , 0.401282 , 0.421358 , 0.43633 , 0.424507 , 0.366493 , 0.460121 , 0.402396 , 0.394684 , 0.495265 , 0.461857 , 0.490719 , 0.454104 , 0.485252 , 0.403382 , 0.420906 , 0.403576 , 0.39726 , 0.391438 
 995 , 0.41289 , 0.372365 , 0.402706 , 0.421919 , 0.437667 , 0.423994 , 0.366938 , 0.460837 , 0.402117 , 0.393944 , 0.496387 , 0.46221 , 0.491525 , 0.454053 , 0.486155 , 0.402868 , 0.421709 , 0.404168 , 0.397368 , 0.392377 
 996 , 0.414238 , 0.372362 , 0.401542 , 0.422266 , 0.436666 , 0.424018 , 0.366983 , 0.461541 , 0.401105 , 0.393877 , 0.49694 , 0.461808 , 0.491706 , 0.454046 , 0.486303 , 0.40197 , 0.420925 , 0.403973 , 0.396995 , 0.391753 
 997 , 0.415016 , 0.372348 , 0.399669 , 0.423084 , 0.434349 , 0.424381 , 0.366824 , 0.460865 , 0.399983 , 0.394386 , 0.496109 , 0.460881 , 0.490932 , 0.453723 , 0.485496 , 0.401239 , 0.419888 , 0.403518 , 0.396625 , 0.39024 
 998 , 0.415648 , 0.372327 , 0.397556 , 0.424084 , 0.43159 , 0.424846 , 0.366601 , 0.45973 , 0.398807 , 0.395102 , 0.494823 , 0.459779 , 0.489843 , 0.453283 , 0.484382 , 0.400555 , 0.418759 , 0.402993 , 0.396249 , 0.388422 
 999 , 0.414863 , 0.371569 , 0.395509 , 0.423892 , 0.429623 , 0.424692 , 0.365101 , 0.457717 , 0.397638 , 0.395549 , 0.494048 , 0.458646 , 0.488581 , 0.452379 , 0.483595 , 0.399919 , 0.417729 , 0.402048 , 0.395085 , 0.386841 
 1000 , 0.413075 , 0.370457 , 0.394066 , 0.422659 , 0.428227 , 0.424259 , 0.362825 , 0.455948 , 0.396578 , 0.395146 , 0.494045 , 0.4579 , 0.48818 , 0.45098 , 0.483292 , 0.399234 , 0.416931 , 0.40105 , 0.393562 , 0.38557 
 1001 , 0.410942 , 0.369358 , 0.393298 , 0.420941 , 0.426995 , 0.423892 , 0.360399 , 0.454998 , 0.395633 , 0.393913 , 0.494647 , 0.457622 , 0.48888 , 0.449247 , 0.483337 , 0.398457 , 0.416317 , 0.400216 , 0.39209 , 0.384491 
 1002 , 0.409654 , 0.368343 , 0.393058 , 0.418651 , 0.426282 , 0.423685 , 0.35917 , 0.455095 , 0.395271 , 0.39285 , 0.495103 , 0.457572 , 0.48995 , 0.448008 , 0.483685 , 0.397876 , 0.416062 , 0.399714 , 0.391052 , 0.383517 
 1003 , 0.410136 , 0.36766 , 0.393805 , 0.415765 , 0.426705 , 0.42401 , 0.360348 , 0.456949 , 0.395735 , 0.392394 , 0.495311 , 0.45785 , 0.491571 , 0.447955 , 0.484634 , 0.397657 , 0.416363 , 0.399913 , 0.390935 , 0.382794 
 1004 , 0.41164 , 0.367624 , 0.394511 , 0.414669 , 0.428108 , 0.425366 , 0.362459 , 0.457944 , 0.394821 , 0.393092 , 0.495719 , 0.457617 , 0.493001 , 0.449072 , 0.48609 , 0.397316 , 0.41616 , 0.400568 , 0.391171 , 0.382163 
 1005 , 0.413107 , 0.3676 , 0.395213 , 0.413672 , 0.42955 , 0.426818 , 0.364557 , 0.458741 , 0.393891 , 0.393923 , 0.496106 , 0.457323 , 0.494393 , 0.450225 , 0.487494 , 0.396934 , 0.415824 , 0.401276 , 0.391461 , 0.38159 
 1006 , 0.413203 , 0.367683 , 0.395481 , 0.41453 , 0.430591 , 0.428549 , 0.365354 , 0.456737 , 0.393161 , 0.395807 , 0.49613 , 0.456466 , 0.494469 , 0.451174 , 0.487484 , 0.396173 , 0.414093 , 0.402212 , 0.392287 , 0.382099 
 1007 , 0.411575 , 0.366507 , 0.396097 , 0.413784 , 0.430796 , 0.428913 , 0.365228 , 0.455889 , 0.394079 , 0.397345 , 0.495507 , 0.45635 , 0.492646 , 0.450915 , 0.487473 , 0.395851 , 0.413323 , 0.402271 , 0.392513 , 0.382184 
 1008 , 0.409598 , 0.365076 , 0.396795 , 0.412745 , 0.430873 , 0.429061 , 0.364941 , 0.455193 , 0.395293 , 0.398885 , 0.494748 , 0.456337 , 0.490448 , 0.450448 , 0.487452 , 0.395595 , 0.412682 , 0.402191 , 0.392646 , 0.382195 
 1009 , 0.408666 , 0.36384 , 0.399041 , 0.411471 , 0.431111 , 0.427041 , 0.363442 , 0.454644 , 0.396251 , 0.398707 , 0.494217 , 0.456099 , 0.488328 , 0.449375 , 0.487 , 0.395369 , 0.412346 , 0.40133 , 0.391808 , 0.381683 
 1010 , 0.408672 , 0.363724 , 0.401385 , 0.410144 , 0.432228 , 0.424328 , 0.361433 , 0.453628 , 0.396779 , 0.397272 , 0.494106 , 0.455013 , 0.48763 , 0.448433 , 0.486397 , 0.394997 , 0.411799 , 0.400637 , 0.391393 , 0.381695 
 1011 , 0.409199 , 0.364421 , 0.403525 , 0.408785 , 0.434046 , 0.421487 , 0.359242 , 0.452184 , 0.397038 , 0.395198 , 0.49426 , 0.453283 , 0.487988 , 0.447689 , 0.485741 , 0.394496 , 0.411024 , 0.400218 , 0.391484 , 0.382232 
 1012 , 0.409275 , 0.365298 , 0.404269 , 0.408502 , 0.435149 , 0.419677 , 0.357718 , 0.451466 , 0.396752 , 0.392767 , 0.494693 , 0.451944 , 0.488491 , 0.447026 , 0.485781 , 0.394082 , 0.410502 , 0.399925 , 0.392089 , 0.382476 
 1013 , 0.408959 , 0.365688 , 0.403415 , 0.40966 , 0.435 , 0.4191 , 0.357267 , 0.451792 , 0.395664 , 0.390772 , 0.495279 , 0.451689 , 0.488858 , 0.446535 , 0.486094 , 0.394039 , 0.410791 , 0.399535 , 0.392955 , 0.382376 
 1014 , 0.408896 , 0.364233 , 0.402254 , 0.411663 , 0.433609 , 0.418784 , 0.357694 , 0.452819 , 0.394016 , 0.390851 , 0.495473 , 0.453233 , 0.48844 , 0.446224 , 0.485202 , 0.394662 , 0.412517 , 0.398498 , 0.393075 , 0.382175 
 1015 , 0.40837 , 0.36288 , 0.400902 , 0.413553 , 0.431841 , 0.418233 , 0.357585 , 0.453468 , 0.392038 , 0.390768 , 0.495604 , 0.454714 , 0.487761 , 0.445354 , 0.483936 , 0.394985 , 0.41384 , 0.397117 , 0.39302 , 0.381983 
 1016 , 0.406049 , 0.362064 , 0.398958 , 0.414678 , 0.428819 , 0.416825 , 0.355334 , 0.452478 , 0.389008 , 0.390065 , 0.495413 , 0.455666 , 0.48616 , 0.442359 , 0.48136 , 0.394031 , 0.4133 , 0.394488 , 0.392237 , 0.381893 
 1017 , 0.402944 , 0.361853 , 0.395649 , 0.413947 , 0.424548 , 0.41503 , 0.35089 , 0.449275 , 0.386532 , 0.385833 , 0.494113 , 0.453392 , 0.484595 , 0.438481 , 0.47937 , 0.390247 , 0.40991 , 0.391588 , 0.389148 , 0.380561 
 1018 , 0.399622 , 0.361651 , 0.392129 , 0.413121 , 0.420018 , 0.413121 , 0.346175 , 0.44585 , 0.383897 , 0.381292 , 0.492712 , 0.450914 , 0.482912 , 0.434353 , 0.477268 , 0.386196 , 0.406263 , 0.388503 , 0.38585 , 0.379129 
 1019 , 0.400091 , 0.358995 , 0.390174 , 0.410434 , 0.416721 , 0.411959 , 0.3432 , 0.447218 , 0.381743 , 0.380683 , 0.491912 , 0.448687 , 0.482621 , 0.433423 , 0.475956 , 0.38237 , 0.404379 , 0.387083 , 0.3831 , 0.378017 
 1020 , 0.400591 , 0.357281 , 0.389145 , 0.408633 , 0.414011 , 0.411619 , 0.341477 , 0.44862 , 0.379642 , 0.381825 , 0.492708 , 0.447593 , 0.481592 , 0.433314 , 0.474489 , 0.381111 , 0.402204 , 0.386063 , 0.382371 , 0.376713 
 1021 , 0.400966 , 0.356064 , 0.38846 , 0.407275 , 0.411449 , 0.411633 , 0.340212 , 0.44988 , 0.377472 , 0.3837 , 0.494284 , 0.446991 , 0.480093 , 0.433458 , 0.472845 , 0.381044 , 0.399738 , 0.385137 , 0.382569 , 0.375272 
 1022 , 0.399002 , 0.35493 , 0.386257 , 0.405762 , 0.41 , 0.411257 , 0.338982 , 0.448184 , 0.378175 , 0.384367 , 0.494755 , 0.446045 , 0.478302 , 0.433846 , 0.470452 , 0.382276 , 0.397544 , 0.384183 , 0.382709 , 0.373657 
 1023 , 0.395971 , 0.353099 , 0.383662 , 0.404188 , 0.409535 , 0.410717 , 0.338088 , 0.445429 , 0.380106 , 0.383622 , 0.494153 , 0.444926 , 0.476561 , 0.434408 , 0.468768 , 0.382967 , 0.396602 , 0.383758 , 0.3824 , 0.372265 
 1024 , 0.393511 , 0.34997 , 0.3819 , 0.402612 , 0.409532 , 0.410267 , 0.337713 , 0.443875 , 0.381109 , 0.381797 , 0.492905 , 0.443843 , 0.475166 , 0.434998 , 0.468973 , 0.381389 , 0.397426 , 0.384218 , 0.381373 , 0.371409 
 1025 , 0.391114 , 0.34734 , 0.381867 , 0.400856 , 0.409472 , 0.408832 , 0.336919 , 0.441584 , 0.381491 , 0.379149 , 0.491104 , 0.44228 , 0.473241 , 0.434671 , 0.468822 , 0.379709 , 0.398043 , 0.384344 , 0.380172 , 0.369998 
 1026 , 0.388907 , 0.346055 , 0.385169 , 0.398704 , 0.409373 , 0.405315 , 0.335033 , 0.438147 , 0.380871 , 0.375109 , 0.488091 , 0.439764 , 0.470403 , 0.432496 , 0.467593 , 0.378158 , 0.397992 , 0.383513 , 0.37871 , 0.367609 
 1027 , 0.385678 , 0.34659 , 0.38682 , 0.395567 , 0.410135 , 0.400134 , 0.330374 , 0.436521 , 0.382768 , 0.371866 , 0.483433 , 0.436465 , 0.467812 , 0.430065 , 0.462891 , 0.37878 , 0.396034 , 0.380203 , 0.377462 , 0.365788 
 1028 , 0.382481 , 0.347064 , 0.388294 , 0.392332 , 0.410888 , 0.394916 , 0.325763 , 0.434967 , 0.384588 , 0.368519 , 0.478547 , 0.433021 , 0.464973 , 0.427514 , 0.458101 , 0.379436 , 0.393979 , 0.376667 , 0.376045 , 0.363916 
 1029 , 0.383004 , 0.346135 , 0.385318 , 0.39106 , 0.411035 , 0.394334 , 0.326176 , 0.436985 , 0.383213 , 0.366924 , 0.474523 , 0.430711 , 0.461048 , 0.425872 , 0.456516 , 0.380222 , 0.392665 , 0.372375 , 0.373206 , 0.363392 
 1030 , 0.382927 , 0.342896 , 0.382403 , 0.390245 , 0.411146 , 0.393667 , 0.330079 , 0.43517 , 0.379972 , 0.365729 , 0.470386 , 0.429961 , 0.458003 , 0.424237 , 0.456659 , 0.380141 , 0.39229 , 0.369771 , 0.370286 , 0.362098 
 1031 , 0.382687 , 0.338893 , 0.379375 , 0.38951 , 0.411258 , 0.39295 , 0.335204 , 0.432218 , 0.37608 , 0.364595 , 0.466038 , 0.429614 , 0.455059 , 0.422526 , 0.457293 , 0.379809 , 0.392162 , 0.367497 , 0.367215 , 0.360521 
 1032 , 0.379638 , 0.336431 , 0.373982 , 0.389981 , 0.409807 , 0.391273 , 0.335901 , 0.427066 , 0.371053 , 0.361336 , 0.461929 , 0.428526 , 0.454483 , 0.420783 , 0.456946 , 0.376758 , 0.390334 , 0.365019 , 0.36254 , 0.358344 
 1033 , 0.378044 , 0.335178 , 0.368068 , 0.390493 , 0.407698 , 0.390036 , 0.333274 , 0.423336 , 0.367097 , 0.357788 , 0.459656 , 0.426918 , 0.454218 , 0.419304 , 0.456379 , 0.373257 , 0.387152 , 0.362318 , 0.356896 , 0.356125 
 1034 , 0.37882 , 0.334637 , 0.362219 , 0.390664 , 0.405354 , 0.38956 , 0.328615 , 0.421665 , 0.364485 , 0.35452 , 0.459148 , 0.424946 , 0.45348 , 0.418061 , 0.455907 , 0.370064 , 0.383085 , 0.359397 , 0.35065 , 0.35402 
 1035 , 0.379854 , 0.332615 , 0.357646 , 0.388955 , 0.400953 , 0.38809 , 0.32264 , 0.421163 , 0.361837 , 0.351603 , 0.458232 , 0.423752 , 0.452917 , 0.415233 , 0.45566 , 0.367516 , 0.38097 , 0.356692 , 0.345931 , 0.351392 
 1036 , 0.38042 , 0.328559 , 0.354486 , 0.385209 , 0.393854 , 0.385623 , 0.315215 , 0.421355 , 0.358504 , 0.348666 , 0.455902 , 0.422767 , 0.452403 , 0.410437 , 0.455431 , 0.365517 , 0.381224 , 0.354145 , 0.343373 , 0.34783 
 1037 , 0.37794 , 0.322993 , 0.35076 , 0.381742 , 0.384972 , 0.383495 , 0.307413 , 0.418792 , 0.352318 , 0.343827 , 0.449797 , 0.418906 , 0.451233 , 0.404688 , 0.454096 , 0.362433 , 0.381864 , 0.351046 , 0.342089 , 0.342644 
 1038 , 0.374649 , 0.317534 , 0.347077 , 0.378921 , 0.377628 , 0.382464 , 0.300822 , 0.416133 , 0.346832 , 0.339524 , 0.443745 , 0.414856 , 0.450014 , 0.399159 , 0.452526 , 0.359468 , 0.382153 , 0.348485 , 0.340653 , 0.337952 
 1039 , 0.368731 , 0.313735 , 0.344548 , 0.379841 , 0.378953 , 0.386846 , 0.301289 , 0.413725 , 0.345859 , 0.338708 , 0.439236 , 0.410899 , 0.448904 , 0.39618 , 0.450394 , 0.357914 , 0.380876 , 0.34915 , 0.33905 , 0.33659 
 1040 , 0.362935 , 0.314272 , 0.342963 , 0.379332 , 0.382712 , 0.388928 , 0.303092 , 0.413003 , 0.346367 , 0.339152 , 0.436908 , 0.408762 , 0.447829 , 0.391894 , 0.448755 , 0.354477 , 0.378365 , 0.349902 , 0.33526 , 0.335813 
 1041 , 0.356777 , 0.315282 , 0.341367 , 0.378647 , 0.386972 , 0.390887 , 0.30515 , 0.412384 , 0.347058 , 0.339738 , 0.434635 , 0.406661 , 0.446689 , 0.387231 , 0.447061 , 0.350681 , 0.375591 , 0.350714 , 0.331032 , 0.335045 
 1042 , 0.351176 , 0.312139 , 0.34346 , 0.374121 , 0.386444 , 0.384133 , 0.303707 , 0.409813 , 0.34534 , 0.337022 , 0.433246 , 0.405189 , 0.443738 , 0.384214 , 0.444047 , 0.343183 , 0.368057 , 0.347871 , 0.326554 , 0.329053 
 1043 , 0.344209 , 0.3054 , 0.346838 , 0.371464 , 0.382952 , 0.376362 , 0.301135 , 0.405729 , 0.341431 , 0.332763 , 0.433125 , 0.404299 , 0.443289 , 0.382804 , 0.439222 , 0.335277 , 0.359484 , 0.343691 , 0.322656 , 0.321596 
 1044 , 0.336057 , 0.296329 , 0.350947 , 0.370091 , 0.377732 , 0.368185 , 0.297969 , 0.400638 , 0.33614 , 0.327542 , 0.433732 , 0.403676 , 0.444519 , 0.38226 , 0.433132 , 0.327051 , 0.35024 , 0.338704 , 0.318952 , 0.313284 
 1045 , 0.331228 , 0.289051 , 0.352274 , 0.36534 , 0.371739 , 0.361358 , 0.298328 , 0.393672 , 0.329964 , 0.321917 , 0.432519 , 0.400699 , 0.445217 , 0.380974 , 0.428646 , 0.32052 , 0.342152 , 0.333252 , 0.315702 , 0.304359 
 1046 , 0.328581 , 0.282277 , 0.3497 , 0.357024 , 0.366284 , 0.35461 , 0.300924 , 0.386092 , 0.324005 , 0.315671 , 0.429724 , 0.395328 , 0.442643 , 0.378234 , 0.424998 , 0.316039 , 0.335145 , 0.326368 , 0.312014 , 0.295972 
 1047 , 0.325925 , 0.273961 , 0.342815 , 0.345681 , 0.362745 , 0.346046 , 0.303495 , 0.379393 , 0.319429 , 0.308471 , 0.425966 , 0.388016 , 0.433933 , 0.373387 , 0.420865 , 0.313372 , 0.328592 , 0.317044 , 0.306651 , 0.289089 
 1048 , 0.321568 , 0.268129 , 0.334825 , 0.337224 , 0.360687 , 0.339829 , 0.30273 , 0.372955 , 0.314503 , 0.301015 , 0.423064 , 0.381257 , 0.426213 , 0.367926 , 0.416757 , 0.3117 , 0.322549 , 0.308427 , 0.300966 , 0.284263 
 1049 , 0.31394 , 0.268007 , 0.325185 , 0.335583 , 0.361941 , 0.339093 , 0.294911 , 0.36769 , 0.309193 , 0.293649 , 0.422115 , 0.376264 , 0.421171 , 0.361567 , 0.413142 , 0.312173 , 0.318044 , 0.302117 , 0.295188 , 0.284268 
 1050 , 0.306477 , 0.269874 , 0.31888 , 0.33363 , 0.360486 , 0.341891 , 0.28744 , 0.363196 , 0.302166 , 0.288035 , 0.416956 , 0.372414 , 0.41895 , 0.354582 , 0.412017 , 0.308665 , 0.312453 , 0.303357 , 0.293263 , 0.281432 
 1051 , 0.299014 , 0.271431 , 0.312233 , 0.331177 , 0.358251 , 0.344388 , 0.278982 , 0.358727 , 0.294321 , 0.281959 , 0.411256 , 0.368144 , 0.416202 , 0.347048 , 0.410613 , 0.304547 , 0.306247 , 0.304397 , 0.290907 , 0.277886 
 1052 , 0.299459 , 0.266217 , 0.306849 , 0.323119 , 0.345423 , 0.338719 , 0.262581 , 0.359635 , 0.280397 , 0.274632 , 0.402555 , 0.361346 , 0.407681 , 0.337773 , 0.405836 , 0.29457 , 0.295721 , 0.298331 , 0.28311 , 0.265862 
 1053 , 0.305083 , 0.26088 , 0.301313 , 0.314647 , 0.335032 , 0.333279 , 0.24268 , 0.356217 , 0.266594 , 0.266786 , 0.396954 , 0.356105 , 0.402012 , 0.33095 , 0.401124 , 0.288188 , 0.288484 , 0.287059 , 0.272429 , 0.255382 
 1054 , 0.313078 , 0.255126 , 0.295284 , 0.305525 , 0.324531 , 0.327423 , 0.220546 , 0.351033 , 0.251734 , 0.258099 , 0.391995 , 0.350894 , 0.396828 , 0.324408 , 0.396034 , 0.282463 , 0.281652 , 0.273067 , 0.259853 , 0.2445 
 1055 , 0.316068 , 0.251387 , 0.285907 , 0.300788 , 0.322725 , 0.327298 , 0.212403 , 0.348695 , 0.252209 , 0.256542 , 0.391423 , 0.345359 , 0.395706 , 0.321588 , 0.389572 , 0.276536 , 0.280213 , 0.266352 , 0.25333 , 0.240182 
 1056 , 0.311486 , 0.247037 , 0.273983 , 0.297373 , 0.320598 , 0.326711 , 0.209659 , 0.34761 , 0.258159 , 0.257819 , 0.391209 , 0.335599 , 0.392605 , 0.316702 , 0.381242 , 0.267745 , 0.278385 , 0.260992 , 0.24722 , 0.236173 
 1057 , 0.29947 , 0.241022 , 0.260061 , 0.293743 , 0.314401 , 0.323144 , 0.208015 , 0.346899 , 0.264909 , 0.259864 , 0.389636 , 0.320695 , 0.385289 , 0.307655 , 0.370959 , 0.255386 , 0.273767 , 0.254285 , 0.239075 , 0.229782 
 1058 , 0.282398 , 0.229898 , 0.250065 , 0.285968 , 0.304671 , 0.313096 , 0.203974 , 0.340607 , 0.269184 , 0.260149 , 0.38521 , 0.306078 , 0.375842 , 0.296694 , 0.359489 , 0.243771 , 0.266882 , 0.245853 , 0.22976 , 0.223515 
 1059 , 0.260492 , 0.213183 , 0.244865 , 0.273466 , 0.290811 , 0.295665 , 0.196556 , 0.327637 , 0.269128 , 0.257145 , 0.377558 , 0.292149 , 0.364422 , 0.284521 , 0.346505 , 0.23339 , 0.257194 , 0.235656 , 0.219513 , 0.217481 
 1060 , 0.241057 , 0.196267 , 0.240397 , 0.260316 , 0.275471 , 0.276904 , 0.185789 , 0.312574 , 0.26228 , 0.248196 , 0.369662 , 0.279077 , 0.354345 , 0.276067 , 0.331673 , 0.224099 , 0.245926 , 0.225757 , 0.210553 , 0.211455 
 1061 , 0.223889 , 0.177602 , 0.234439 , 0.245732 , 0.258843 , 0.257482 , 0.174736 , 0.29579 , 0.252472 , 0.238833 , 0.360422 , 0.267183 , 0.342957 , 0.267199 , 0.315295 , 0.213996 , 0.233374 , 0.2145 , 0.200165 , 0.203287 
 1062 , 0.221425 , 0.156442 , 0.224024 , 0.229357 , 0.240329 , 0.239544 , 0.164759 , 0.275876 , 0.232554 , 0.22986 , 0.348524 , 0.262862 , 0.329322 , 0.259406 , 0.296799 , 0.203777 , 0.219037 , 0.200745 , 0.187025 , 0.188478 
 1063 , 0.21854 , 0.137749 , 0.212672 , 0.214017 , 0.227969 , 0.226068 , 0.159963 , 0.258603 , 0.218838 , 0.222492 , 0.339426 , 0.263737 , 0.317924 , 0.253165 , 0.279128 , 0.192186 , 0.20408 , 0.185871 , 0.17048 , 0.174611 
 1064 , 0.215399 , 0.117378 , 0.20044 , 0.197596 , 0.215352 , 0.212126 , 0.155444 , 0.240529 , 0.204869 , 0.214954 , 0.32991 , 0.265472 , 0.306007 , 0.246607 , 0.260457 , 0.179645 , 0.188128 , 0.170037 , 0.152835 , 0.15978 
