JUL21MAT00005.spu,JUL21MAT00004.spu,JUL21MAT00003.spu,
Wavelength,JUL21MAT00007.spu,JUL21MAT00008.spu,JUL21MAT00009.spu,JUL21MAT00010.spu,JUL21MAT00011.spu,JUL21MAT00012.spu,JUL21MAT00013.spu,JUL21MAT00014.spu,JUL21MAT00015.spu,JUL21MAT00016.spu,JUL21MAT00017.spu,JUL21MAT00018.spu,JUL21MAT00019.spu,JUL21MAT00020.spu,JUL21MAT00021.spu,JUL21MAT00022.spu,JUL21MAT00023.spu,JUL21MAT00024.spu,JUL21MAT00025.spu,JUL21MAT00026.spu,JUL21MAT00027.spu,JUL21MAT00028.spu,JUL21MAT00029.spu,JUL21MAT00030.spu,JUL21MAT00031.spu,JUL21MAT00032.spu,JUL21MAT00033.spu,JUL21MAT00034.spu,JUL21MAT00035.spu,JUL21MAT00036.spu,JUL21MAT00037.spu,JUL21MAT00038.spu,JUL21MAT00039.spu,JUL21MAT00040.spu,JUL21MAT00041.spu,JUL21MAT00042.spu,JUL21MAT00043.spu,JUL21MAT00044.spu,JUL21MAT00045.spu,JUL21MAT00046.spu,JUL21MAT00047.spu,JUL21MAT00048.spu,JUL21MAT00049.spu,JUL21MAT00050.spu,JUL21MAT00051.spu,JUL21MAT00052.spu,JUL21MAT00053.spu,JUL21MAT00054.spu,JUL21MAT00055.spu,JUL21MAT00056.spu,JUL21MAT00057.spu,JUL21MAT00058.spu,JUL21MAT00059.spu,JUL21MAT00060.spu,JUL21MAT00061.spu,JUL21MAT00062.spu,JUL21MAT00063.spu,JUL21MAT00064.spu,JUL21MAT00065.spu,JUL21MAT00066.spu,JUL21MAT00067.spu,JUL21MAT00068.spu,JUL21MAT00069.spu,JUL21MAT00070.spu,JUL21MAT00071.spu,JUL21MAT00072.spu,JUL21MAT00073.spu,JUL21MAT00074.spu,JUL21MAT00075.spu,JUL21MAT00076.spu,JUL21MAT00077.spu,JUL21MAT00078.spu,JUL21MAT00079.spu,JUL21MAT00080.spu,JUL21MAT00081.spu,JUL21MAT00082.spu,JUL21MAT00083.spu,JUL21MAT00084.spu,JUL21MAT00085.spu
 741 , 0.370501 , 0.358534 , 0.286203 , 0.207312 , 0.255074 , 0.347122 , 0.313497 , 0.289688 , 0.279581 , 0.207991 , 0.15618 , 0.271071 , 0.329824 , 0.412104 , 0.232924 , 0.268757 , 0.212518 , 0.248141 , 0.376152 , 0.396963 , 0.288148 , 0.324216 , 0.143013 , 0.258664 , 0.358591 , 0.262307 , 0.385106 , 0.330656 , 0.343698 , 0.268757 , 0.275321 , 0.289549 , 0.227057 , 0.265592 , 0.320817 , 0.34585 , 0.139279 , 0.113744 , 0.210195 , 0.293666 , 0.382185 , 0.362617 , 0.226823 , 0.246086 , 0.271104 , 0.363401 , 0.368483 , 0.297189 , 0.261911 , 0.303639 , 0.228984 , 0.260338 , 0.328839 , 0.243231 , 0.283616 , 0.279614 , 0.362277 , 0.323403 , 0.359715 , 0.24686 , 0.259597 , 0.252301 , 0.120944 , 0.31082 , 0.241147 , 0.387645 , 0.237537 , 0.185568 , 0.427671 , 0.392952 , 0.283803 , 0.348977 , 0.295765 , 0.257431 , 0.247066 , 0.287317 , 0.216128 , 0.302314 , 0.323982 
 742 , 0.373825 , 0.361223 , 0.2881 , 0.208675 , 0.256885 , 0.350223 , 0.315841 , 0.291726 , 0.281387 , 0.2098 , 0.156959 , 0.273205 , 0.332477 , 0.416868 , 0.23446 , 0.270808 , 0.214183 , 0.249823 , 0.379682 , 0.400557 , 0.290334 , 0.326429 , 0.143964 , 0.260646 , 0.360926 , 0.263971 , 0.387801 , 0.332946 , 0.346252 , 0.270851 , 0.27732 , 0.291607 , 0.228541 , 0.267244 , 0.3244 , 0.349256 , 0.140208 , 0.114534 , 0.211651 , 0.295884 , 0.385897 , 0.365869 , 0.22856 , 0.248158 , 0.273038 , 0.366036 , 0.371481 , 0.299305 , 0.263717 , 0.306851 , 0.231292 , 0.262459 , 0.331879 , 0.245058 , 0.285545 , 0.281765 , 0.364897 , 0.325377 , 0.3625 , 0.248732 , 0.261713 , 0.254177 , 0.121572 , 0.313659 , 0.243172 , 0.391485 , 0.239555 , 0.186757 , 0.43225 , 0.395815 , 0.285617 , 0.351634 , 0.297731 , 0.259325 , 0.248153 , 0.289349 , 0.217426 , 0.304209 , 0.326372 
 743 , 0.377166 , 0.363927 , 0.290005 , 0.210046 , 0.258709 , 0.35334 , 0.318199 , 0.293779 , 0.283206 , 0.211617 , 0.157739 , 0.275353 , 0.335144 , 0.421649 , 0.236004 , 0.272868 , 0.21585 , 0.251517 , 0.383228 , 0.404177 , 0.292529 , 0.328656 , 0.144917 , 0.262636 , 0.363271 , 0.265643 , 0.390511 , 0.335245 , 0.34882 , 0.272954 , 0.279332 , 0.293673 , 0.230033 , 0.268904 , 0.328005 , 0.352679 , 0.141139 , 0.11533 , 0.213111 , 0.298122 , 0.38963 , 0.369136 , 0.230301 , 0.250239 , 0.274975 , 0.368691 , 0.374499 , 0.30143 , 0.265533 , 0.310078 , 0.233619 , 0.264594 , 0.334938 , 0.246897 , 0.287487 , 0.283929 , 0.367537 , 0.327359 , 0.365301 , 0.250612 , 0.263847 , 0.256057 , 0.122196 , 0.316513 , 0.245216 , 0.395347 , 0.241591 , 0.187958 , 0.436847 , 0.398694 , 0.287439 , 0.354307 , 0.299702 , 0.261233 , 0.249243 , 0.291389 , 0.218728 , 0.306113 , 0.328776 
 744 , 0.38024 , 0.366444 , 0.291751 , 0.211277 , 0.260407 , 0.356231 , 0.320384 , 0.295636 , 0.284891 , 0.213297 , 0.158458 , 0.277331 , 0.337614 , 0.426123 , 0.23744 , 0.274769 , 0.217369 , 0.253097 , 0.386505 , 0.407549 , 0.294562 , 0.330721 , 0.145765 , 0.264466 , 0.365446 , 0.26719 , 0.393029 , 0.337384 , 0.351195 , 0.274909 , 0.281226 , 0.295593 , 0.2314 , 0.270423 , 0.331321 , 0.355843 , 0.14199 , 0.116043 , 0.214448 , 0.300213 , 0.393072 , 0.372143 , 0.231918 , 0.252128 , 0.276765 , 0.371169 , 0.377324 , 0.303402 , 0.267181 , 0.313078 , 0.235775 , 0.266567 , 0.337749 , 0.248592 , 0.289261 , 0.285918 , 0.369999 , 0.3292 , 0.367898 , 0.252353 , 0.265828 , 0.257774 , 0.122783 , 0.319127 , 0.247072 , 0.398934 , 0.243474 , 0.189053 , 0.441113 , 0.401404 , 0.289122 , 0.356788 , 0.30156 , 0.262964 , 0.250252 , 0.293276 , 0.219912 , 0.307849 , 0.330995 
 745 , 0.382819 , 0.368576 , 0.29317 , 0.212232 , 0.26184 , 0.358654 , 0.322245 , 0.297143 , 0.286313 , 0.214707 , 0.15903 , 0.278942 , 0.339736 , 0.430038 , 0.238627 , 0.276366 , 0.218565 , 0.254479 , 0.389214 , 0.410453 , 0.296288 , 0.332451 , 0.146402 , 0.265934 , 0.367269 , 0.268514 , 0.395144 , 0.339169 , 0.353181 , 0.276558 , 0.28292 , 0.297191 , 0.232539 , 0.271652 , 0.334099 , 0.358548 , 0.142678 , 0.116596 , 0.215567 , 0.30203 , 0.39598 , 0.374616 , 0.233312 , 0.253662 , 0.278221 , 0.373314 , 0.379806 , 0.305101 , 0.268514 , 0.315672 , 0.237598 , 0.268207 , 0.340111 , 0.250015 , 0.290738 , 0.287581 , 0.372132 , 0.330765 , 0.370047 , 0.253806 , 0.267525 , 0.259173 , 0.123309 , 0.321318 , 0.248612 , 0.401981 , 0.24508 , 0.18998 , 0.444833 , 0.403822 , 0.290536 , 0.358889 , 0.303179 , 0.264363 , 0.251048 , 0.294919 , 0.220896 , 0.309271 , 0.332855 
 746 , 0.385404 , 0.370707 , 0.294575 , 0.21319 , 0.263265 , 0.361059 , 0.324109 , 0.298658 , 0.287731 , 0.216114 , 0.159599 , 0.280536 , 0.34188 , 0.433994 , 0.239791 , 0.277968 , 0.21975 , 0.255878 , 0.391912 , 0.413371 , 0.298023 , 0.33418 , 0.147032 , 0.267377 , 0.369086 , 0.26985 , 0.39725 , 0.340951 , 0.355163 , 0.278208 , 0.284634 , 0.298788 , 0.233678 , 0.272879 , 0.336883 , 0.361281 , 0.143363 , 0.117152 , 0.216696 , 0.303847 , 0.398909 , 0.377089 , 0.234717 , 0.2552 , 0.279665 , 0.375459 , 0.382307 , 0.30681 , 0.26984 , 0.318285 , 0.239421 , 0.269835 , 0.342495 , 0.251434 , 0.292232 , 0.289251 , 0.37428 , 0.332328 , 0.372179 , 0.255263 , 0.269229 , 0.260577 , 0.123846 , 0.323517 , 0.25017 , 0.405036 , 0.246692 , 0.190918 , 0.448595 , 0.406258 , 0.291949 , 0.360997 , 0.304794 , 0.265762 , 0.251829 , 0.29658 , 0.22189 , 0.310691 , 0.334723 
 747 , 0.38797 , 0.372818 , 0.29597 , 0.214143 , 0.264691 , 0.363457 , 0.325972 , 0.300164 , 0.289137 , 0.217509 , 0.160167 , 0.282122 , 0.344014 , 0.437931 , 0.240949 , 0.27956 , 0.220933 , 0.257267 , 0.394591 , 0.416273 , 0.29975 , 0.335896 , 0.147657 , 0.268808 , 0.370896 , 0.271177 , 0.399348 , 0.342719 , 0.357135 , 0.279844 , 0.286335 , 0.300371 , 0.234809 , 0.274095 , 0.339647 , 0.364001 , 0.144041 , 0.117698 , 0.217808 , 0.305653 , 0.401823 , 0.379544 , 0.236109 , 0.256727 , 0.281101 , 0.377594 , 0.384793 , 0.308508 , 0.271153 , 0.320883 , 0.241228 , 0.271447 , 0.344866 , 0.252851 , 0.293716 , 0.290904 , 0.376424 , 0.333874 , 0.374301 , 0.256708 , 0.270927 , 0.261971 , 0.124382 , 0.325707 , 0.25171 , 0.408068 , 0.248291 , 0.191855 , 0.452347 , 0.40869 , 0.29335 , 0.363086 , 0.306409 , 0.267137 , 0.252601 , 0.298243 , 0.222883 , 0.312105 , 0.33658 
 748 , 0.389708 , 0.37422 , 0.2969 , 0.214874 , 0.265774 , 0.365301 , 0.327378 , 0.30123 , 0.290133 , 0.218464 , 0.160589 , 0.283275 , 0.345483 , 0.440743 , 0.241734 , 0.280677 , 0.221811 , 0.258258 , 0.396499 , 0.418372 , 0.300901 , 0.337048 , 0.148061 , 0.269765 , 0.372208 , 0.272072 , 0.400886 , 0.343969 , 0.358529 , 0.280982 , 0.287512 , 0.301476 , 0.235562 , 0.274926 , 0.341517 , 0.365997 , 0.144486 , 0.118047 , 0.218483 , 0.306884 , 0.403963 , 0.381326 , 0.237038 , 0.257687 , 0.28222 , 0.379178 , 0.386511 , 0.309719 , 0.27198 , 0.322778 , 0.24247 , 0.272546 , 0.346577 , 0.253924 , 0.294729 , 0.292025 , 0.378032 , 0.334914 , 0.375782 , 0.257837 , 0.272164 , 0.262911 , 0.124751 , 0.327199 , 0.252593 , 0.410236 , 0.249314 , 0.192513 , 0.455216 , 0.410522 , 0.294288 , 0.364498 , 0.307639 , 0.267932 , 0.253145 , 0.299464 , 0.223605 , 0.313129 , 0.337884 
 749 , 0.391529 , 0.375711 , 0.297884 , 0.215635 , 0.266903 , 0.367231 , 0.328821 , 0.302335 , 0.291191 , 0.219471 , 0.16103 , 0.284493 , 0.346949 , 0.443581 , 0.242567 , 0.28181 , 0.222745 , 0.259251 , 0.398488 , 0.420548 , 0.302073 , 0.338226 , 0.148482 , 0.270787 , 0.373595 , 0.272972 , 0.402498 , 0.345288 , 0.359947 , 0.282149 , 0.288726 , 0.302601 , 0.236329 , 0.275795 , 0.343442 , 0.36803 , 0.144947 , 0.118397 , 0.219171 , 0.30818 , 0.40615 , 0.383237 , 0.237966 , 0.258685 , 0.283403 , 0.380811 , 0.388279 , 0.310955 , 0.272836 , 0.32471 , 0.243773 , 0.273703 , 0.34829 , 0.255014 , 0.295748 , 0.293186 , 0.379649 , 0.335989 , 0.377329 , 0.259 , 0.273432 , 0.263862 , 0.125124 , 0.328724 , 0.253449 , 0.412494 , 0.250364 , 0.193168 , 0.458159 , 0.412383 , 0.295245 , 0.365953 , 0.308868 , 0.268792 , 0.25373 , 0.300727 , 0.224333 , 0.314171 , 0.33919 
 750 , 0.393398 , 0.377231 , 0.298898 , 0.216413 , 0.268052 , 0.369211 , 0.330296 , 0.303471 , 0.292274 , 0.220501 , 0.161477 , 0.285742 , 0.348447 , 0.446487 , 0.243418 , 0.282963 , 0.223707 , 0.260269 , 0.400522 , 0.42277 , 0.303277 , 0.339437 , 0.148918 , 0.271835 , 0.375015 , 0.273895 , 0.404154 , 0.346638 , 0.361404 , 0.283337 , 0.289966 , 0.303752 , 0.237119 , 0.276689 , 0.345411 , 0.370108 , 0.145417 , 0.118756 , 0.219876 , 0.309508 , 0.408392 , 0.385194 , 0.238918 , 0.259707 , 0.284617 , 0.382488 , 0.390091 , 0.312223 , 0.273711 , 0.326688 , 0.245101 , 0.274885 , 0.350042 , 0.256138 , 0.296788 , 0.294374 , 0.381305 , 0.337085 , 0.378919 , 0.260192 , 0.27473 , 0.264842 , 0.125506 , 0.330277 , 0.254329 , 0.414807 , 0.251439 , 0.193841 , 0.46117 , 0.414289 , 0.296221 , 0.367441 , 0.310133 , 0.269677 , 0.254329 , 0.302016 , 0.225074 , 0.315244 , 0.340523 
 751 , 0.394779 , 0.378384 , 0.299641 , 0.217005 , 0.268938 , 0.37059 , 0.331344 , 0.3043 , 0.293014 , 0.221316 , 0.161859 , 0.286602 , 0.349542 , 0.448661 , 0.24403 , 0.28382 , 0.224441 , 0.260988 , 0.402048 , 0.42438 , 0.304212 , 0.340298 , 0.149265 , 0.272617 , 0.376003 , 0.274606 , 0.4053 , 0.347666 , 0.362469 , 0.284172 , 0.290829 , 0.304564 , 0.237676 , 0.277339 , 0.346833 , 0.371634 , 0.145753 , 0.119041 , 0.22038 , 0.310457 , 0.410076 , 0.386598 , 0.239601 , 0.260498 , 0.285461 , 0.383693 , 0.391453 , 0.313176 , 0.27438 , 0.328155 , 0.246092 , 0.275806 , 0.351339 , 0.256937 , 0.297579 , 0.295243 , 0.38243 , 0.337918 , 0.380191 , 0.261047 , 0.275634 , 0.265588 , 0.125811 , 0.331408 , 0.255007 , 0.416484 , 0.252244 , 0.194335 , 0.46344 , 0.415724 , 0.296967 , 0.368572 , 0.310981 , 0.270393 , 0.254757 , 0.302909 , 0.225567 , 0.315978 , 0.341523 
 752 , 0.396008 , 0.379411 , 0.300284 , 0.217567 , 0.269799 , 0.37178 , 0.332271 , 0.305076 , 0.293619 , 0.222065 , 0.162207 , 0.287352 , 0.350544 , 0.450647 , 0.244595 , 0.28462 , 0.225076 , 0.261663 , 0.403462 , 0.425812 , 0.305125 , 0.341108 , 0.149593 , 0.27332 , 0.376832 , 0.275282 , 0.406297 , 0.348627 , 0.363497 , 0.284924 , 0.291545 , 0.305297 , 0.23822 , 0.277925 , 0.348122 , 0.372977 , 0.146067 , 0.119323 , 0.220834 , 0.31127 , 0.411672 , 0.387798 , 0.240245 , 0.261197 , 0.286189 , 0.384806 , 0.392712 , 0.314071 , 0.275022 , 0.329461 , 0.246954 , 0.27666 , 0.352506 , 0.257734 , 0.298323 , 0.296018 , 0.383497 , 0.338681 , 0.381359 , 0.261815 , 0.276449 , 0.266287 , 0.126101 , 0.332452 , 0.255674 , 0.41793 , 0.252977 , 0.194782 , 0.465468 , 0.417077 , 0.297656 , 0.369632 , 0.311746 , 0.27103 , 0.25513 , 0.303639 , 0.225978 , 0.316645 , 0.342487 
 753 , 0.397303 , 0.380494 , 0.300967 , 0.218154 , 0.270713 , 0.37303 , 0.333244 , 0.305887 , 0.294249 , 0.222849 , 0.162576 , 0.288135 , 0.35159 , 0.45273 , 0.245187 , 0.285464 , 0.225751 , 0.262374 , 0.404949 , 0.427317 , 0.306089 , 0.341961 , 0.149941 , 0.274062 , 0.377705 , 0.275996 , 0.407346 , 0.349636 , 0.364574 , 0.285715 , 0.2923 , 0.306064 , 0.238789 , 0.278545 , 0.349484 , 0.374386 , 0.146395 , 0.119618 , 0.221312 , 0.312129 , 0.413356 , 0.389058 , 0.24092 , 0.261932 , 0.286952 , 0.385975 , 0.394033 , 0.315016 , 0.275697 , 0.330828 , 0.247868 , 0.277558 , 0.353731 , 0.258574 , 0.299106 , 0.296832 , 0.384619 , 0.339481 , 0.382591 , 0.26262 , 0.277312 , 0.26702 , 0.126409 , 0.333544 , 0.256374 , 0.41945 , 0.253751 , 0.195251 , 0.467604 , 0.418498 , 0.298379 , 0.370742 , 0.312546 , 0.271705 , 0.255524 , 0.304404 , 0.226414 , 0.317354 , 0.343498 
 754 , 0.398426 , 0.381378 , 0.301619 , 0.218634 , 0.271416 , 0.37373 , 0.333909 , 0.306556 , 0.294836 , 0.223616 , 0.162938 , 0.288756 , 0.352442 , 0.454409 , 0.245616 , 0.286149 , 0.226252 , 0.262847 , 0.406149 , 0.428545 , 0.306952 , 0.342631 , 0.150347 , 0.274834 , 0.37838 , 0.276586 , 0.408054 , 0.350369 , 0.365478 , 0.286352 , 0.292788 , 0.306665 , 0.239288 , 0.279064 , 0.350686 , 0.375422 , 0.14673 , 0.119986 , 0.221716 , 0.312785 , 0.414579 , 0.39011 , 0.241485 , 0.262634 , 0.287415 , 0.38681 , 0.394929 , 0.315708 , 0.276269 , 0.331955 , 0.248594 , 0.278406 , 0.354762 , 0.259142 , 0.299793 , 0.297508 , 0.385395 , 0.340108 , 0.383669 , 0.26308 , 0.277862 , 0.26772 , 0.126615 , 0.334449 , 0.257168 , 0.420689 , 0.254333 , 0.195649 , 0.469187 , 0.419541 , 0.299007 , 0.371692 , 0.313077 , 0.272455 , 0.255807 , 0.304889 , 0.226737 , 0.3179 , 0.344185 
 755 , 0.399268 , 0.381901 , 0.302207 , 0.2189 , 0.271703 , 0.373487 , 0.33406 , 0.306939 , 0.295335 , 0.224339 , 0.16328 , 0.289055 , 0.352984 , 0.455445 , 0.245732 , 0.286497 , 0.226484 , 0.26289 , 0.406822 , 0.42933 , 0.307596 , 0.343007 , 0.150845 , 0.275664 , 0.378697 , 0.276977 , 0.408231 , 0.350641 , 0.366032 , 0.286691 , 0.292847 , 0.306969 , 0.239581 , 0.279431 , 0.351611 , 0.375895 , 0.147063 , 0.12046 , 0.22197 , 0.313075 , 0.414964 , 0.390804 , 0.241905 , 0.263293 , 0.287363 , 0.387042 , 0.395059 , 0.315946 , 0.276639 , 0.332686 , 0.249021 , 0.279112 , 0.355507 , 0.259202 , 0.300301 , 0.297957 , 0.385539 , 0.340459 , 0.384474 , 0.262959 , 0.277813 , 0.268349 , 0.12666 , 0.33502 , 0.258127 , 0.421537 , 0.254624 , 0.195939 , 0.469832 , 0.419885 , 0.299485 , 0.372342 , 0.313155 , 0.273325 , 0.255918 , 0.304929 , 0.226916 , 0.318171 , 0.344281 
 756 , 0.400195 , 0.382455 , 0.302848 , 0.219176 , 0.271987 , 0.373206 , 0.334223 , 0.307343 , 0.295887 , 0.225131 , 0.163663 , 0.289369 , 0.353582 , 0.45659 , 0.245841 , 0.286852 , 0.22674 , 0.262923 , 0.40753 , 0.430194 , 0.30828 , 0.343417 , 0.151389 , 0.276572 , 0.379026 , 0.277409 , 0.408437 , 0.350931 , 0.366618 , 0.287052 , 0.292907 , 0.307298 , 0.239871 , 0.279831 , 0.352606 , 0.376435 , 0.147423 , 0.120972 , 0.22224 , 0.313388 , 0.415354 , 0.391559 , 0.242382 , 0.264019 , 0.287306 , 0.387274 , 0.395177 , 0.316188 , 0.27703 , 0.333485 , 0.249488 , 0.279856 , 0.356333 , 0.25924 , 0.30085 , 0.298448 , 0.385669 , 0.34085 , 0.385335 , 0.262828 , 0.277733 , 0.269032 , 0.126718 , 0.335638 , 0.259181 , 0.4225 , 0.254945 , 0.196258 , 0.470523 , 0.420237 , 0.300018 , 0.373042 , 0.313238 , 0.274275 , 0.256046 , 0.304991 , 0.227124 , 0.318466 , 0.344378 
 757 , 0.401208 , 0.383057 , 0.30356 , 0.219486 , 0.272294 , 0.372884 , 0.334398 , 0.307794 , 0.296489 , 0.225999 , 0.16409 , 0.289718 , 0.354229 , 0.457822 , 0.24597 , 0.287244 , 0.227026 , 0.262969 , 0.408304 , 0.431138 , 0.309031 , 0.343882 , 0.151997 , 0.277575 , 0.379397 , 0.277889 , 0.408658 , 0.351252 , 0.36726 , 0.287439 , 0.292974 , 0.307664 , 0.2402 , 0.280268 , 0.353686 , 0.377003 , 0.147818 , 0.121534 , 0.222548 , 0.313738 , 0.415749 , 0.392382 , 0.242908 , 0.264824 , 0.287239 , 0.387525 , 0.395304 , 0.316446 , 0.27747 , 0.334353 , 0.250004 , 0.280662 , 0.357236 , 0.259279 , 0.301446 , 0.298988 , 0.385815 , 0.341284 , 0.386283 , 0.262685 , 0.277645 , 0.269786 , 0.12679 , 0.336308 , 0.260351 , 0.423539 , 0.2553 , 0.196617 , 0.471255 , 0.420616 , 0.300618 , 0.373812 , 0.313354 , 0.275341 , 0.256193 , 0.305056 , 0.22736 , 0.31879 , 0.344476 
 758 , 0.402279 , 0.383667 , 0.304392 , 0.219896 , 0.272602 , 0.37239 , 0.334649 , 0.308388 , 0.297235 , 0.226914 , 0.164679 , 0.290247 , 0.354835 , 0.458881 , 0.246251 , 0.28774 , 0.227391 , 0.263077 , 0.409064 , 0.432069 , 0.309891 , 0.344471 , 0.152772 , 0.278722 , 0.379934 , 0.278533 , 0.408771 , 0.351549 , 0.367938 , 0.287829 , 0.293031 , 0.308154 , 0.240767 , 0.280647 , 0.354666 , 0.377338 , 0.148275 , 0.122193 , 0.223008 , 0.31421 , 0.415874 , 0.393181 , 0.243497 , 0.265782 , 0.287179 , 0.387697 , 0.395365 , 0.316642 , 0.278096 , 0.33516 , 0.250589 , 0.281476 , 0.35813 , 0.259255 , 0.30203 , 0.299508 , 0.38598 , 0.341865 , 0.387359 , 0.262541 , 0.277525 , 0.270701 , 0.126952 , 0.336991 , 0.261812 , 0.424411 , 0.255692 , 0.19703 , 0.471672 , 0.420991 , 0.301389 , 0.374658 , 0.313649 , 0.276806 , 0.256456 , 0.305132 , 0.227659 , 0.319208 , 0.344555 
 759 , 0.403388 , 0.384356 , 0.305265 , 0.220346 , 0.272949 , 0.371898 , 0.334958 , 0.309037 , 0.298058 , 0.227901 , 0.165329 , 0.290811 , 0.355494 , 0.459983 , 0.246565 , 0.288333 , 0.227767 , 0.263203 , 0.409888 , 0.433007 , 0.310834 , 0.345042 , 0.153583 , 0.279902 , 0.380513 , 0.27923 , 0.408793 , 0.351786 , 0.368638 , 0.288273 , 0.293076 , 0.308684 , 0.241404 , 0.281031 , 0.355673 , 0.377602 , 0.148735 , 0.122899 , 0.223511 , 0.314721 , 0.41601 , 0.394021 , 0.244047 , 0.266762 , 0.287039 , 0.387855 , 0.395435 , 0.316866 , 0.278742 , 0.336018 , 0.251199 , 0.28237 , 0.359027 , 0.259187 , 0.302657 , 0.300014 , 0.386172 , 0.342478 , 0.388556 , 0.262377 , 0.277468 , 0.271684 , 0.12711 , 0.337725 , 0.263343 , 0.425213 , 0.256046 , 0.197446 , 0.472142 , 0.42142 , 0.302149 , 0.375566 , 0.31393 , 0.278369 , 0.256688 , 0.305185 , 0.227916 , 0.319589 , 0.344658 
 760 , 0.404591 , 0.385102 , 0.306209 , 0.220836 , 0.273331 , 0.371364 , 0.335297 , 0.309748 , 0.29895 , 0.228977 , 0.166034 , 0.291432 , 0.356208 , 0.46118 , 0.246904 , 0.288971 , 0.228174 , 0.263332 , 0.410786 , 0.434018 , 0.311854 , 0.34566 , 0.154462 , 0.281179 , 0.381148 , 0.279986 , 0.408819 , 0.35204 , 0.369397 , 0.288757 , 0.293125 , 0.309259 , 0.242091 , 0.281448 , 0.356767 , 0.377888 , 0.149235 , 0.123667 , 0.22405 , 0.315279 , 0.416162 , 0.394936 , 0.244642 , 0.26782 , 0.28689 , 0.388032 , 0.39551 , 0.317111 , 0.279437 , 0.336944 , 0.251861 , 0.28334 , 0.359997 , 0.259114 , 0.303338 , 0.300568 , 0.38638 , 0.343144 , 0.389854 , 0.262204 , 0.277405 , 0.272757 , 0.127281 , 0.338522 , 0.265 , 0.426086 , 0.256433 , 0.197897 , 0.472656 , 0.421888 , 0.302974 , 0.376556 , 0.314241 , 0.280061 , 0.256943 , 0.305235 , 0.228194 , 0.320001 , 0.344772 
 761 , 0.405714 , 0.385975 , 0.306939 , 0.221412 , 0.274096 , 0.372136 , 0.336212 , 0.310506 , 0.299811 , 0.229745 , 0.166648 , 0.292221 , 0.357204 , 0.462776 , 0.247453 , 0.289747 , 0.228715 , 0.263979 , 0.411851 , 0.435394 , 0.312839 , 0.346533 , 0.154918 , 0.28207 , 0.382195 , 0.280685 , 0.409645 , 0.35285 , 0.370358 , 0.289553 , 0.293742 , 0.31003 , 0.242676 , 0.282012 , 0.357743 , 0.378827 , 0.149621 , 0.12412 , 0.224609 , 0.316157 , 0.417245 , 0.39601 , 0.245305 , 0.268532 , 0.287405 , 0.388949 , 0.396452 , 0.317887 , 0.280058 , 0.338097 , 0.252603 , 0.28415 , 0.361057 , 0.25961 , 0.304116 , 0.301283 , 0.387457 , 0.344074 , 0.391034 , 0.262769 , 0.278027 , 0.273542 , 0.127657 , 0.339477 , 0.265937 , 0.427225 , 0.25704 , 0.198389 , 0.474151 , 0.423149 , 0.303737 , 0.377642 , 0.315108 , 0.280962 , 0.257516 , 0.305861 , 0.228623 , 0.320657 , 0.345537 
 762 , 0.406855 , 0.386947 , 0.307615 , 0.222066 , 0.275053 , 0.373346 , 0.337245 , 0.311315 , 0.300685 , 0.230368 , 0.167214 , 0.293145 , 0.35825 , 0.464576 , 0.248118 , 0.290617 , 0.229367 , 0.264848 , 0.413107 , 0.43705 , 0.313853 , 0.347601 , 0.155296 , 0.282945 , 0.383458 , 0.281388 , 0.410813 , 0.354024 , 0.371354 , 0.290524 , 0.294604 , 0.310895 , 0.243286 , 0.282662 , 0.358807 , 0.380129 , 0.150016 , 0.124496 , 0.225219 , 0.317074 , 0.418587 , 0.39706 , 0.246058 , 0.269187 , 0.288299 , 0.390212 , 0.397699 , 0.31886 , 0.280739 , 0.339334 , 0.253394 , 0.285004 , 0.362247 , 0.260363 , 0.304887 , 0.302096 , 0.38868 , 0.345058 , 0.392096 , 0.263599 , 0.278816 , 0.274209 , 0.128122 , 0.340485 , 0.266634 , 0.42847 , 0.257747 , 0.198884 , 0.475806 , 0.42459 , 0.304546 , 0.378695 , 0.316195 , 0.281603 , 0.258259 , 0.306678 , 0.229143 , 0.32153 , 0.346444 
 763 , 0.408003 , 0.387915 , 0.308292 , 0.222723 , 0.27601 , 0.374563 , 0.338276 , 0.312125 , 0.301557 , 0.230988 , 0.16778 , 0.294067 , 0.359299 , 0.466382 , 0.248776 , 0.291484 , 0.230022 , 0.265721 , 0.414365 , 0.438707 , 0.314865 , 0.348667 , 0.155683 , 0.283823 , 0.384719 , 0.282088 , 0.411983 , 0.355197 , 0.372357 , 0.291494 , 0.295464 , 0.311758 , 0.243894 , 0.283313 , 0.359873 , 0.381426 , 0.150413 , 0.124876 , 0.225836 , 0.317993 , 0.419928 , 0.398116 , 0.246815 , 0.269843 , 0.289195 , 0.391479 , 0.398954 , 0.319836 , 0.281421 , 0.340575 , 0.254187 , 0.285857 , 0.363441 , 0.261118 , 0.305655 , 0.302905 , 0.389905 , 0.346045 , 0.393155 , 0.264432 , 0.279603 , 0.274882 , 0.128581 , 0.341496 , 0.267329 , 0.429712 , 0.258452 , 0.199377 , 0.477464 , 0.426031 , 0.305356 , 0.379749 , 0.317287 , 0.282249 , 0.259006 , 0.307498 , 0.229659 , 0.322404 , 0.347354 
