JUN28MAT00009.spu,JUN28MAT00008.spu,JUN28MAT00007.spu,JUN28MAT00006.spu,JUN28MAT00005.spu,
Wavelength,JUN28MAT00010.spu,JUN28MAT00011.spu,JUN28MAT00012.spu,JUN28MAT00013.spu,JUN28MAT00014.spu,JUN28MAT00015.spu,JUN28MAT00016.spu,JUN28MAT00017.spu,JUN28MAT00018.spu,JUN28MAT00019.spu,JUN28MAT00020.spu,JUN28MAT00021.spu,JUN28MAT00022.spu,JUN28MAT00023.spu,JUN28MAT00024.spu,JUN28MAT00025.spu,JUN28MAT00026.spu,JUN28MAT00027.spu,JUN28MAT00028.spu,JUN28MAT00029.spu,JUN28MAT00030.spu,JUN28MAT00031.spu,JUN28MAT00032.spu,JUN28MAT00033.spu,JUN28MAT00034.spu,JUN28MAT00035.spu,JUN28MAT00036.spu,JUN28MAT00037.spu,JUN28MAT00038.spu,JUN28MAT00039.spu,JUN28MAT00040.spu,JUN28MAT00041.spu,JUN28MAT00042.spu,JUN28MAT00043.spu,JUN28MAT00044.spu,JUN28MAT00045.spu,JUN28MAT00046.spu,JUN28MAT00047.spu,JUN28MAT00048.spu,JUN28MAT00049.spu,JUN28MAT00050.spu,JUN28MAT00051.spu,JUN28MAT00052.spu,JUN28MAT00053.spu,JUN28MAT00054.spu,JUN28MAT00055.spu,JUN28MAT00056.spu,JUN28MAT00057.spu,JUN28MAT00058.spu,JUN28MAT00059.spu,JUN28MAT00060.spu,JUN28MAT00061.spu,JUN28MAT00062.spu,JUN28MAT00063.spu,JUN28MAT00064.spu,JUN28MAT00065.spu,JUN28MAT00066.spu,JUN28MAT00067.spu,JUN28MAT00068.spu,JUN28MAT00069.spu,JUN28MAT00070.spu,JUN28MAT00071.spu,JUN28MAT00072.spu,JUN28MAT00073.spu,JUN28MAT00074.spu,JUN28MAT00075.spu,JUN28MAT00076.spu,JUN28MAT00077.spu,JUN28MAT00078.spu,JUN28MAT00079.spu,JUN28MAT00080.spu,JUN28MAT00081.spu,JUN28MAT00082.spu,JUN28MAT00083.spu,JUN28MAT00084.spu
 762 , 0.214731 , 0.241709 , 0.228491 , 0.237824 , 0.147497 , 0.244914 , 0.209629 , 0.218497 , 0.110856 , 0.265372 , 0.236682 , 0.111496 , 0.280744 , 0.33113 , 0.186962 , 0.107781 , 0.075616 , 0.118296 , 0.127449 , 0.179547 , 0.236692 , 0.403351 , 0.278456 , 0.126037 , 0.282762 , 0.253606 , 0.2029 , 0.205578 , 0.198493 , 0.241874 , 0.237283 , 0.230338 , 0.192295 , 0.262583 , 0.268316 , 0.245289 , 0.227795 , 0.104947 , 0.061321 , 0.201312 , 0.262338 , 0.35273 , 0.369909 , 0.176968 , 0.262774 , 0.284334 , 0.271621 , 0.347753 , 0.3102 , 0.265062 , 0.227214 , 0.23848 , 0.277189 , 0.235716 , 0.216664 , 0.132561 , 0.072096 , 0.14586 , 0.088659 , 0.27052 , 0.195109 , 0.303696 , 0.184394 , 0.269608 , 0.244869 , 0.237709 , 0.333478 , 0.237098 , 0.237974 , 0.261907 , 0.219698 , 0.264491 , 0.246566 , 0.297417 , 0.246406 
 763 , 0.21517 , 0.242245 , 0.229102 , 0.238558 , 0.147908 , 0.245735 , 0.210372 , 0.219365 , 0.111161 , 0.266116 , 0.237522 , 0.111905 , 0.281748 , 0.332402 , 0.187497 , 0.108234 , 0.075873 , 0.118796 , 0.128041 , 0.180299 , 0.237537 , 0.404809 , 0.279293 , 0.12627 , 0.283765 , 0.254296 , 0.203577 , 0.206217 , 0.19902 , 0.242582 , 0.238095 , 0.231099 , 0.192778 , 0.263364 , 0.269033 , 0.246082 , 0.228499 , 0.105291 , 0.061533 , 0.202058 , 0.263002 , 0.353994 , 0.370803 , 0.177327 , 0.263445 , 0.285218 , 0.272337 , 0.349055 , 0.311021 , 0.26596 , 0.228172 , 0.239177 , 0.277981 , 0.236395 , 0.217393 , 0.133146 , 0.072337 , 0.146394 , 0.089076 , 0.271201 , 0.195529 , 0.304462 , 0.184781 , 0.27033 , 0.245549 , 0.238296 , 0.334419 , 0.237723 , 0.238759 , 0.26265 , 0.220325 , 0.265326 , 0.247415 , 0.298346 , 0.247118 
 764 , 0.215595 , 0.242897 , 0.229627 , 0.239408 , 0.148452 , 0.246696 , 0.211168 , 0.22035 , 0.111583 , 0.267189 , 0.238486 , 0.112246 , 0.283011 , 0.333878 , 0.187873 , 0.108747 , 0.076061 , 0.11924 , 0.128687 , 0.181109 , 0.238476 , 0.406389 , 0.280325 , 0.125925 , 0.284931 , 0.255006 , 0.204309 , 0.206746 , 0.199523 , 0.243406 , 0.238909 , 0.231871 , 0.193147 , 0.264243 , 0.269557 , 0.246995 , 0.229383 , 0.105656 , 0.061774 , 0.202808 , 0.263755 , 0.355438 , 0.371524 , 0.177485 , 0.264108 , 0.286272 , 0.272882 , 0.350573 , 0.311844 , 0.266905 , 0.229164 , 0.239966 , 0.278704 , 0.237015 , 0.218082 , 0.133712 , 0.072526 , 0.146782 , 0.08953 , 0.27183 , 0.195884 , 0.304905 , 0.185052 , 0.271127 , 0.246272 , 0.238655 , 0.335249 , 0.238127 , 0.239572 , 0.26347 , 0.220829 , 0.266252 , 0.248381 , 0.299387 , 0.247838 
 765 , 0.215988 , 0.243664 , 0.230067 , 0.240405 , 0.149143 , 0.247826 , 0.212069 , 0.221475 , 0.112151 , 0.268676 , 0.239616 , 0.112523 , 0.284535 , 0.335581 , 0.188075 , 0.109363 , 0.076171 , 0.119632 , 0.129385 , 0.182052 , 0.239576 , 0.408304 , 0.281633 , 0.124915 , 0.286331 , 0.255793 , 0.20511 , 0.207188 , 0.20005 , 0.244423 , 0.239735 , 0.232716 , 0.193402 , 0.265322 , 0.269906 , 0.248143 , 0.230543 , 0.106069 , 0.062048 , 0.203547 , 0.264697 , 0.35711 , 0.372131 , 0.177478 , 0.264792 , 0.287675 , 0.273383 , 0.352452 , 0.312831 , 0.267902 , 0.23024 , 0.240955 , 0.279431 , 0.237632 , 0.218791 , 0.134276 , 0.072669 , 0.147045 , 0.090051 , 0.27258 , 0.196265 , 0.305127 , 0.185297 , 0.272158 , 0.247171 , 0.238847 , 0.336062 , 0.238366 , 0.240524 , 0.264499 , 0.221336 , 0.267445 , 0.249647 , 0.300747 , 0.248694 
 766 , 0.216364 , 0.24438 , 0.230494 , 0.241354 , 0.149791 , 0.248899 , 0.212945 , 0.222541 , 0.112696 , 0.270102 , 0.240702 , 0.112791 , 0.285964 , 0.337188 , 0.188268 , 0.109964 , 0.076284 , 0.120018 , 0.130046 , 0.182968 , 0.240647 , 0.410192 , 0.282898 , 0.123979 , 0.287686 , 0.256559 , 0.205887 , 0.207634 , 0.200577 , 0.245405 , 0.240533 , 0.23354 , 0.193659 , 0.266374 , 0.270261 , 0.249263 , 0.231669 , 0.10648 , 0.062313 , 0.20425 , 0.265627 , 0.358709 , 0.372754 , 0.177523 , 0.265458 , 0.289069 , 0.273934 , 0.354284 , 0.31382 , 0.268852 , 0.23128 , 0.241931 , 0.280155 , 0.238243 , 0.2195 , 0.134834 , 0.072815 , 0.147327 , 0.090543 , 0.273372 , 0.196665 , 0.305414 , 0.185581 , 0.273192 , 0.248073 , 0.239084 , 0.336889 , 0.238647 , 0.241469 , 0.265523 , 0.221874 , 0.268643 , 0.250915 , 0.302099 , 0.249551 
 767 , 0.216716 , 0.245046 , 0.230921 , 0.242219 , 0.150376 , 0.249916 , 0.213769 , 0.223524 , 0.11321 , 0.271408 , 0.241705 , 0.113046 , 0.287282 , 0.338677 , 0.188461 , 0.110523 , 0.076399 , 0.120373 , 0.130662 , 0.183826 , 0.241635 , 0.411945 , 0.28408 , 0.12314 , 0.28894 , 0.257268 , 0.206602 , 0.20805 , 0.201073 , 0.246315 , 0.241275 , 0.234308 , 0.193905 , 0.267348 , 0.270609 , 0.250306 , 0.232689 , 0.106872 , 0.062564 , 0.204914 , 0.266484 , 0.360185 , 0.373336 , 0.177577 , 0.266069 , 0.290368 , 0.274445 , 0.355969 , 0.314738 , 0.26974 , 0.23224 , 0.242844 , 0.280833 , 0.238823 , 0.220177 , 0.135352 , 0.072943 , 0.147594 , 0.091004 , 0.274106 , 0.197042 , 0.305687 , 0.185844 , 0.27415 , 0.248912 , 0.239312 , 0.337663 , 0.238908 , 0.242344 , 0.266469 , 0.22238 , 0.26975 , 0.252089 , 0.30334 , 0.250336 
 768 , 0.217072 , 0.245645 , 0.231484 , 0.242793 , 0.150762 , 0.25086 , 0.214472 , 0.224266 , 0.113727 , 0.272395 , 0.242522 , 0.11331 , 0.288357 , 0.33987 , 0.188681 , 0.110986 , 0.076586 , 0.120654 , 0.13117 , 0.184489 , 0.242392 , 0.413288 , 0.28508 , 0.122692 , 0.289873 , 0.257822 , 0.207179 , 0.208398 , 0.201511 , 0.247005 , 0.24189 , 0.234902 , 0.194208 , 0.268053 , 0.270994 , 0.251091 , 0.233341 , 0.107256 , 0.062782 , 0.205557 , 0.267124 , 0.361274 , 0.373863 , 0.177763 , 0.266537 , 0.291475 , 0.274854 , 0.357213 , 0.315373 , 0.270482 , 0.232975 , 0.243642 , 0.281425 , 0.239335 , 0.220837 , 0.135758 , 0.073052 , 0.147891 , 0.091359 , 0.274639 , 0.19738 , 0.305951 , 0.186026 , 0.274945 , 0.249545 , 0.239551 , 0.338354 , 0.239149 , 0.243039 , 0.267169 , 0.222815 , 0.270583 , 0.252994 , 0.304154 , 0.25088 
 769 , 0.2174 , 0.246264 , 0.232029 , 0.243327 , 0.151131 , 0.251743 , 0.215122 , 0.224951 , 0.114224 , 0.273328 , 0.243287 , 0.11357 , 0.289425 , 0.34098 , 0.188879 , 0.111412 , 0.076758 , 0.120899 , 0.131654 , 0.185071 , 0.243075 , 0.414504 , 0.286019 , 0.122257 , 0.290743 , 0.258327 , 0.207722 , 0.208718 , 0.201907 , 0.247623 , 0.242502 , 0.235464 , 0.194507 , 0.26871 , 0.271351 , 0.251803 , 0.23393 , 0.107619 , 0.06299 , 0.206168 , 0.267734 , 0.362244 , 0.374352 , 0.177907 , 0.266994 , 0.292478 , 0.275194 , 0.35841 , 0.315939 , 0.2712 , 0.233689 , 0.244383 , 0.281965 , 0.239801 , 0.221445 , 0.136141 , 0.073166 , 0.148158 , 0.091693 , 0.275083 , 0.197687 , 0.306161 , 0.186182 , 0.275682 , 0.250113 , 0.239795 , 0.339034 , 0.239373 , 0.243689 , 0.267835 , 0.223211 , 0.271331 , 0.253815 , 0.304908 , 0.25138 
 770 , 0.217718 , 0.246857 , 0.232552 , 0.243832 , 0.151481 , 0.252583 , 0.215737 , 0.225601 , 0.114701 , 0.274221 , 0.244019 , 0.113814 , 0.290442 , 0.342036 , 0.189068 , 0.111818 , 0.076923 , 0.121137 , 0.132121 , 0.18563 , 0.243727 , 0.415667 , 0.286918 , 0.121843 , 0.291576 , 0.258813 , 0.208247 , 0.209023 , 0.202284 , 0.248213 , 0.243086 , 0.236 , 0.194794 , 0.269337 , 0.271686 , 0.252477 , 0.234498 , 0.107962 , 0.063187 , 0.206745 , 0.268314 , 0.363171 , 0.374824 , 0.178044 , 0.267432 , 0.293441 , 0.275517 , 0.359562 , 0.316481 , 0.271883 , 0.234366 , 0.245098 , 0.282483 , 0.240244 , 0.222027 , 0.136501 , 0.073273 , 0.148416 , 0.092019 , 0.275507 , 0.197974 , 0.306364 , 0.186331 , 0.276384 , 0.250657 , 0.240027 , 0.339687 , 0.239583 , 0.244306 , 0.26847 , 0.22359 , 0.272044 , 0.254599 , 0.305629 , 0.251857 
 771 , 0.218037 , 0.247294 , 0.233 , 0.244239 , 0.151818 , 0.253146 , 0.2162 , 0.226169 , 0.115015 , 0.274787 , 0.244647 , 0.114138 , 0.291153 , 0.342873 , 0.189335 , 0.112174 , 0.077162 , 0.121484 , 0.132631 , 0.186101 , 0.24429 , 0.416616 , 0.287546 , 0.121897 , 0.29225 , 0.259247 , 0.208701 , 0.209369 , 0.202599 , 0.248595 , 0.243591 , 0.236479 , 0.195115 , 0.269848 , 0.272103 , 0.252993 , 0.234882 , 0.108245 , 0.063377 , 0.207262 , 0.268782 , 0.363794 , 0.375344 , 0.178321 , 0.267787 , 0.294091 , 0.275955 , 0.36032 , 0.317008 , 0.27244 , 0.23501 , 0.245703 , 0.283057 , 0.240734 , 0.222485 , 0.136855 , 0.073524 , 0.148773 , 0.092339 , 0.275945 , 0.198329 , 0.306748 , 0.18655 , 0.276889 , 0.251054 , 0.240392 , 0.340332 , 0.239923 , 0.244789 , 0.268971 , 0.224031 , 0.272619 , 0.255151 , 0.306218 , 0.252314 
 772 , 0.218404 , 0.247628 , 0.233387 , 0.244632 , 0.152148 , 0.253657 , 0.216599 , 0.226719 , 0.115259 , 0.275246 , 0.24524 , 0.114451 , 0.291712 , 0.34365 , 0.189646 , 0.112508 , 0.077414 , 0.121856 , 0.133146 , 0.186537 , 0.244805 , 0.417423 , 0.288061 , 0.122014 , 0.292837 , 0.259635 , 0.209108 , 0.209686 , 0.20288 , 0.248963 , 0.244018 , 0.236905 , 0.195393 , 0.270281 , 0.272511 , 0.253422 , 0.235233 , 0.108484 , 0.063546 , 0.207743 , 0.269171 , 0.364416 , 0.375824 , 0.178611 , 0.268103 , 0.294621 , 0.276407 , 0.360821 , 0.317484 , 0.27293 , 0.235586 , 0.246212 , 0.283653 , 0.241221 , 0.222879 , 0.137176 , 0.073783 , 0.149116 , 0.092652 , 0.276387 , 0.198676 , 0.307139 , 0.186751 , 0.277251 , 0.251392 , 0.240704 , 0.340879 , 0.240249 , 0.245168 , 0.26935 , 0.224418 , 0.27314 , 0.255636 , 0.30672 , 0.25269 
 773 , 0.218773 , 0.247951 , 0.233774 , 0.245024 , 0.152472 , 0.254163 , 0.216989 , 0.22726 , 0.115493 , 0.275694 , 0.245829 , 0.11476 , 0.292264 , 0.344414 , 0.189948 , 0.112833 , 0.077663 , 0.122217 , 0.133647 , 0.18697 , 0.245306 , 0.418223 , 0.288564 , 0.122125 , 0.293417 , 0.260016 , 0.209506 , 0.209993 , 0.203161 , 0.249324 , 0.24444 , 0.237326 , 0.195663 , 0.270707 , 0.272906 , 0.25385 , 0.235584 , 0.108717 , 0.063707 , 0.20822 , 0.269554 , 0.365023 , 0.376303 , 0.178898 , 0.268411 , 0.295145 , 0.276847 , 0.361312 , 0.317952 , 0.273408 , 0.236158 , 0.246711 , 0.284243 , 0.241703 , 0.223257 , 0.137491 , 0.07404 , 0.149458 , 0.092957 , 0.276822 , 0.199015 , 0.307527 , 0.186955 , 0.277606 , 0.251718 , 0.241011 , 0.341421 , 0.240571 , 0.245547 , 0.269723 , 0.2248 , 0.273649 , 0.25611 , 0.307215 , 0.253061 
 774 , 0.21914 , 0.248266 , 0.234106 , 0.245408 , 0.1528 , 0.254616 , 0.217422 , 0.227755 , 0.115704 , 0.276123 , 0.246363 , 0.115085 , 0.292755 , 0.345089 , 0.190293 , 0.113145 , 0.077891 , 0.12258 , 0.134079 , 0.187389 , 0.245811 , 0.418946 , 0.288989 , 0.122322 , 0.293931 , 0.260415 , 0.209881 , 0.210309 , 0.203448 , 0.249664 , 0.24481 , 0.237712 , 0.195926 , 0.271088 , 0.273286 , 0.25425 , 0.235921 , 0.108967 , 0.0639 , 0.208668 , 0.269871 , 0.365574 , 0.376763 , 0.179212 , 0.26871 , 0.295607 , 0.277284 , 0.361778 , 0.318393 , 0.273843 , 0.236716 , 0.247173 , 0.284784 , 0.242138 , 0.223644 , 0.137881 , 0.074285 , 0.149813 , 0.093253 , 0.277263 , 0.199305 , 0.307952 , 0.187167 , 0.277913 , 0.252022 , 0.241338 , 0.341942 , 0.24092 , 0.245971 , 0.270082 , 0.225176 , 0.274101 , 0.256566 , 0.307689 , 0.253409 
 775 , 0.219482 , 0.248573 , 0.234393 , 0.245749 , 0.153103 , 0.254966 , 0.217917 , 0.228191 , 0.115904 , 0.27654 , 0.246832 , 0.115437 , 0.293181 , 0.345638 , 0.190618 , 0.113443 , 0.078082 , 0.122934 , 0.134436 , 0.187795 , 0.246304 , 0.419607 , 0.289321 , 0.122629 , 0.294362 , 0.260826 , 0.210213 , 0.210648 , 0.203747 , 0.249899 , 0.245091 , 0.238056 , 0.196157 , 0.271385 , 0.273659 , 0.254619 , 0.236185 , 0.10921 , 0.06413 , 0.209078 , 0.270043 , 0.365974 , 0.377144 , 0.179516 , 0.268939 , 0.295948 , 0.277685 , 0.362202 , 0.318754 , 0.274193 , 0.237242 , 0.247583 , 0.285171 , 0.242501 , 0.224 , 0.138337 , 0.074523 , 0.150181 , 0.093532 , 0.277685 , 0.19953 , 0.308356 , 0.18737 , 0.278203 , 0.252257 , 0.241636 , 0.342395 , 0.241263 , 0.246418 , 0.270421 , 0.225543 , 0.274457 , 0.25693 , 0.308087 , 0.253723 
 776 , 0.219807 , 0.24887 , 0.234684 , 0.246073 , 0.153402 , 0.255302 , 0.218416 , 0.228627 , 0.116107 , 0.276952 , 0.247287 , 0.115785 , 0.293604 , 0.346166 , 0.190921 , 0.11374 , 0.078271 , 0.123291 , 0.134783 , 0.188206 , 0.246799 , 0.420269 , 0.289654 , 0.122948 , 0.294788 , 0.26124 , 0.210537 , 0.210988 , 0.204043 , 0.250101 , 0.245356 , 0.238396 , 0.196387 , 0.271673 , 0.274035 , 0.254996 , 0.236423 , 0.109452 , 0.064355 , 0.209483 , 0.270199 , 0.366327 , 0.377502 , 0.179808 , 0.26914 , 0.296262 , 0.278074 , 0.362621 , 0.319096 , 0.274528 , 0.237767 , 0.247983 , 0.285522 , 0.242854 , 0.224344 , 0.13879 , 0.074762 , 0.150547 , 0.093802 , 0.278089 , 0.19975 , 0.308741 , 0.187568 , 0.278504 , 0.252473 , 0.24192 , 0.342833 , 0.241583 , 0.246851 , 0.270755 , 0.225901 , 0.274793 , 0.257269 , 0.308455 , 0.25403 
 777 , 0.220125 , 0.249168 , 0.234992 , 0.2464 , 0.15369 , 0.255652 , 0.218917 , 0.22907 , 0.11631 , 0.277369 , 0.247753 , 0.116128 , 0.294042 , 0.346712 , 0.191221 , 0.114036 , 0.078466 , 0.123642 , 0.135138 , 0.188619 , 0.247295 , 0.420932 , 0.289988 , 0.123267 , 0.295234 , 0.261658 , 0.210872 , 0.211325 , 0.204341 , 0.250318 , 0.24564 , 0.238745 , 0.196613 , 0.271977 , 0.274434 , 0.255366 , 0.236668 , 0.10969 , 0.064582 , 0.209893 , 0.270369 , 0.366701 , 0.377863 , 0.18009 , 0.269355 , 0.296592 , 0.278477 , 0.363042 , 0.319454 , 0.274866 , 0.238297 , 0.248382 , 0.285872 , 0.24322 , 0.224683 , 0.139228 , 0.075 , 0.150911 , 0.094078 , 0.278488 , 0.19999 , 0.309124 , 0.187756 , 0.278815 , 0.252696 , 0.242205 , 0.343272 , 0.241903 , 0.247284 , 0.271103 , 0.22626 , 0.275136 , 0.257614 , 0.308832 , 0.254346 
 778 , 0.220344 , 0.249453 , 0.235337 , 0.24673 , 0.15389 , 0.256095 , 0.219429 , 0.229531 , 0.116493 , 0.277715 , 0.24822 , 0.116409 , 0.294527 , 0.347346 , 0.191575 , 0.11434 , 0.078672 , 0.123966 , 0.135516 , 0.189061 , 0.247791 , 0.421545 , 0.290357 , 0.123558 , 0.295776 , 0.262058 , 0.211272 , 0.211627 , 0.204614 , 0.250634 , 0.245967 , 0.239126 , 0.196853 , 0.272332 , 0.274893 , 0.255729 , 0.236931 , 0.109919 , 0.064771 , 0.2103 , 0.270597 , 0.367132 , 0.378237 , 0.180313 , 0.269625 , 0.297015 , 0.278943 , 0.36351 , 0.319915 , 0.275233 , 0.238855 , 0.248732 , 0.286244 , 0.243657 , 0.224985 , 0.139576 , 0.075218 , 0.151277 , 0.094361 , 0.278823 , 0.200297 , 0.3095 , 0.187932 , 0.279137 , 0.252959 , 0.242507 , 0.343699 , 0.242168 , 0.247681 , 0.271444 , 0.226636 , 0.275531 , 0.257997 , 0.309264 , 0.2547 
 779 , 0.220553 , 0.249754 , 0.235648 , 0.247085 , 0.154099 , 0.25655 , 0.219951 , 0.229976 , 0.116662 , 0.277997 , 0.24865 , 0.116694 , 0.295002 , 0.348004 , 0.191969 , 0.114643 , 0.078875 , 0.124286 , 0.13588 , 0.189494 , 0.248273 , 0.422107 , 0.290706 , 0.12382 , 0.296299 , 0.262421 , 0.211663 , 0.211909 , 0.204851 , 0.250988 , 0.24629 , 0.239483 , 0.197092 , 0.272676 , 0.275281 , 0.256074 , 0.237207 , 0.110159 , 0.064958 , 0.210695 , 0.270824 , 0.367572 , 0.378643 , 0.180553 , 0.269903 , 0.297461 , 0.279431 , 0.363999 , 0.320425 , 0.275569 , 0.239404 , 0.249073 , 0.286651 , 0.244071 , 0.225288 , 0.139909 , 0.075433 , 0.151639 , 0.094635 , 0.279132 , 0.20056 , 0.309877 , 0.188108 , 0.279389 , 0.253217 , 0.2428 , 0.34409 , 0.242418 , 0.248084 , 0.271729 , 0.226999 , 0.275909 , 0.258387 , 0.309694 , 0.255043 
 780 , 0.220759 , 0.250058 , 0.235966 , 0.247444 , 0.154309 , 0.257015 , 0.220476 , 0.230424 , 0.116839 , 0.278283 , 0.249089 , 0.116985 , 0.295481 , 0.348672 , 0.192372 , 0.114953 , 0.07908 , 0.124607 , 0.136252 , 0.189936 , 0.248764 , 0.42267 , 0.291059 , 0.124089 , 0.296827 , 0.262787 , 0.212058 , 0.212194 , 0.205086 , 0.251347 , 0.246611 , 0.239848 , 0.197338 , 0.273023 , 0.275674 , 0.256428 , 0.237486 , 0.110395 , 0.065145 , 0.211099 , 0.271048 , 0.368018 , 0.37905 , 0.180795 , 0.270184 , 0.297911 , 0.279928 , 0.364487 , 0.320939 , 0.275915 , 0.239958 , 0.249414 , 0.287068 , 0.244489 , 0.2256 , 0.140249 , 0.075649 , 0.152004 , 0.094905 , 0.27944 , 0.200822 , 0.310264 , 0.188281 , 0.279645 , 0.253479 , 0.243101 , 0.344486 , 0.242672 , 0.248492 , 0.272018 , 0.227365 , 0.276292 , 0.258775 , 0.310127 , 0.255391 
 781 , 0.221083 , 0.250383 , 0.236164 , 0.247819 , 0.154659 , 0.257451 , 0.220926 , 0.230909 , 0.116973 , 0.278569 , 0.249511 , 0.117252 , 0.295935 , 0.349307 , 0.192703 , 0.115255 , 0.079282 , 0.124934 , 0.136641 , 0.190349 , 0.249232 , 0.423218 , 0.291374 , 0.124288 , 0.297328 , 0.263136 , 0.212418 , 0.212497 , 0.205314 , 0.251691 , 0.246926 , 0.24021 , 0.197611 , 0.273393 , 0.275984 , 0.256741 , 0.237793 , 0.11062 , 0.06531 , 0.211483 , 0.271312 , 0.368413 , 0.379358 , 0.18099 , 0.27045 , 0.298321 , 0.280387 , 0.36496 , 0.32141 , 0.276294 , 0.240489 , 0.249753 , 0.287465 , 0.244871 , 0.225907 , 0.140593 , 0.07584 , 0.152332 , 0.095198 , 0.279756 , 0.201042 , 0.310633 , 0.188457 , 0.279851 , 0.253814 , 0.243368 , 0.344882 , 0.242958 , 0.248964 , 0.272316 , 0.22772 , 0.276709 , 0.25919 , 0.310596 , 0.255727 
 782 , 0.221442 , 0.25066 , 0.236398 , 0.248205 , 0.155039 , 0.257825 , 0.221343 , 0.231441 , 0.117106 , 0.278957 , 0.250008 , 0.117516 , 0.296389 , 0.349919 , 0.193008 , 0.115539 , 0.079504 , 0.125275 , 0.13706 , 0.190764 , 0.249745 , 0.42384 , 0.291684 , 0.124481 , 0.297839 , 0.263539 , 0.212769 , 0.212806 , 0.205614 , 0.251984 , 0.247269 , 0.240619 , 0.197887 , 0.273784 , 0.27636 , 0.257052 , 0.238122 , 0.11084 , 0.065468 , 0.211865 , 0.271624 , 0.368775 , 0.379588 , 0.181165 , 0.270714 , 0.298765 , 0.280765 , 0.365416 , 0.321784 , 0.276723 , 0.241008 , 0.250108 , 0.287852 , 0.24525 , 0.226237 , 0.140961 , 0.076019 , 0.152652 , 0.095521 , 0.280103 , 0.201283 , 0.310955 , 0.188593 , 0.280087 , 0.254145 , 0.243621 , 0.345272 , 0.243253 , 0.249403 , 0.272654 , 0.228077 , 0.277117 , 0.25957 , 0.311076 , 0.256027 
 783 , 0.221809 , 0.250943 , 0.236639 , 0.248598 , 0.155424 , 0.258206 , 0.221761 , 0.231985 , 0.117244 , 0.279347 , 0.250512 , 0.117786 , 0.296844 , 0.350544 , 0.193321 , 0.115829 , 0.079732 , 0.125616 , 0.137486 , 0.19118 , 0.250276 , 0.424469 , 0.292 , 0.124675 , 0.298364 , 0.263949 , 0.213131 , 0.213121 , 0.205916 , 0.252279 , 0.24762 , 0.241041 , 0.198169 , 0.274183 , 0.276739 , 0.257365 , 0.238459 , 0.111059 , 0.065627 , 0.212248 , 0.271943 , 0.369139 , 0.379815 , 0.181335 , 0.270991 , 0.299216 , 0.281146 , 0.365874 , 0.322171 , 0.277154 , 0.241535 , 0.25047 , 0.28824 , 0.245632 , 0.226568 , 0.141335 , 0.076208 , 0.152974 , 0.09585 , 0.280457 , 0.20153 , 0.31129 , 0.18873 , 0.280331 , 0.254478 , 0.243875 , 0.345668 , 0.243549 , 0.249855 , 0.272994 , 0.22844 , 0.277538 , 0.259957 , 0.311559 , 0.256334 
 784 , 0.222135 , 0.2512 , 0.236912 , 0.248962 , 0.155777 , 0.258605 , 0.222219 , 0.232483 , 0.117363 , 0.279739 , 0.251026 , 0.118059 , 0.297292 , 0.351137 , 0.193606 , 0.116131 , 0.079919 , 0.125953 , 0.137897 , 0.191589 , 0.250826 , 0.425126 , 0.292279 , 0.124858 , 0.298851 , 0.264324 , 0.213482 , 0.213408 , 0.20623 , 0.252585 , 0.247951 , 0.241447 , 0.198435 , 0.274568 , 0.277122 , 0.257683 , 0.238808 , 0.11126 , 0.06582 , 0.212665 , 0.272224 , 0.369538 , 0.380066 , 0.181514 , 0.271229 , 0.299657 , 0.28153 , 0.366357 , 0.32254 , 0.277533 , 0.242052 , 0.250832 , 0.288613 , 0.246013 , 0.226895 , 0.141731 , 0.076411 , 0.153302 , 0.096166 , 0.280766 , 0.20178 , 0.311622 , 0.188866 , 0.280587 , 0.254739 , 0.244169 , 0.346076 , 0.243822 , 0.250294 , 0.27333 , 0.228807 , 0.277954 , 0.260322 , 0.31206 , 0.256625 
 785 , 0.222413 , 0.251451 , 0.237216 , 0.249237 , 0.156085 , 0.259066 , 0.222698 , 0.232937 , 0.117451 , 0.280066 , 0.251524 , 0.118342 , 0.297789 , 0.351669 , 0.193855 , 0.116471 , 0.080051 , 0.126305 , 0.138284 , 0.192005 , 0.251372 , 0.425796 , 0.292556 , 0.125019 , 0.299312 , 0.264641 , 0.213823 , 0.213691 , 0.206524 , 0.252926 , 0.248241 , 0.241785 , 0.198672 , 0.274891 , 0.277468 , 0.258001 , 0.239108 , 0.111428 , 0.066038 , 0.213085 , 0.27243 , 0.369935 , 0.380264 , 0.181661 , 0.271366 , 0.300003 , 0.281921 , 0.36681 , 0.322916 , 0.277795 , 0.24256 , 0.251129 , 0.288888 , 0.24637 , 0.227156 , 0.142152 , 0.07663 , 0.153635 , 0.096456 , 0.280994 , 0.201997 , 0.311929 , 0.189028 , 0.28082 , 0.254897 , 0.244447 , 0.34642 , 0.244062 , 0.25066 , 0.273632 , 0.229132 , 0.278322 , 0.260647 , 0.31254 , 0.256868 
