NANT_00009_NANT_REF.spu,NANT_00008_NANT_REF.spu,NANT_00007_NANT_REF.spu,NANT_00006_NANT_REF.spu,NANT_00005_NANT_REF.spu,
Wavelength,NANT_00010_B3_CT.spu,NANT_00011_B3_CT.spu,NANT_00012_B3_CT.spu,NANT_00013_B3_CT.spu,NANT_00014_B3_CT.spu,NANT_00015_B3_CT-old.spu,NANT_00016_B3_CT-old.spu,NANT_00017_B3_CT-old.spu,NANT_00018_B3_CT-old.spu,NANT_00019_B3_CT-old.spu,NANT_00020_B3_N.spu,NANT_00021_B3_N.spu,NANT_00022_B3_N.spu,NANT_00023_B3_N.spu,NANT_00024_B3_N.spu,NANT_00025_B3_N-old.spu,NANT_00026_B3_N-old.spu,NANT_00027_B3_N-old.spu,NANT_00028_B3_N-old.spu,NANT_00029_B3_N-old.spu,NANT_00030_B3_NP.spu,NANT_00031_B3_NP.spu,NANT_00032_B3_NP.spu,NANT_00033_B3_NP.spu,NANT_00034_B3_NP.spu,NANT_00035_B3_NP-old.spu,NANT_00036_B3_NP-old.spu,NANT_00037_B3_NP-old.spu,NANT_00038_B3_NP-old.spu,NANT_00039_B3_NP-old.spu,NANT_00040_B3_P.spu,NANT_00041_B3_P.spu,NANT_00042_B3_P.spu,NANT_00043_B3_P.spu,NANT_00044_B3_P.spu,NANT_00045_B3_P-old.spu,NANT_00046_B3_P-old.spu,NANT_00047_B3_P-old.spu,NANT_00048_B3_P-old.spu,NANT_00049_B3_P-old.spu,NANT_00050_B2_P.spu,NANT_00051_B2_P.spu,NANT_00052_B2_P.spu,NANT_00053_B2_P.spu,NANT_00054_B2_P.spu,NANT_00055_B2_NP.spu,NANT_00056_B2_NP.spu,NANT_00057_B2_NP.spu,NANT_00058_B2_NP.spu,NANT_00059_B2_NP.spu,NANT_00060_B2_CT.spu,NANT_00061_B2_CT.spu,NANT_00062_B2_CT.spu,NANT_00063_B2_CT.spu,NANT_00064_B2_CT.spu,NANT_00065_B2_N.spu,NANT_00066_B2_N.spu,NANT_00067_B2_N.spu,NANT_00068_B2_N.spu,NANT_00069_B2_N.spu,NANT_00070_B1_P.spu,NANT_00071_B1_P.spu,NANT_00072_B1_P.spu,NANT_00073_B1_P.spu,NANT_00074_B1_P.spu,NANT_00075_B1_CT.spu,NANT_00076_B1_CT.spu,NANT_00077_B1_CT.spu,NANT_00078_B1_CT.spu,NANT_00079_B1_CT.spu,NANT_00080_B1_NP.spu,NANT_00081_B1_NP.spu,NANT_00082_B1_NP.spu,NANT_00083_B1_NP.spu,NANT_00084_B1_NP.spu,NANT_00085_B1_N.spu,NANT_00086_B1_N.spu,NANT_00087_B1_N.spu,NANT_00088_B1_N.spu,NANT_00089_B1_N.spu
 659 , 0.214392 , 0.186371 , 0.151962 , 0.166596 , 0.163415 , 0.145524 , 0.146911 , 0.152052 , 0.156773 , 0.139365 , 0.217547 , 0.192988 , 0.25543 , 0.232563 , 0.181739 , 0.189718 , 0.156073 , 0.253292 , 0.180708 , 0.197607 , 0.197734 , 0.221963 , 0.197238 , 0.205624 , 0.171903 , 0.224304 , 0.271082 , 0.319793 , 0.212559 , 0.222536 , 0.153349 , 0.155385 , 0.126398 , 0.168836 , 0.142635 , 0.158859 , 0.215919 , 0.1569 , 0.183877 , 0.157065 , 0.187033 , 0.146389 , 0.155398 , 0.148018 , 0.126525 , 0.27537 , 0.178965 , 0.228605 , 0.274225 , 0.213144 , 0.143768 , 0.160234 , 0.105618 , 0.154151 , 0.145664 , 0.171903 , 0.154698 , 0.180772 , 0.219545 , 0.220321 , 0.150028 , 0.145816 , 0.212406 , 0.141706 , 0.147191 , 0.174219 , 0.170948 , 0.158961 , 0.176865 , 0.154953 , 0.268931 , 0.279137 , 0.226302 , 0.295221 , 0.239753 , 0.304892 , 0.173201 , 0.169269 , 0.174219 , 0.219774 
 660 , 0.21484 , 0.186747 , 0.152158 , 0.166662 , 0.163586 , 0.145459 , 0.146858 , 0.152057 , 0.156696 , 0.13918 , 0.21784 , 0.193103 , 0.255987 , 0.233005 , 0.182005 , 0.190077 , 0.15615 , 0.253636 , 0.180899 , 0.198009 , 0.197844 , 0.222276 , 0.197386 , 0.205662 , 0.171785 , 0.224818 , 0.271521 , 0.32027 , 0.212412 , 0.22267 , 0.153239 , 0.155387 , 0.126239 , 0.168912 , 0.142332 , 0.158552 , 0.216251 , 0.15676 , 0.18381 , 0.156887 , 0.187306 , 0.14626 , 0.155273 , 0.147925 , 0.126328 , 0.275538 , 0.178802 , 0.228581 , 0.274457 , 0.212831 , 0.143769 , 0.160179 , 0.105519 , 0.153989 , 0.145548 , 0.172052 , 0.154955 , 0.181154 , 0.22014 , 0.220954 , 0.149705 , 0.145434 , 0.212424 , 0.141595 , 0.147214 , 0.174035 , 0.170768 , 0.158794 , 0.176641 , 0.15479 , 0.268966 , 0.279389 , 0.226153 , 0.295571 , 0.23992 , 0.305741 , 0.1734 , 0.169446 , 0.174404 , 0.220229 
 661 , 0.215277 , 0.187073 , 0.152331 , 0.166692 , 0.163708 , 0.145372 , 0.146769 , 0.152013 , 0.156597 , 0.138959 , 0.218083 , 0.193181 , 0.256509 , 0.233436 , 0.18221 , 0.190413 , 0.156165 , 0.253931 , 0.181067 , 0.198375 , 0.197905 , 0.222578 , 0.197499 , 0.205664 , 0.171632 , 0.225321 , 0.271912 , 0.320648 , 0.212204 , 0.222794 , 0.153092 , 0.155365 , 0.125981 , 0.168966 , 0.141969 , 0.158172 , 0.216534 , 0.156559 , 0.183708 , 0.156648 , 0.187556 , 0.14607 , 0.155086 , 0.14781 , 0.126057 , 0.275671 , 0.178604 , 0.228496 , 0.274553 , 0.212445 , 0.143759 , 0.160077 , 0.105422 , 0.153765 , 0.145372 , 0.172153 , 0.155175 , 0.181537 , 0.220699 , 0.221588 , 0.149321 , 0.144978 , 0.212394 , 0.141435 , 0.147188 , 0.173804 , 0.170578 , 0.158565 , 0.176356 , 0.154578 , 0.268953 , 0.279544 , 0.225931 , 0.295886 , 0.240026 , 0.306502 , 0.173588 , 0.169588 , 0.174578 , 0.220674 
 662 , 0.215692 , 0.187375 , 0.152498 , 0.166695 , 0.16379 , 0.145267 , 0.146649 , 0.15194 , 0.156482 , 0.138707 , 0.218293 , 0.193249 , 0.256976 , 0.233847 , 0.182389 , 0.190724 , 0.156114 , 0.254159 , 0.181209 , 0.198717 , 0.197943 , 0.222873 , 0.197639 , 0.20567 , 0.171503 , 0.225829 , 0.272277 , 0.320969 , 0.211975 , 0.222886 , 0.152917 , 0.155327 , 0.125703 , 0.169004 , 0.141562 , 0.157725 , 0.216796 , 0.156304 , 0.183556 , 0.156355 , 0.187794 , 0.145838 , 0.154871 , 0.147664 , 0.125741 , 0.275765 , 0.178367 , 0.228367 , 0.274598 , 0.212013 , 0.143744 , 0.159958 , 0.105315 , 0.1535 , 0.145165 , 0.172227 , 0.155378 , 0.181907 , 0.221211 , 0.222213 , 0.148908 , 0.14448 , 0.212318 , 0.14127 , 0.147106 , 0.173533 , 0.170387 , 0.158283 , 0.176045 , 0.154338 , 0.268902 , 0.279635 , 0.225702 , 0.296166 , 0.240077 , 0.307191 , 0.173762 , 0.169702 , 0.174726 , 0.221084 
 663 , 0.216119 , 0.187675 , 0.152652 , 0.166697 , 0.163857 , 0.145161 , 0.146542 , 0.151866 , 0.156366 , 0.138468 , 0.218489 , 0.193303 , 0.257441 , 0.23427 , 0.182554 , 0.191046 , 0.156075 , 0.254386 , 0.181362 , 0.199057 , 0.197967 , 0.223154 , 0.197777 , 0.205687 , 0.171361 , 0.226335 , 0.272627 , 0.321288 , 0.211746 , 0.222976 , 0.152754 , 0.155301 , 0.125412 , 0.169042 , 0.141168 , 0.157279 , 0.217057 , 0.156062 , 0.183416 , 0.156075 , 0.188017 , 0.145604 , 0.154655 , 0.147519 , 0.125425 , 0.275846 , 0.178143 , 0.228237 , 0.274629 , 0.211568 , 0.143716 , 0.159826 , 0.105207 , 0.153223 , 0.144945 , 0.172299 , 0.155567 , 0.182275 , 0.221734 , 0.222824 , 0.148495 , 0.143982 , 0.21224 , 0.141092 , 0.147024 , 0.173263 , 0.170195 , 0.158001 , 0.175734 , 0.15411 , 0.268849 , 0.279725 , 0.225461 , 0.296431 , 0.240114 , 0.307865 , 0.173934 , 0.169815 , 0.174872 , 0.221493 
 664 , 0.216549 , 0.187994 , 0.152824 , 0.166727 , 0.163964 , 0.14508 , 0.146436 , 0.151835 , 0.156258 , 0.138248 , 0.218729 , 0.193393 , 0.257917 , 0.234685 , 0.182785 , 0.191378 , 0.156068 , 0.254622 , 0.181518 , 0.199426 , 0.198019 , 0.223481 , 0.197931 , 0.205725 , 0.171277 , 0.226853 , 0.273037 , 0.321566 , 0.211555 , 0.223101 , 0.152608 , 0.155282 , 0.125169 , 0.169097 , 0.140771 , 0.156879 , 0.217309 , 0.155865 , 0.183292 , 0.155815 , 0.188273 , 0.145409 , 0.154471 , 0.147412 , 0.125169 , 0.27599 , 0.177944 , 0.228133 , 0.274685 , 0.211175 , 0.143698 , 0.159718 , 0.105131 , 0.152988 , 0.144776 , 0.172405 , 0.155789 , 0.182684 , 0.222252 , 0.223443 , 0.148122 , 0.143508 , 0.212189 , 0.140961 , 0.146956 , 0.173026 , 0.170022 , 0.157754 , 0.175447 , 0.153914 , 0.268855 , 0.279818 , 0.225256 , 0.29675 , 0.240199 , 0.308562 , 0.174116 , 0.169972 , 0.175041 , 0.22191 
 665 , 0.217058 , 0.188337 , 0.153074 , 0.166807 , 0.164144 , 0.14506 , 0.146379 , 0.151907 , 0.156181 , 0.138086 , 0.219061 , 0.193524 , 0.258458 , 0.235165 , 0.183126 , 0.191786 , 0.156181 , 0.254908 , 0.181731 , 0.199851 , 0.198114 , 0.223892 , 0.198202 , 0.205887 , 0.171308 , 0.227405 , 0.273548 , 0.321783 , 0.211415 , 0.22336 , 0.152516 , 0.155331 , 0.125026 , 0.169203 , 0.140419 , 0.156561 , 0.217603 , 0.155788 , 0.18324 , 0.155648 , 0.188604 , 0.145301 , 0.15438 , 0.147431 , 0.125013 , 0.276286 , 0.177826 , 0.228102 , 0.274765 , 0.21087 , 0.143678 , 0.159668 , 0.105093 , 0.15282 , 0.144731 , 0.172589 , 0.156079 , 0.183177 , 0.222802 , 0.224133 , 0.147837 , 0.143069 , 0.212189 , 0.140901 , 0.146912 , 0.172855 , 0.169875 , 0.157563 , 0.175226 , 0.153797 , 0.268983 , 0.279964 , 0.225122 , 0.297171 , 0.240402 , 0.309318 , 0.174339 , 0.170205 , 0.175252 , 0.222396 
 666 , 0.217561 , 0.188698 , 0.153317 , 0.166886 , 0.164324 , 0.145049 , 0.14633 , 0.15196 , 0.156107 , 0.137922 , 0.219387 , 0.193644 , 0.25899 , 0.235644 , 0.183461 , 0.192198 , 0.156297 , 0.255186 , 0.181939 , 0.200289 , 0.198209 , 0.22432 , 0.198475 , 0.206046 , 0.171337 , 0.227959 , 0.274068 , 0.322004 , 0.211283 , 0.22361 , 0.152442 , 0.155384 , 0.124873 , 0.169321 , 0.140065 , 0.156246 , 0.217903 , 0.155701 , 0.183194 , 0.155473 , 0.188939 , 0.145214 , 0.154294 , 0.147446 , 0.12486 , 0.276579 , 0.177716 , 0.228061 , 0.274842 , 0.21056 , 0.143654 , 0.159607 , 0.105052 , 0.152645 , 0.144668 , 0.172783 , 0.156361 , 0.183663 , 0.223369 , 0.224814 , 0.147572 , 0.142639 , 0.212196 , 0.140851 , 0.146875 , 0.172681 , 0.169714 , 0.157362 , 0.175015 , 0.153685 , 0.269097 , 0.280105 , 0.225005 , 0.29758 , 0.240603 , 0.310083 , 0.174571 , 0.170437 , 0.175459 , 0.222887 
 667 , 0.218063 , 0.189046 , 0.15356 , 0.166978 , 0.164505 , 0.145037 , 0.146268 , 0.152026 , 0.156046 , 0.137758 , 0.219712 , 0.193776 , 0.259535 , 0.236123 , 0.183808 , 0.19261 , 0.156414 , 0.255477 , 0.182159 , 0.200714 , 0.198317 , 0.224734 , 0.198748 , 0.206218 , 0.171366 , 0.228514 , 0.27459 , 0.322238 , 0.211139 , 0.223859 , 0.152368 , 0.155437 , 0.124733 , 0.169426 , 0.139723 , 0.155932 , 0.218203 , 0.155627 , 0.183148 , 0.15531 , 0.189274 , 0.145114 , 0.15422 , 0.14746 , 0.124707 , 0.276885 , 0.177606 , 0.228032 , 0.274919 , 0.210251 , 0.143642 , 0.159559 , 0.105024 , 0.152482 , 0.144619 , 0.172977 , 0.156642 , 0.184163 , 0.223923 , 0.225495 , 0.147295 , 0.142209 , 0.212191 , 0.140801 , 0.146838 , 0.172521 , 0.169578 , 0.157175 , 0.174791 , 0.153573 , 0.269225 , 0.280246 , 0.224874 , 0.298001 , 0.240803 , 0.310836 , 0.174791 , 0.170669 , 0.175666 , 0.223377 
 668 , 0.218537 , 0.189444 , 0.153836 , 0.167157 , 0.164744 , 0.145137 , 0.14628 , 0.152096 , 0.156058 , 0.137695 , 0.220086 , 0.193939 , 0.260113 , 0.236646 , 0.184097 , 0.193037 , 0.156553 , 0.255847 , 0.182383 , 0.201152 , 0.198511 , 0.225179 , 0.199019 , 0.20646 , 0.171436 , 0.22909 , 0.275149 , 0.322656 , 0.211121 , 0.224137 , 0.152426 , 0.155588 , 0.124666 , 0.169544 , 0.139473 , 0.155715 , 0.218613 , 0.155588 , 0.183158 , 0.155207 , 0.189621 , 0.145111 , 0.154166 , 0.147486 , 0.124666 , 0.27713 , 0.177595 , 0.228099 , 0.275009 , 0.210029 , 0.143778 , 0.159588 , 0.104983 , 0.152388 , 0.144629 , 0.173163 , 0.156934 , 0.184605 , 0.224544 , 0.226182 , 0.147092 , 0.141987 , 0.212276 , 0.140806 , 0.146902 , 0.17244 , 0.169506 , 0.157087 , 0.174725 , 0.153544 , 0.269396 , 0.28047 , 0.224886 , 0.298414 , 0.241027 , 0.311519 , 0.175018 , 0.170916 , 0.175906 , 0.223871 
 669 , 0.219015 , 0.189845 , 0.15414 , 0.167338 , 0.164986 , 0.145251 , 0.146281 , 0.152169 , 0.156085 , 0.137635 , 0.220465 , 0.194118 , 0.260723 , 0.23716 , 0.18439 , 0.193457 , 0.156695 , 0.256208 , 0.182623 , 0.201607 , 0.198734 , 0.22564 , 0.19928 , 0.206681 , 0.171547 , 0.229684 , 0.275727 , 0.323106 , 0.211106 , 0.224419 , 0.152499 , 0.155742 , 0.124614 , 0.169665 , 0.139237 , 0.155526 , 0.219028 , 0.155564 , 0.18317 , 0.155144 , 0.189985 , 0.145124 , 0.154127 , 0.147502 , 0.124639 , 0.27738 , 0.1776 , 0.22817 , 0.275091 , 0.209822 , 0.143916 , 0.15962 , 0.104943 , 0.152309 , 0.144641 , 0.17334 , 0.157242 , 0.185064 , 0.225157 , 0.226899 , 0.146904 , 0.14178 , 0.212365 , 0.140826 , 0.146968 , 0.172374 , 0.169462 , 0.157013 , 0.174675 , 0.153529 , 0.269585 , 0.280724 , 0.224915 , 0.298831 , 0.241255 , 0.312208 , 0.175248 , 0.171166 , 0.176163 , 0.224381 
 670 , 0.219505 , 0.190246 , 0.15443 , 0.167532 , 0.165227 , 0.145365 , 0.146294 , 0.152253 , 0.156111 , 0.137585 , 0.220829 , 0.194308 , 0.26133 , 0.237674 , 0.184682 , 0.193875 , 0.156849 , 0.256569 , 0.182861 , 0.202062 , 0.198942 , 0.226087 , 0.199541 , 0.206913 , 0.171657 , 0.230276 , 0.276304 , 0.32354 , 0.211089 , 0.2247 , 0.152584 , 0.155907 , 0.124547 , 0.169798 , 0.139011 , 0.155334 , 0.219454 , 0.155525 , 0.18318 , 0.155067 , 0.190335 , 0.145123 , 0.154099 , 0.147529 , 0.124611 , 0.277615 , 0.17759 , 0.228239 , 0.275183 , 0.209612 , 0.144066 , 0.15965 , 0.104914 , 0.152227 , 0.144664 , 0.173529 , 0.157549 , 0.185535 , 0.225782 , 0.227603 , 0.146714 , 0.141583 , 0.212464 , 0.140845 , 0.14702 , 0.172293 , 0.169416 , 0.156938 , 0.174636 , 0.153513 , 0.269772 , 0.280976 , 0.224942 , 0.29926 , 0.241481 , 0.312896 , 0.175477 , 0.171428 , 0.176406 , 0.224878 
 671 , 0.220071 , 0.190715 , 0.154752 , 0.167785 , 0.165528 , 0.14552 , 0.146412 , 0.152431 , 0.156219 , 0.137613 , 0.22127 , 0.194604 , 0.262001 , 0.238256 , 0.185052 , 0.194362 , 0.157099 , 0.257002 , 0.18314 , 0.202574 , 0.199246 , 0.226588 , 0.199909 , 0.207229 , 0.171892 , 0.230936 , 0.276884 , 0.324081 , 0.211221 , 0.22507 , 0.152763 , 0.156168 , 0.124593 , 0.170043 , 0.138926 , 0.155275 , 0.219918 , 0.155658 , 0.183344 , 0.155148 , 0.190753 , 0.145239 , 0.154191 , 0.147675 , 0.12472 , 0.278019 , 0.177732 , 0.228437 , 0.275468 , 0.20955 , 0.144283 , 0.159751 , 0.104979 , 0.152266 , 0.14478 , 0.173792 , 0.157915 , 0.186009 , 0.226435 , 0.228335 , 0.14668 , 0.141502 , 0.212624 , 0.140941 , 0.14719 , 0.172351 , 0.169469 , 0.156984 , 0.17471 , 0.153566 , 0.270099 , 0.28136 , 0.225121 , 0.299775 , 0.241827 , 0.313637 , 0.175794 , 0.171739 , 0.176751 , 0.225427 
 672 , 0.22069 , 0.191219 , 0.155094 , 0.168072 , 0.165862 , 0.145717 , 0.146586 , 0.152666 , 0.156397 , 0.137695 , 0.22175 , 0.194962 , 0.262679 , 0.238881 , 0.185471 , 0.194873 , 0.157444 , 0.25748 , 0.183453 , 0.2031 , 0.199574 , 0.227115 , 0.200353 , 0.207583 , 0.17216 , 0.231637 , 0.277472 , 0.324686 , 0.211441 , 0.225506 , 0.152986 , 0.156486 , 0.124703 , 0.170346 , 0.138921 , 0.155311 , 0.220409 , 0.155924 , 0.183619 , 0.155285 , 0.191194 , 0.145423 , 0.154365 , 0.147902 , 0.12492 , 0.278519 , 0.177947 , 0.228699 , 0.275875 , 0.209589 , 0.144529 , 0.159897 , 0.105133 , 0.152373 , 0.144951 , 0.174127 , 0.1583 , 0.186506 , 0.227115 , 0.22907 , 0.146739 , 0.141527 , 0.212808 , 0.141093 , 0.147403 , 0.172454 , 0.16958 , 0.157125 , 0.174843 , 0.153676 , 0.270497 , 0.281815 , 0.225391 , 0.300364 , 0.242253 , 0.314441 , 0.176171 , 0.172083 , 0.177142 , 0.225991 
 673 , 0.221295 , 0.191736 , 0.155434 , 0.168345 , 0.166195 , 0.145901 , 0.146771 , 0.152887 , 0.15656 , 0.137762 , 0.222229 , 0.195319 , 0.263343 , 0.239504 , 0.185888 , 0.195396 , 0.157788 , 0.257943 , 0.183752 , 0.203624 , 0.199913 , 0.227642 , 0.200796 , 0.207949 , 0.172427 , 0.232351 , 0.278046 , 0.325289 , 0.21166 , 0.22594 , 0.15322 , 0.156816 , 0.1248 , 0.170661 , 0.138914 , 0.155331 , 0.220911 , 0.156189 , 0.183892 , 0.155421 , 0.191634 , 0.145594 , 0.154538 , 0.148114 , 0.125107 , 0.279005 , 0.178172 , 0.228973 , 0.27628 , 0.209625 , 0.144775 , 0.160053 , 0.105273 , 0.152478 , 0.145133 , 0.174449 , 0.158697 , 0.187002 , 0.227808 , 0.229805 , 0.146797 , 0.141537 , 0.212991 , 0.141256 , 0.147628 , 0.172555 , 0.169689 , 0.157251 , 0.174986 , 0.15377 , 0.270906 , 0.282268 , 0.225659 , 0.300951 , 0.24269 , 0.315244 , 0.176547 , 0.17244 , 0.177533 , 0.226567 
 674 , 0.221905 , 0.192234 , 0.155805 , 0.168653 , 0.166538 , 0.146124 , 0.146983 , 0.153138 , 0.156741 , 0.137879 , 0.222725 , 0.195683 , 0.264001 , 0.240125 , 0.18631 , 0.195914 , 0.158139 , 0.258449 , 0.184079 , 0.204159 , 0.200273 , 0.228162 , 0.201248 , 0.208326 , 0.172718 , 0.233047 , 0.278657 , 0.325907 , 0.211942 , 0.226393 , 0.153484 , 0.157152 , 0.124942 , 0.170987 , 0.138957 , 0.155433 , 0.22143 , 0.156498 , 0.184194 , 0.155587 , 0.19208 , 0.145817 , 0.154767 , 0.148381 , 0.125352 , 0.279516 , 0.178424 , 0.229278 , 0.276733 , 0.209736 , 0.145047 , 0.160255 , 0.105464 , 0.152638 , 0.145355 , 0.174782 , 0.159101 , 0.187489 , 0.228483 , 0.230534 , 0.146932 , 0.141611 , 0.213224 , 0.141444 , 0.147894 , 0.172692 , 0.169859 , 0.157421 , 0.175154 , 0.153895 , 0.271335 , 0.282773 , 0.225982 , 0.30157 , 0.243139 , 0.316034 , 0.176924 , 0.172795 , 0.17795 , 0.227136 
 675 , 0.22247 , 0.192687 , 0.156245 , 0.169048 , 0.166914 , 0.146424 , 0.147272 , 0.15343 , 0.156977 , 0.138107 , 0.223242 , 0.196093 , 0.264594 , 0.240698 , 0.186787 , 0.196428 , 0.158533 , 0.259028 , 0.184473 , 0.204706 , 0.200682 , 0.228692 , 0.201698 , 0.208729 , 0.173071 , 0.233795 , 0.27939 , 0.326591 , 0.21238 , 0.226918 , 0.153892 , 0.157556 , 0.125189 , 0.171387 , 0.139161 , 0.155731 , 0.222033 , 0.156887 , 0.18455 , 0.155833 , 0.192533 , 0.146167 , 0.155114 , 0.148776 , 0.125716 , 0.280084 , 0.178766 , 0.229695 , 0.277307 , 0.210027 , 0.14537 , 0.160551 , 0.10574 , 0.152928 , 0.145653 , 0.175154 , 0.159548 , 0.187982 , 0.229168 , 0.23125 , 0.14726 , 0.141861 , 0.213627 , 0.141758 , 0.148275 , 0.17293 , 0.170166 , 0.157684 , 0.175398 , 0.154098 , 0.271844 , 0.283374 , 0.226442 , 0.302257 , 0.243667 , 0.316834 , 0.177287 , 0.173187 , 0.178419 , 0.227754 
 676 , 0.22303 , 0.193164 , 0.156675 , 0.169443 , 0.167279 , 0.146728 , 0.147565 , 0.153724 , 0.157216 , 0.13834 , 0.223764 , 0.196513 , 0.265188 , 0.241274 , 0.187275 , 0.196939 , 0.15893 , 0.259609 , 0.184853 , 0.205249 , 0.201087 , 0.229227 , 0.202144 , 0.209153 , 0.173437 , 0.234548 , 0.280159 , 0.327278 , 0.212812 , 0.227449 , 0.154304 , 0.157976 , 0.125443 , 0.171814 , 0.139384 , 0.156031 , 0.222656 , 0.15728 , 0.184892 , 0.156095 , 0.192996 , 0.146535 , 0.155464 , 0.149176 , 0.126087 , 0.280662 , 0.179107 , 0.230129 , 0.277892 , 0.210313 , 0.145697 , 0.160862 , 0.106013 , 0.153209 , 0.145968 , 0.175525 , 0.159999 , 0.188474 , 0.229846 , 0.231984 , 0.147578 , 0.142102 , 0.214023 , 0.142064 , 0.148648 , 0.173167 , 0.170461 , 0.15795 , 0.175654 , 0.154317 , 0.272377 , 0.283986 , 0.226895 , 0.302965 , 0.244199 , 0.31764 , 0.177664 , 0.173592 , 0.178888 , 0.228377 
 677 , 0.223603 , 0.193628 , 0.157119 , 0.16984 , 0.167644 , 0.147033 , 0.147859 , 0.154032 , 0.157442 , 0.138561 , 0.224288 , 0.196922 , 0.265782 , 0.241852 , 0.187752 , 0.197451 , 0.159314 , 0.26019 , 0.185247 , 0.205807 , 0.201506 , 0.229763 , 0.202604 , 0.209565 , 0.173805 , 0.235317 , 0.280931 , 0.327966 , 0.213259 , 0.227968 , 0.154717 , 0.158385 , 0.125698 , 0.172229 , 0.139594 , 0.156344 , 0.22328 , 0.157674 , 0.185234 , 0.156344 , 0.193461 , 0.146891 , 0.155802 , 0.149577 , 0.126447 , 0.281228 , 0.179461 , 0.230551 , 0.278464 , 0.210611 , 0.146025 , 0.161174 , 0.106287 , 0.15349 , 0.146271 , 0.175884 , 0.160451 , 0.188966 , 0.230525 , 0.232708 , 0.147911 , 0.142345 , 0.214434 , 0.142383 , 0.149034 , 0.173404 , 0.17077 , 0.158217 , 0.175897 , 0.154536 , 0.272898 , 0.284586 , 0.227348 , 0.303661 , 0.244731 , 0.318448 , 0.178041 , 0.173985 , 0.179358 , 0.228989 
 678 , 0.224289 , 0.194214 , 0.157717 , 0.170419 , 0.16824 , 0.147558 , 0.148454 , 0.15459 , 0.157938 , 0.13906 , 0.22499 , 0.197653 , 0.266547 , 0.24257 , 0.188376 , 0.198185 , 0.160014 , 0.260968 , 0.185755 , 0.206449 , 0.202168 , 0.230465 , 0.203232 , 0.21029 , 0.174428 , 0.236213 , 0.281818 , 0.32885 , 0.214104 , 0.228843 , 0.15546 , 0.159028 , 0.126254 , 0.172871 , 0.140176 , 0.157043 , 0.224134 , 0.158392 , 0.185911 , 0.157017 , 0.19402 , 0.147597 , 0.156472 , 0.150205 , 0.127175 , 0.28209 , 0.180176 , 0.231295 , 0.279379 , 0.211367 , 0.146611 , 0.161739 , 0.106819 , 0.15411 , 0.146923 , 0.176439 , 0.160974 , 0.189583 , 0.231308 , 0.233514 , 0.148583 , 0.143082 , 0.21509 , 0.142978 , 0.149647 , 0.173948 , 0.171392 , 0.158807 , 0.176491 , 0.155032 , 0.273722 , 0.285503 , 0.228195 , 0.304588 , 0.245541 , 0.319288 , 0.178541 , 0.174558 , 0.180007 , 0.229725 
 679 , 0.225004 , 0.194819 , 0.158326 , 0.171006 , 0.168847 , 0.148091 , 0.149066 , 0.155153 , 0.158443 , 0.139572 , 0.225719 , 0.198408 , 0.26731 , 0.243302 , 0.189018 , 0.198941 , 0.160745 , 0.26177 , 0.186287 , 0.207083 , 0.202856 , 0.231194 , 0.203883 , 0.211049 , 0.175077 , 0.237099 , 0.282669 , 0.329813 , 0.215029 , 0.229777 , 0.156206 , 0.159679 , 0.126801 , 0.173503 , 0.140782 , 0.157767 , 0.224991 , 0.159132 , 0.186625 , 0.157728 , 0.194585 , 0.148325 , 0.157182 , 0.150861 , 0.127946 , 0.282981 , 0.180916 , 0.232053 , 0.280328 , 0.212155 , 0.147206 , 0.162319 , 0.107371 , 0.154737 , 0.147597 , 0.177002 , 0.161525 , 0.190202 , 0.232092 , 0.234342 , 0.149274 , 0.143851 , 0.215744 , 0.143591 , 0.150276 , 0.174531 , 0.17202 , 0.159431 , 0.177119 , 0.155543 , 0.274567 , 0.286467 , 0.229088 , 0.305558 , 0.246372 , 0.320137 , 0.179056 , 0.175155 , 0.180656 , 0.230479 
 680 , 0.225713 , 0.195442 , 0.15894 , 0.171611 , 0.16946 , 0.148641 , 0.149697 , 0.155733 , 0.158953 , 0.140089 , 0.226456 , 0.19917 , 0.268094 , 0.244055 , 0.189667 , 0.199718 , 0.161482 , 0.262579 , 0.186812 , 0.207748 , 0.203538 , 0.231931 , 0.204554 , 0.211829 , 0.175744 , 0.237993 , 0.283542 , 0.330773 , 0.215948 , 0.230732 , 0.156958 , 0.160335 , 0.127366 , 0.174153 , 0.141393 , 0.158484 , 0.225856 , 0.159879 , 0.187346 , 0.158445 , 0.195142 , 0.149071 , 0.157884 , 0.151535 , 0.128722 , 0.283881 , 0.181675 , 0.23283 , 0.281287 , 0.21295 , 0.14782 , 0.162916 , 0.107928 , 0.155394 , 0.148289 , 0.177582 , 0.162082 , 0.190827 , 0.232896 , 0.235177 , 0.149984 , 0.144626 , 0.216418 , 0.144209 , 0.150897 , 0.175118 , 0.172654 , 0.160048 , 0.177738 , 0.156072 , 0.275407 , 0.287427 , 0.229988 , 0.306538 , 0.24721 , 0.320996 , 0.179577 , 0.175757 , 0.181324 , 0.23124 
