DHT_00004_DHT_REF.spu,DHT_00003_DHT_REF.spu,DHT_00002_DHT_REF.spu,
Wavelength,DHT_00005_B1_NP.spu,DHT_00006_B1_NP.spu,DHT_00007_B1_NP.spu,DHT_00008_B1_NP.spu,DHT_00009_B1_NP.spu,DHT_00010_B1_P.spu,DHT_00011_B1_P.spu,DHT_00012_B1_P.spu,DHT_00013_B1_P.spu,DHT_00014_B1_P.spu,DHT_00015_B1_CT2.spu,DHT_00016_B1_CT2.spu,DHT_00017_B1_CT2.spu,DHT_00018_B1_CT2.spu,DHT_00019_B1_CT2.spu,DHT_00020_B1_CT1.spu,DHT_00021_B1_CT1.spu,DHT_00022_B1_CT1.spu,DHT_00023_B1_CT1.spu,DHT_00024_B1_CT1.spu,DHT_00025_B1_N.spu,DHT_00026_B1_N.spu,DHT_00027_B1_N.spu,DHT_00028_B1_N.spu,DHT_00029_B1_N.spu,DHT_00030_B2_EX3.spu,DHT_00031_B2_EX3.spu,DHT_00032_B2_EX3.spu,DHT_00033_B2_EX3.spu,DHT_00034_B2_EX3.spu,DHT_00035_B2_NP.spu,DHT_00036_B2_NP.spu,DHT_00037_B2_NP.spu,DHT_00038_B2_NP.spu,DHT_00039_B2_NP.spu,DHT_00040_B2_CT2.spu,DHT_00041_B2_CT2.spu,DHT_00042_B2_CT2.spu,DHT_00043_B2_CT2.spu,DHT_00044_B2_CT2.spu,DHT_00045_B2_CT1.spu,DHT_00046_B2_CT1.spu,DHT_00047_B2_CT1.spu,DHT_00048_B2_CT1.spu,DHT_00049_B2_CT1.spu,DHT_00050_B2_N.spu,DHT_00051_B2_N.spu,DHT_00052_B2_N.spu,DHT_00053_B2_N.spu,DHT_00054_B2_N.spu,DHT_00055_B2_P.spu,DHT_00056_B2_P.spu,DHT_00057_B2_P.spu,DHT_00058_B2_P.spu,DHT_00059_B2_P.spu,DHT_00060_B3_NP.spu,DHT_00061_B3_NP.spu,DHT_00062_B3_NP.spu,DHT_00063_B3_NP.spu,DHT_00064_B3_NP.spu,DHT_00065_B3_CT2.spu,DHT_00066_B3_CT2.spu,DHT_00067_B3_CT2.spu,DHT_00068_B3_CT2.spu,DHT_00069_B3_CT2.spu,DHT_00070_B3_CT1.spu,DHT_00071_B3_CT1.spu,DHT_00072_B3_CT1.spu,DHT_00073_B3_CT1.spu,DHT_00074_B3_CT1.spu,DHT_00075_B3_N.spu,DHT_00076_B3_N.spu,DHT_00077_B3_N.spu,DHT_00078_B3_N.spu,DHT_00079_B3_N.spu,DHT_00080_B3_P.spu,DHT_00081_B3_P.spu,DHT_00082_B3_P.spu,DHT_00083_B3_P.spu,DHT_00084_B3_P.spu
 678 , 0.051801 , 0.265822 , 0.068154 , 0.197987 , 0.1962 , 0.124348 , 0.114379 , 0.084108 , 0.107756 , 0.127045 , 0.115517 , 0.105275 , 0.099494 , 0.098049 , 0.093599 , 0.091596 , 0.071807 , 0.076051 , 0.10169 , 0.091858 , 0.089036 , 0.121719 , 0.114732 , 0.086043 , 0.099835 , 0.071352 , 0.09369 , 0.120251 , 0.076643 , 0.092279 , 0.178379 , 0.165349 , 0.163984 , 0.219904 , 0.141554 , 0.080706 , 0.068404 , 0.072205 , 0.093349 , 0.106333 , 0.08874 , 0.080399 , 0.064751 , 0.076848 , 0.092461 , 0.05394 , 0.053087 , 0.051016 , 0.101076 , 0.119773 , 0.093576 , 0.112524 , 0.087272 , 0.113855 , 0.104934 , 0.074015 , 0.052962 , 0.064763 , 0.144251 , 0.069588 , 0.118942 , 0.158999 , 0.123096 , 0.061645 , 0.131824 , 0.141884 , 0.148655 , 0.10779 , 0.072694 , 0.124484 , 0.022339 , 0.073684 , 0.089832 , 0.10466 , 0.062794 , 0.138652 , 0.128979 , 0.148518 , 0.128126 , 0.126111 
 679 , 0.052088 , 0.2666 , 0.06858 , 0.198567 , 0.196856 , 0.124717 , 0.114749 , 0.084479 , 0.108122 , 0.127409 , 0.115992 , 0.105762 , 0.100048 , 0.098633 , 0.094128 , 0.092246 , 0.072412 , 0.076507 , 0.102329 , 0.09244 , 0.089406 , 0.122094 , 0.11508 , 0.086395 , 0.100173 , 0.071968 , 0.094128 , 0.120748 , 0.077203 , 0.092805 , 0.178858 , 0.165811 , 0.164476 , 0.220454 , 0.142042 , 0.081229 , 0.068934 , 0.072777 , 0.09382 , 0.106777 , 0.089418 , 0.080978 , 0.06533 , 0.077465 , 0.09309 , 0.054221 , 0.053411 , 0.051404 , 0.101371 , 0.120018 , 0.09414 , 0.11297 , 0.087775 , 0.114224 , 0.105317 , 0.074351 , 0.053343 , 0.06517 , 0.144654 , 0.069892 , 0.119368 , 0.159412 , 0.123634 , 0.062045 , 0.132188 , 0.14227 , 0.149068 , 0.108294 , 0.073188 , 0.12482 , 0.022468 , 0.0741 , 0.090182 , 0.104963 , 0.063163 , 0.139111 , 0.129336 , 0.148862 , 0.128549 , 0.126519 
 680 , 0.052366 , 0.267387 , 0.068999 , 0.199166 , 0.197519 , 0.12508 , 0.115123 , 0.084854 , 0.108505 , 0.127766 , 0.116461 , 0.106241 , 0.100606 , 0.099234 , 0.094673 , 0.092901 , 0.073022 , 0.076978 , 0.102972 , 0.093038 , 0.089792 , 0.122474 , 0.115421 , 0.086751 , 0.100514 , 0.072599 , 0.094582 , 0.121251 , 0.077789 , 0.093336 , 0.179344 , 0.166278 , 0.164975 , 0.220999 , 0.142524 , 0.081756 , 0.069456 , 0.073354 , 0.094296 , 0.107225 , 0.090101 , 0.08155 , 0.065901 , 0.078098 , 0.093713 , 0.054504 , 0.053727 , 0.051783 , 0.101669 , 0.120267 , 0.094707 , 0.113432 , 0.088294 , 0.114609 , 0.105693 , 0.07468 , 0.053738 , 0.065581 , 0.145062 , 0.07021 , 0.119787 , 0.159842 , 0.124177 , 0.062449 , 0.132556 , 0.142661 , 0.149474 , 0.108813 , 0.073685 , 0.125171 , 0.022599 , 0.07452 , 0.090524 , 0.105258 , 0.063546 , 0.139575 , 0.129687 , 0.149211 , 0.128989 , 0.12692 
 681 , 0.052933 , 0.268424 , 0.069727 , 0.199939 , 0.19841 , 0.12566 , 0.115671 , 0.08544 , 0.109096 , 0.128315 , 0.117211 , 0.107085 , 0.101521 , 0.100199 , 0.095544 , 0.093923 , 0.074026 , 0.077796 , 0.103901 , 0.094027 , 0.090371 , 0.123028 , 0.115935 , 0.087325 , 0.10105 , 0.073635 , 0.095383 , 0.122223 , 0.078762 , 0.094153 , 0.179961 , 0.16696 , 0.165696 , 0.221733 , 0.143201 , 0.082589 , 0.070313 , 0.07421 , 0.095142 , 0.108016 , 0.09113 , 0.082532 , 0.066853 , 0.079129 , 0.094705 , 0.055025 , 0.054289 , 0.05245 , 0.102119 , 0.120648 , 0.09567 , 0.114234 , 0.089256 , 0.115246 , 0.106429 , 0.07521 , 0.054404 , 0.066267 , 0.145684 , 0.070704 , 0.120556 , 0.160604 , 0.125051 , 0.063152 , 0.133212 , 0.143235 , 0.150098 , 0.109694 , 0.074635 , 0.125729 , 0.022828 , 0.075164 , 0.091049 , 0.105671 , 0.064255 , 0.140385 , 0.130258 , 0.149845 , 0.129729 , 0.12758 
 682 , 0.053679 , 0.269673 , 0.070664 , 0.200853 , 0.199493 , 0.126384 , 0.116328 , 0.086197 , 0.109825 , 0.129001 , 0.118162 , 0.108164 , 0.102687 , 0.101407 , 0.096644 , 0.095203 , 0.075311 , 0.078851 , 0.105028 , 0.095295 , 0.091075 , 0.12372 , 0.116582 , 0.088054 , 0.101718 , 0.074942 , 0.096425 , 0.123512 , 0.079993 , 0.095168 , 0.180696 , 0.167781 , 0.166582 , 0.222601 , 0.144004 , 0.083649 , 0.071379 , 0.075265 , 0.096218 , 0.109052 , 0.092389 , 0.083798 , 0.068047 , 0.080431 , 0.095929 , 0.055696 , 0.055028 , 0.05331 , 0.102687 , 0.121102 , 0.096898 , 0.115268 , 0.090521 , 0.116063 , 0.107415 , 0.075876 , 0.055247 , 0.067136 , 0.14646 , 0.071333 , 0.121541 , 0.161589 , 0.126142 , 0.064045 , 0.134087 , 0.143923 , 0.150865 , 0.110805 , 0.075876 , 0.12643 , 0.023109 , 0.075969 , 0.091697 , 0.106158 , 0.065175 , 0.141409 , 0.130973 , 0.150669 , 0.130685 , 0.128413 
 683 , 0.054443 , 0.270955 , 0.071611 , 0.201785 , 0.200605 , 0.127131 , 0.116996 , 0.086963 , 0.110587 , 0.129699 , 0.119125 , 0.109268 , 0.103877 , 0.102651 , 0.097769 , 0.096508 , 0.076621 , 0.07993 , 0.106191 , 0.096589 , 0.091799 , 0.124423 , 0.117228 , 0.088791 , 0.102396 , 0.076285 , 0.097503 , 0.12484 , 0.081271 , 0.096207 , 0.181447 , 0.168617 , 0.167483 , 0.223488 , 0.144831 , 0.084731 , 0.072468 , 0.076343 , 0.097329 , 0.110113 , 0.093685 , 0.085078 , 0.069275 , 0.081757 , 0.097179 , 0.056387 , 0.055774 , 0.054177 , 0.103264 , 0.121578 , 0.098151 , 0.116325 , 0.091811 , 0.116904 , 0.108424 , 0.076551 , 0.056098 , 0.068025 , 0.147237 , 0.071959 , 0.122549 , 0.162601 , 0.127258 , 0.064959 , 0.134963 , 0.144623 , 0.151657 , 0.111952 , 0.077141 , 0.127142 , 0.023415 , 0.076794 , 0.092355 , 0.106654 , 0.066116 , 0.142459 , 0.131712 , 0.151506 , 0.131654 , 0.129271 
 684 , 0.0554 , 0.27238 , 0.072768 , 0.202815 , 0.201898 , 0.127982 , 0.117807 , 0.087862 , 0.11146 , 0.130546 , 0.120313 , 0.110614 , 0.105323 , 0.104174 , 0.099151 , 0.098072 , 0.078232 , 0.081237 , 0.107551 , 0.098141 , 0.092665 , 0.125255 , 0.118004 , 0.089649 , 0.103188 , 0.077931 , 0.098803 , 0.126508 , 0.082815 , 0.097468 , 0.182267 , 0.169552 , 0.168496 , 0.224464 , 0.145744 , 0.08604 , 0.073824 , 0.077652 , 0.098698 , 0.111426 , 0.095218 , 0.086667 , 0.070795 , 0.08336 , 0.098687 , 0.057198 , 0.056664 , 0.055237 , 0.103942 , 0.122088 , 0.099696 , 0.117598 , 0.093373 , 0.117888 , 0.109581 , 0.077351 , 0.057151 , 0.069125 , 0.148158 , 0.072698 , 0.123759 , 0.16382 , 0.128597 , 0.066085 , 0.136034 , 0.145466 , 0.152578 , 0.113352 , 0.078708 , 0.127993 , 0.023749 , 0.077768 , 0.093118 , 0.107191 , 0.067257 , 0.143714 , 0.132576 , 0.152497 , 0.132831 , 0.130291 
 685 , 0.056775 , 0.274129 , 0.074382 , 0.204039 , 0.203562 , 0.129064 , 0.118899 , 0.089047 , 0.112596 , 0.13175 , 0.121993 , 0.112503 , 0.107398 , 0.106316 , 0.101118 , 0.100234 , 0.080569 , 0.083104 , 0.109375 , 0.100327 , 0.093838 , 0.126377 , 0.119039 , 0.090768 , 0.104223 , 0.080266 , 0.100653 , 0.129029 , 0.085046 , 0.099281 , 0.183268 , 0.17065 , 0.169743 , 0.225646 , 0.14688 , 0.08793 , 0.075754 , 0.079545 , 0.100676 , 0.113329 , 0.097304 , 0.088954 , 0.07301 , 0.085604 , 0.100792 , 0.058333 , 0.057868 , 0.056728 , 0.104816 , 0.122702 , 0.101874 , 0.119399 , 0.095582 , 0.119202 , 0.111084 , 0.078441 , 0.058612 , 0.070684 , 0.149392 , 0.073661 , 0.12547 , 0.16558 , 0.130471 , 0.067683 , 0.137518 , 0.146624 , 0.153823 , 0.115364 , 0.080999 , 0.129157 , 0.024212 , 0.079092 , 0.094117 , 0.107817 , 0.068835 , 0.145461 , 0.133762 , 0.153846 , 0.134471 , 0.131692 
 686 , 0.058171 , 0.275897 , 0.076034 , 0.205284 , 0.205273 , 0.130183 , 0.120027 , 0.090236 , 0.113754 , 0.132981 , 0.123712 , 0.11443 , 0.10951 , 0.108495 , 0.103144 , 0.102432 , 0.082937 , 0.085001 , 0.111247 , 0.102561 , 0.09504 , 0.127536 , 0.120097 , 0.091903 , 0.105289 , 0.082645 , 0.102549 , 0.131594 , 0.087309 , 0.101126 , 0.184285 , 0.171785 , 0.171027 , 0.226855 , 0.148034 , 0.089851 , 0.077725 , 0.081468 , 0.102677 , 0.115281 , 0.099424 , 0.091297 , 0.075265 , 0.087881 , 0.102934 , 0.059477 , 0.059092 , 0.058241 , 0.105709 , 0.123327 , 0.1041 , 0.12124 , 0.097838 , 0.120552 , 0.112635 , 0.079567 , 0.060118 , 0.072291 , 0.150658 , 0.074658 , 0.127221 , 0.16739 , 0.132387 , 0.06933 , 0.139044 , 0.147813 , 0.155112 , 0.117427 , 0.083345 , 0.130358 , 0.024672 , 0.080442 , 0.095133 , 0.10846 , 0.070449 , 0.147241 , 0.134975 , 0.155228 , 0.136141 , 0.133133 
 687 , 0.059589 , 0.277707 , 0.077721 , 0.206555 , 0.207 , 0.131313 , 0.121177 , 0.091458 , 0.114934 , 0.134235 , 0.125467 , 0.116395 , 0.11166 , 0.110725 , 0.105195 , 0.104681 , 0.085367 , 0.086946 , 0.113157 , 0.104833 , 0.096263 , 0.128706 , 0.121188 , 0.093072 , 0.106376 , 0.085075 , 0.104494 , 0.134212 , 0.089623 , 0.103009 , 0.185325 , 0.172932 , 0.172336 , 0.228079 , 0.149211 , 0.091821 , 0.079744 , 0.083427 , 0.104727 , 0.117272 , 0.101594 , 0.093679 , 0.077569 , 0.090207 , 0.105125 , 0.060653 , 0.060337 , 0.059787 , 0.106621 , 0.123959 , 0.106376 , 0.123117 , 0.100133 , 0.121913 , 0.114209 , 0.080703 , 0.061646 , 0.073922 , 0.151947 , 0.075664 , 0.12901 , 0.169226 , 0.134329 , 0.070999 , 0.140595 , 0.149013 , 0.156413 , 0.119516 , 0.08573 , 0.131582 , 0.025147 , 0.081825 , 0.096181 , 0.109123 , 0.072098 , 0.149059 , 0.136211 , 0.156635 , 0.137848 , 0.134598 
 688 , 0.061713 , 0.27993 , 0.080115 , 0.208068 , 0.209348 , 0.132818 , 0.122762 , 0.093197 , 0.116546 , 0.135868 , 0.127988 , 0.119235 , 0.114882 , 0.11409 , 0.108201 , 0.108003 , 0.089007 , 0.08988 , 0.115836 , 0.108259 , 0.097946 , 0.130339 , 0.122657 , 0.094722 , 0.10798 , 0.088681 , 0.107409 , 0.138231 , 0.093128 , 0.105687 , 0.186628 , 0.174313 , 0.174069 , 0.229543 , 0.150685 , 0.094734 , 0.082722 , 0.086377 , 0.107735 , 0.120213 , 0.104709 , 0.097295 , 0.080999 , 0.093605 , 0.108306 , 0.062364 , 0.062213 , 0.061992 , 0.107887 , 0.124729 , 0.109598 , 0.12573 , 0.103487 , 0.123809 , 0.11643 , 0.082419 , 0.064041 , 0.076332 , 0.153793 , 0.077123 , 0.131561 , 0.171846 , 0.13709 , 0.073492 , 0.142817 , 0.150638 , 0.158192 , 0.122727 , 0.089368 , 0.133284 , 0.025747 , 0.083863 , 0.097655 , 0.109842 , 0.074598 , 0.15157 , 0.13794 , 0.1586 , 0.140244 , 0.136578 
 689 , 0.063885 , 0.28213 , 0.082527 , 0.209564 , 0.211682 , 0.134321 , 0.124337 , 0.094978 , 0.118147 , 0.13751 , 0.130516 , 0.12208 , 0.118123 , 0.117507 , 0.111234 , 0.111386 , 0.092686 , 0.092849 , 0.118531 , 0.111735 , 0.099633 , 0.131971 , 0.124116 , 0.096398 , 0.109582 , 0.092337 , 0.110362 , 0.142281 , 0.096665 , 0.108383 , 0.187943 , 0.175701 , 0.175829 , 0.23101 , 0.152172 , 0.097678 , 0.08575 , 0.089334 , 0.110792 , 0.123197 , 0.10786 , 0.100959 , 0.08447 , 0.097038 , 0.111525 , 0.064094 , 0.064106 , 0.064222 , 0.109175 , 0.125512 , 0.112863 , 0.128387 , 0.106882 , 0.125745 , 0.118693 , 0.084156 , 0.06648 , 0.078791 , 0.155675 , 0.078605 , 0.134158 , 0.174479 , 0.139884 , 0.076022 , 0.145062 , 0.152277 , 0.159992 , 0.126001 , 0.09307 , 0.135008 , 0.026345 , 0.085936 , 0.099156 , 0.110559 , 0.077127 , 0.154104 , 0.139686 , 0.160597 , 0.142665 , 0.13858 
 690 , 0.066044 , 0.284327 , 0.084949 , 0.211058 , 0.214025 , 0.135823 , 0.125911 , 0.096746 , 0.119757 , 0.139139 , 0.133031 , 0.124922 , 0.121363 , 0.12092 , 0.114254 , 0.114766 , 0.096362 , 0.095803 , 0.121223 , 0.115197 , 0.101318 , 0.13359 , 0.125586 , 0.09806 , 0.111195 , 0.095989 , 0.1133 , 0.146328 , 0.100201 , 0.11109 , 0.189257 , 0.177088 , 0.177588 , 0.232476 , 0.153669 , 0.10062 , 0.088765 , 0.092302 , 0.113847 , 0.126191 , 0.111009 , 0.104622 , 0.087939 , 0.100468 , 0.114743 , 0.065823 , 0.065998 , 0.066452 , 0.110462 , 0.126284 , 0.116139 , 0.131042 , 0.110264 , 0.127668 , 0.120967 , 0.085903 , 0.068918 , 0.081238 , 0.157555 , 0.080075 , 0.136754 , 0.177123 , 0.142687 , 0.078551 , 0.147294 , 0.153914 , 0.16179 , 0.129273 , 0.096757 , 0.136719 , 0.026955 , 0.088009 , 0.100655 , 0.111276 , 0.079656 , 0.156636 , 0.141431 , 0.162581 , 0.145084 , 0.14057 
 691 , 0.068746 , 0.28673 , 0.087934 , 0.212684 , 0.216723 , 0.137549 , 0.12777 , 0.09886 , 0.121601 , 0.140998 , 0.136114 , 0.128314 , 0.125316 , 0.12512 , 0.117898 , 0.118893 , 0.100839 , 0.099438 , 0.124448 , 0.119425 , 0.103258 , 0.135524 , 0.127319 , 0.100075 , 0.113072 , 0.100376 , 0.116879 , 0.151252 , 0.104542 , 0.114322 , 0.190683 , 0.178542 , 0.179595 , 0.23406 , 0.155314 , 0.104183 , 0.09246 , 0.095885 , 0.117481 , 0.129761 , 0.114785 , 0.109114 , 0.092228 , 0.104704 , 0.11865 , 0.067959 , 0.068283 , 0.069162 , 0.111949 , 0.127145 , 0.119958 , 0.134112 , 0.114333 , 0.129842 , 0.12358 , 0.088062 , 0.071963 , 0.084277 , 0.159712 , 0.081858 , 0.139818 , 0.180197 , 0.145998 , 0.081696 , 0.149921 , 0.155766 , 0.163856 , 0.133256 , 0.101244 , 0.138707 , 0.027683 , 0.090538 , 0.10239 , 0.112053 , 0.082807 , 0.159573 , 0.143429 , 0.164897 , 0.147884 , 0.142873 
 692 , 0.07175 , 0.28926 , 0.091238 , 0.214422 , 0.219654 , 0.13941 , 0.12981 , 0.101149 , 0.123621 , 0.142994 , 0.139536 , 0.132023 , 0.129695 , 0.129718 , 0.121904 , 0.123402 , 0.105747 , 0.103454 , 0.127978 , 0.124071 , 0.105344 , 0.137647 , 0.129245 , 0.102255 , 0.115105 , 0.105125 , 0.120821 , 0.156685 , 0.109354 , 0.117859 , 0.19211 , 0.179998 , 0.181716 , 0.235661 , 0.157007 , 0.108052 , 0.096493 , 0.099835 , 0.121374 , 0.133636 , 0.118919 , 0.114033 , 0.096966 , 0.109389 , 0.122953 , 0.070287 , 0.070817 , 0.072096 , 0.113503 , 0.128024 , 0.124048 , 0.137381 , 0.118781 , 0.132103 , 0.126364 , 0.090443 , 0.075323 , 0.087631 , 0.161997 , 0.083816 , 0.143144 , 0.183548 , 0.149597 , 0.085199 , 0.152778 , 0.157756 , 0.166089 , 0.1376 , 0.106174 , 0.14085 , 0.0285 , 0.093335 , 0.104237 , 0.112869 , 0.086329 , 0.16277 , 0.145587 , 0.167425 , 0.150923 , 0.145379 
 693 , 0.074698 , 0.291756 , 0.094494 , 0.216128 , 0.222532 , 0.141236 , 0.131814 , 0.103399 , 0.125594 , 0.144954 , 0.142888 , 0.13567 , 0.134006 , 0.134235 , 0.125835 , 0.127843 , 0.110572 , 0.107404 , 0.131435 , 0.128647 , 0.107393 , 0.139732 , 0.131137 , 0.104398 , 0.117113 , 0.109803 , 0.124687 , 0.16203 , 0.114083 , 0.121336 , 0.193521 , 0.181413 , 0.1838 , 0.237244 , 0.158679 , 0.111846 , 0.100473 , 0.103709 , 0.125215 , 0.137437 , 0.122989 , 0.118869 , 0.101632 , 0.114003 , 0.127189 , 0.072586 , 0.073298 , 0.074973 , 0.115036 , 0.128888 , 0.128061 , 0.140593 , 0.123161 , 0.134327 , 0.129094 , 0.092772 , 0.078634 , 0.090913 , 0.164234 , 0.085738 , 0.146411 , 0.18683 , 0.153125 , 0.088652 , 0.155592 , 0.159724 , 0.168285 , 0.141867 , 0.111031 , 0.142969 , 0.029287 , 0.096089 , 0.10605 , 0.113682 , 0.089789 , 0.165898 , 0.147708 , 0.169914 , 0.153905 , 0.147846 
 694 , 0.077899 , 0.294316 , 0.097991 , 0.217869 , 0.225583 , 0.143135 , 0.133924 , 0.10574 , 0.127649 , 0.146987 , 0.146461 , 0.139501 , 0.138587 , 0.139055 , 0.129992 , 0.132575 , 0.115717 , 0.111614 , 0.135135 , 0.133524 , 0.109534 , 0.141935 , 0.133112 , 0.106654 , 0.119226 , 0.114746 , 0.128758 , 0.167662 , 0.119123 , 0.125009 , 0.194965 , 0.182873 , 0.186005 , 0.238852 , 0.160404 , 0.1159 , 0.1047 , 0.107809 , 0.129249 , 0.141432 , 0.127318 , 0.124015 , 0.106643 , 0.118895 , 0.131695 , 0.075042 , 0.075945 , 0.078025 , 0.116655 , 0.129775 , 0.132266 , 0.143935 , 0.127763 , 0.136655 , 0.131935 , 0.095271 , 0.082185 , 0.09446 , 0.166599 , 0.087774 , 0.149821 , 0.190279 , 0.156838 , 0.092345 , 0.158519 , 0.161764 , 0.170542 , 0.146392 , 0.116175 , 0.145192 , 0.030149 , 0.09902 , 0.10798 , 0.114506 , 0.093534 , 0.16917 , 0.149947 , 0.172496 , 0.156998 , 0.150438 
 695 , 0.081816 , 0.297128 , 0.102187 , 0.219761 , 0.229162 , 0.145252 , 0.136307 , 0.108356 , 0.129922 , 0.149201 , 0.150646 , 0.143875 , 0.143955 , 0.144728 , 0.134782 , 0.138128 , 0.121705 , 0.116584 , 0.139459 , 0.139232 , 0.111929 , 0.144455 , 0.135374 , 0.109266 , 0.121694 , 0.120476 , 0.133371 , 0.174159 , 0.12504 , 0.129251 , 0.19659 , 0.184504 , 0.188624 , 0.240645 , 0.162369 , 0.120681 , 0.109687 , 0.112544 , 0.133871 , 0.145992 , 0.132358 , 0.13007 , 0.112589 , 0.124596 , 0.137012 , 0.077992 , 0.079016 , 0.081543 , 0.11853 , 0.130753 , 0.137046 , 0.147687 , 0.133018 , 0.139311 , 0.135157 , 0.098204 , 0.086414 , 0.098693 , 0.169334 , 0.090124 , 0.153685 , 0.194166 , 0.161071 , 0.096713 , 0.1618 , 0.164042 , 0.172998 , 0.151637 , 0.122126 , 0.147767 , 0.03116 , 0.102438 , 0.110279 , 0.115378 , 0.098045 , 0.172805 , 0.152479 , 0.175331 , 0.160422 , 0.153423 
 696 , 0.085661 , 0.299887 , 0.106308 , 0.221626 , 0.232686 , 0.147354 , 0.138651 , 0.110932 , 0.132157 , 0.1514 , 0.154754 , 0.148181 , 0.149235 , 0.150312 , 0.139501 , 0.143592 , 0.127613 , 0.12146 , 0.143716 , 0.144849 , 0.114286 , 0.146957 , 0.137585 , 0.11185 , 0.124111 , 0.126129 , 0.137903 , 0.180558 , 0.130865 , 0.133427 , 0.198191 , 0.18611 , 0.19121 , 0.242421 , 0.164307 , 0.125392 , 0.114604 , 0.117199 , 0.138447 , 0.150493 , 0.137325 , 0.136044 , 0.118445 , 0.130197 , 0.142254 , 0.08089 , 0.082057 , 0.085015 , 0.120394 , 0.131727 , 0.141756 , 0.151388 , 0.138197 , 0.141926 , 0.138345 , 0.101107 , 0.09059 , 0.102875 , 0.172036 , 0.092438 , 0.157474 , 0.197998 , 0.165236 , 0.101016 , 0.165021 , 0.166268 , 0.175424 , 0.156828 , 0.127998 , 0.1503 , 0.03215 , 0.105798 , 0.112552 , 0.116247 , 0.102467 , 0.176376 , 0.154969 , 0.178132 , 0.163786 , 0.156363 
 697 , 0.089453 , 0.302609 , 0.110364 , 0.223447 , 0.236154 , 0.149409 , 0.140956 , 0.113478 , 0.134344 , 0.15355 , 0.158809 , 0.152422 , 0.15443 , 0.155796 , 0.14415 , 0.148969 , 0.133418 , 0.126264 , 0.147908 , 0.150379 , 0.116604 , 0.149409 , 0.139772 , 0.114404 , 0.126501 , 0.131692 , 0.142378 , 0.186851 , 0.136601 , 0.137537 , 0.199772 , 0.187697 , 0.193757 , 0.244177 , 0.166223 , 0.130022 , 0.119448 , 0.121784 , 0.142943 , 0.154927 , 0.142209 , 0.141916 , 0.12421 , 0.13572 , 0.147411 , 0.083755 , 0.085041 , 0.088438 , 0.122224 , 0.132696 , 0.146396 , 0.15504 , 0.143281 , 0.144511 , 0.141476 , 0.103954 , 0.094712 , 0.10699 , 0.174686 , 0.094712 , 0.161212 , 0.201781 , 0.169337 , 0.105252 , 0.168186 , 0.168468 , 0.177812 , 0.161923 , 0.133779 , 0.152794 , 0.033132 , 0.109111 , 0.114787 , 0.117089 , 0.106832 , 0.179911 , 0.157432 , 0.180882 , 0.167103 , 0.15926 
 698 , 0.094127 , 0.30561 , 0.115309 , 0.225537 , 0.24013 , 0.151793 , 0.143631 , 0.116366 , 0.136817 , 0.155931 , 0.163666 , 0.157201 , 0.160563 , 0.162227 , 0.149522 , 0.155357 , 0.140202 , 0.132062 , 0.152828 , 0.156931 , 0.119312 , 0.152232 , 0.142304 , 0.117446 , 0.129296 , 0.138167 , 0.147555 , 0.194 , 0.14344 , 0.142248 , 0.201488 , 0.189413 , 0.196743 , 0.246011 , 0.168399 , 0.135401 , 0.125046 , 0.127193 , 0.148128 , 0.159877 , 0.147982 , 0.148814 , 0.130982 , 0.142203 , 0.15357 , 0.087168 , 0.088641 , 0.092497 , 0.124371 , 0.133714 , 0.151512 , 0.159023 , 0.149129 , 0.147352 , 0.144935 , 0.107383 , 0.099726 , 0.111993 , 0.177731 , 0.097399 , 0.165431 , 0.206064 , 0.17401 , 0.110407 , 0.17175 , 0.170963 , 0.180463 , 0.167893 , 0.140471 , 0.155706 , 0.034258 , 0.113151 , 0.117446 , 0.118109 , 0.11215 , 0.183847 , 0.160147 , 0.183937 , 0.170794 , 0.162497 
 699 , 0.098767 , 0.308585 , 0.120227 , 0.22761 , 0.244069 , 0.154142 , 0.146298 , 0.119232 , 0.139249 , 0.158282 , 0.168497 , 0.16194 , 0.166629 , 0.168598 , 0.154858 , 0.161706 , 0.146925 , 0.137817 , 0.157711 , 0.16344 , 0.121984 , 0.155026 , 0.14481 , 0.120462 , 0.132065 , 0.144586 , 0.152698 , 0.20108 , 0.150237 , 0.146925 , 0.203172 , 0.191122 , 0.199704 , 0.247795 , 0.170556 , 0.140726 , 0.130589 , 0.132558 , 0.153258 , 0.164794 , 0.153694 , 0.155675 , 0.137705 , 0.148637 , 0.159669 , 0.090565 , 0.092221 , 0.096529 , 0.126516 , 0.134728 , 0.156592 , 0.162959 , 0.154914 , 0.150158 , 0.148346 , 0.110806 , 0.104719 , 0.116983 , 0.180727 , 0.100065 , 0.169616 , 0.210311 , 0.178635 , 0.115528 , 0.175267 , 0.173432 , 0.183077 , 0.173812 , 0.147104 , 0.158584 , 0.035369 , 0.117162 , 0.120071 , 0.119108 , 0.117441 , 0.187754 , 0.162824 , 0.186971 , 0.17445 , 0.165689 
