MAT_00009_MAT_REF.spu,MAT_00008_MAT_REF.spu,MAT_00007_MAT_REF.spu,MAT_00006_MAT_REF.spu,MAT_00005_MAT_REF.spu,
Wavelength,MAT_00010_B2_P.spu,MAT_00011_B2_P.spu,MAT_00012_B2_P.spu,MAT_00013_B2_P.spu,MAT_00014_B2_P.spu,MAT_00015_B2_CT2.spu,MAT_00016_B2_CT2.spu,MAT_00017_B2_CT2.spu,MAT_00018_B2_CT2.spu,MAT_00019_B2_CT2.spu,MAT_00020_B2_CT1.spu,MAT_00021_B2_CT1.spu,MAT_00022_B2_CT1.spu,MAT_00023_B2_CT1.spu,MAT_00024_B2_CT1.spu,MAT_00025_B2_N.spu,MAT_00026_B2_N.spu,MAT_00027_B2_N.spu,MAT_00028_B2_N.spu,MAT_00029_B2_N.spu,MAT_00030_B2_NP.spu,MAT_00031_B2_NP.spu,MAT_00032_B2_NP.spu,MAT_00033_B2_NP.spu,MAT_00034_B2_NP.spu,MAT_00035_B4_N.spu,MAT_00036_B4_N.spu,MAT_00037_B4_N.spu,MAT_00038_B4_N.spu,MAT_00039_B4_N.spu,MAT_00040_B4_P.spu,MAT_00041_B4_P.spu,MAT_00042_B4_P.spu,MAT_00043_B4_P.spu,MAT_00044_B4_P.spu,MAT_00045_B4_CT2.spu,MAT_00046_B4_CT2.spu,MAT_00047_B4_CT2.spu,MAT_00048_B4_CT2.spu,MAT_00049_B4_CT2.spu,MAT_00055_B4_CT1.spu,MAT_00056_B4_CT1.spu,MAT_00057_B4_CT1.spu,MAT_00058_B4_CT1.spu,MAT_00059_B4_CT1.spu,MAT_00060_B4_NP.spu,MAT_00061_B4_NP.spu,MAT_00062_B4_NP.spu,MAT_00063_B4_NP.spu,MAT_00064_B4_NP.spu,MAT_00065_B3_N.spu,MAT_00066_B3_N.spu,MAT_00067_B3_N.spu,MAT_00068_B3_N.spu,MAT_00069_B3_N.spu,MAT_00070_B3_CT2.spu,MAT_00071_B3_CT2.spu,MAT_00072_B3_CT2.spu,MAT_00073_B3_CT2.spu,MAT_00074_B3_CT2.spu,MAT_00075_B3_CT1.spu,MAT_00076_B3_CT1.spu,MAT_00077_B3_CT1.spu,MAT_00078_B3_CT1.spu,MAT_00079_B3_CT1.spu,MAT_00080_B3_NP.spu,MAT_00081_B3_NP.spu,MAT_00082_B3_NP.spu,MAT_00083_B3_NP.spu,MAT_00084_B3_NP.spu,MAT_00085_B3_P.spu,MAT_00086_B3_P.spu,MAT_00087_B3_P.spu,MAT_00088_B3_P.spu,MAT_00089_B3_P.spu,MAT_00090_B1_CT2.spu,MAT_00091_B1_CT2.spu,MAT_00092_B1_CT2.spu,MAT_00093_B1_CT2.spu,MAT_00094_B1_CT2.spu,MAT_00100_B1_NP.spu,MAT_00101_B1_NP.spu,MAT_00102_B1_NP.spu,MAT_00103_B1_NP.spu,MAT_00104_B1_NP.spu,MAT_00105_B1_N.spu,MAT_00106_B1_N.spu,MAT_00107_B1_N.spu,MAT_00108_B1_N.spu,MAT_00109_B1_N.spu,MAT_00110_B1_P.spu,MAT_00111_B1_P.spu,MAT_00112_B1_P.spu,MAT_00113_B1_P.spu,MAT_00114_B1_P.spu
 811 , 0.280794 , 0.462341 , 0.278985 , 0.296621 , 0.250672 , 0.306867 , 0.312859 , 0.358983 , 0.246982 , 0.333773 , 0.356938 , 0.311153 , 0.242142 , 0.308029 , 0.419896 , 0.277567 , 0.37519 , 0.440759 , 0.318029 , 0.414573 , 0.117684 , 0.185781 , 0.416669 , 0.289335 , 0.313116 , 0.314421 , 0.356753 , 0.379661 , 0.267691 , 0.315572 , 0.361069 , 0.294442 , 0.254937 , 0.256982 , 0.310464 , 0.426237 , 0.321954 , 0.248647 , 0.286385 , 0.321214 , 0.290301 , 0.166491 , 0.23206 , 0.282819 , 0.474859 , 0.178998 , 0.433277 , 0.142822 , 0.442938 , 0.205884 , 0.161198 , 0.276416 , 0.266848 , 0.371306 , 0.257208 , 0.371388 , 0.418725 , 0.404707 , 0.27247 , 0.371583 , 0.419218 , 0.35478 , 0.34256 , 0.340577 , 0.338367 , 0.226335 , 0.381706 , 0.31402 , 0.226839 , 0.277064 , 0.419506 , 0.324113 , 0.288553 , 0.195267 , 0.389815 , 0.420225 , 0.342067 , 0.414007 , 0.359692 , 0.309262 , 0.274474 , 0.220734 , 0.312674 , 0.309601 , 0.31548 , 0.497119 , 0.442701 , 0.390925 , 0.301421 , 0.318306 , 0.249788 , 0.334123 , 0.310146 , 0.430472 , 0.296652 
 812 , 0.281274 , 0.46313 , 0.27956 , 0.297219 , 0.250931 , 0.307322 , 0.31336 , 0.359895 , 0.247536 , 0.334414 , 0.357469 , 0.311719 , 0.242551 , 0.30854 , 0.420703 , 0.278291 , 0.376026 , 0.441313 , 0.318737 , 0.415202 , 0.118004 , 0.186398 , 0.417679 , 0.290015 , 0.313515 , 0.31497 , 0.35717 , 0.380505 , 0.268208 , 0.316012 , 0.36166 , 0.295062 , 0.255452 , 0.257557 , 0.311017 , 0.426864 , 0.322576 , 0.24929 , 0.286795 , 0.321699 , 0.290944 , 0.166809 , 0.232695 , 0.283389 , 0.475608 , 0.179318 , 0.43381 , 0.143145 , 0.443305 , 0.206295 , 0.161422 , 0.276691 , 0.267393 , 0.37198 , 0.257495 , 0.371918 , 0.419279 , 0.405532 , 0.272852 , 0.372279 , 0.419805 , 0.355281 , 0.343134 , 0.340977 , 0.338882 , 0.226647 , 0.382011 , 0.314423 , 0.227174 , 0.277538 , 0.420084 , 0.324846 , 0.289055 , 0.195655 , 0.39035 , 0.420868 , 0.342536 , 0.414552 , 0.360173 , 0.309872 , 0.274875 , 0.220981 , 0.313081 , 0.310037 , 0.315878 , 0.497662 , 0.443294 , 0.391228 , 0.30177 , 0.318871 , 0.250323 , 0.334568 , 0.310542 , 0.430848 , 0.297095 
 813 , 0.281779 , 0.463962 , 0.280172 , 0.297857 , 0.251199 , 0.307808 , 0.313883 , 0.360851 , 0.248131 , 0.335102 , 0.358042 , 0.312307 , 0.242979 , 0.309062 , 0.421554 , 0.279042 , 0.376897 , 0.441892 , 0.319491 , 0.415874 , 0.118338 , 0.187044 , 0.418745 , 0.290725 , 0.313945 , 0.315551 , 0.357617 , 0.381396 , 0.268759 , 0.316484 , 0.362271 , 0.295711 , 0.255988 , 0.258155 , 0.311612 , 0.427525 , 0.323233 , 0.249976 , 0.287232 , 0.322217 , 0.291627 , 0.167162 , 0.23337 , 0.283987 , 0.476401 , 0.179653 , 0.434377 , 0.143476 , 0.443686 , 0.206719 , 0.161658 , 0.276969 , 0.267961 , 0.372689 , 0.257792 , 0.372471 , 0.419854 , 0.406399 , 0.273258 , 0.373 , 0.420424 , 0.355803 , 0.343737 , 0.341394 , 0.339424 , 0.226984 , 0.38234 , 0.314836 , 0.227523 , 0.278027 , 0.420683 , 0.325607 , 0.289574 , 0.196063 , 0.390912 , 0.421554 , 0.343032 , 0.415127 , 0.360685 , 0.310503 , 0.2753 , 0.221252 , 0.31352 , 0.310483 , 0.316308 , 0.498242 , 0.443924 , 0.391555 , 0.302148 , 0.31948 , 0.250878 , 0.33504 , 0.31097 , 0.431246 , 0.297566 
 814 , 0.282208 , 0.464725 , 0.280685 , 0.298432 , 0.251523 , 0.308304 , 0.314417 , 0.361791 , 0.248601 , 0.335685 , 0.358735 , 0.312904 , 0.243401 , 0.30962 , 0.422364 , 0.279701 , 0.377797 , 0.442431 , 0.320208 , 0.416532 , 0.118681 , 0.187655 , 0.419806 , 0.291428 , 0.314448 , 0.316147 , 0.358093 , 0.382231 , 0.269269 , 0.316996 , 0.3629 , 0.296329 , 0.256475 , 0.258692 , 0.312189 , 0.428207 , 0.323813 , 0.250559 , 0.287616 , 0.322746 , 0.292268 , 0.167547 , 0.234025 , 0.28457 , 0.477178 , 0.179969 , 0.434879 , 0.143803 , 0.444089 , 0.207121 , 0.161901 , 0.277308 , 0.268461 , 0.373394 , 0.258143 , 0.373042 , 0.420469 , 0.407177 , 0.273713 , 0.373726 , 0.421038 , 0.356353 , 0.344377 , 0.341849 , 0.340015 , 0.227312 , 0.382728 , 0.315297 , 0.227903 , 0.278479 , 0.421225 , 0.326216 , 0.290071 , 0.19642 , 0.391493 , 0.422157 , 0.343569 , 0.415682 , 0.361191 , 0.311081 , 0.275682 , 0.221469 , 0.313795 , 0.310853 , 0.316613 , 0.498736 , 0.444441 , 0.391845 , 0.302503 , 0.31998 , 0.251388 , 0.335405 , 0.31136 , 0.431595 , 0.297986 
 815 , 0.282596 , 0.465432 , 0.281153 , 0.298935 , 0.251879 , 0.308828 , 0.314952 , 0.362746 , 0.249014 , 0.336264 , 0.359476 , 0.31352 , 0.243844 , 0.310188 , 0.423162 , 0.280343 , 0.37868 , 0.442916 , 0.320911 , 0.417161 , 0.119036 , 0.188224 , 0.420867 , 0.292136 , 0.315015 , 0.316748 , 0.358635 , 0.383019 , 0.269744 , 0.317506 , 0.363534 , 0.2969 , 0.256914 , 0.259197 , 0.312772 , 0.428881 , 0.324357 , 0.251059 , 0.288025 , 0.323257 , 0.292831 , 0.16794 , 0.234668 , 0.285087 , 0.47793 , 0.180272 , 0.435328 , 0.144116 , 0.444484 , 0.20748 , 0.162137 , 0.277665 , 0.268903 , 0.37405 , 0.258491 , 0.373552 , 0.421034 , 0.407912 , 0.274208 , 0.374455 , 0.421646 , 0.356922 , 0.345057 , 0.342337 , 0.340655 , 0.227629 , 0.383144 , 0.315783 , 0.228294 , 0.27889 , 0.421771 , 0.326766 , 0.290537 , 0.196736 , 0.392165 , 0.42285 , 0.344216 , 0.416341 , 0.36178 , 0.311703 , 0.276035 , 0.22165 , 0.313946 , 0.311257 , 0.316821 , 0.499304 , 0.444992 , 0.392237 , 0.30289 , 0.320392 , 0.25191 , 0.335807 , 0.311817 , 0.432048 , 0.298447 
 816 , 0.282998 , 0.466168 , 0.281634 , 0.299462 , 0.252267 , 0.309366 , 0.3155 , 0.363737 , 0.249444 , 0.33688 , 0.360238 , 0.314156 , 0.24431 , 0.310782 , 0.423982 , 0.281019 , 0.379597 , 0.443414 , 0.321634 , 0.417817 , 0.119416 , 0.188815 , 0.421961 , 0.29286 , 0.315594 , 0.317364 , 0.359207 , 0.383857 , 0.270241 , 0.318051 , 0.364195 , 0.297494 , 0.257369 , 0.259733 , 0.313386 , 0.429595 , 0.324935 , 0.251579 , 0.288455 , 0.3238 , 0.293412 , 0.168362 , 0.235334 , 0.285622 , 0.478707 , 0.180588 , 0.435791 , 0.144441 , 0.444903 , 0.207841 , 0.162384 , 0.278031 , 0.269377 , 0.374724 , 0.258848 , 0.374068 , 0.421628 , 0.408684 , 0.274729 , 0.375224 , 0.422284 , 0.35753 , 0.345773 , 0.342836 , 0.341326 , 0.227961 , 0.383586 , 0.316281 , 0.2287 , 0.279322 , 0.422347 , 0.32734 , 0.291017 , 0.197073 , 0.392875 , 0.423607 , 0.344909 , 0.417035 , 0.362415 , 0.312365 , 0.276406 , 0.221837 , 0.314094 , 0.311709 , 0.317031 , 0.499941 , 0.445601 , 0.392667 , 0.303316 , 0.320811 , 0.252475 , 0.336244 , 0.312313 , 0.432531 , 0.298931 
 817 , 0.283417 , 0.466944 , 0.282105 , 0.29999 , 0.252664 , 0.309849 , 0.316033 , 0.364588 , 0.249884 , 0.33751 , 0.361017 , 0.314763 , 0.244783 , 0.311338 , 0.424803 , 0.281626 , 0.380474 , 0.443937 , 0.32229 , 0.418452 , 0.119794 , 0.18941 , 0.423064 , 0.293619 , 0.3162 , 0.317949 , 0.359768 , 0.384691 , 0.270706 , 0.318604 , 0.364817 , 0.298033 , 0.257817 , 0.260212 , 0.313972 , 0.430351 , 0.325486 , 0.25205 , 0.288862 , 0.32433 , 0.293973 , 0.168724 , 0.235976 , 0.286092 , 0.479479 , 0.180894 , 0.436254 , 0.144738 , 0.445374 , 0.208232 , 0.162592 , 0.27842 , 0.26981 , 0.375394 , 0.259212 , 0.374644 , 0.422231 , 0.409405 , 0.275234 , 0.376008 , 0.422918 , 0.358081 , 0.346421 , 0.343319 , 0.341955 , 0.228262 , 0.384035 , 0.316751 , 0.229095 , 0.279752 , 0.422929 , 0.327912 , 0.291454 , 0.197394 , 0.393592 , 0.424365 , 0.345537 , 0.417765 , 0.363058 , 0.313004 , 0.276712 , 0.222047 , 0.314222 , 0.312077 , 0.317241 , 0.500529 , 0.446175 , 0.393113 , 0.303717 , 0.321197 , 0.252976 , 0.336698 , 0.312764 , 0.433027 , 0.299345 
 818 , 0.283865 , 0.467769 , 0.282516 , 0.300538 , 0.253064 , 0.310171 , 0.316514 , 0.36513 , 0.250292 , 0.338149 , 0.361818 , 0.315289 , 0.245278 , 0.311832 , 0.425601 , 0.2821 , 0.381241 , 0.444505 , 0.322816 , 0.41906 , 0.120142 , 0.190019 , 0.424126 , 0.294381 , 0.316795 , 0.318424 , 0.360334 , 0.38555 , 0.271096 , 0.319203 , 0.365348 , 0.298461 , 0.258265 , 0.260611 , 0.314511 , 0.431175 , 0.325992 , 0.252441 , 0.289243 , 0.32483 , 0.294454 , 0.168955 , 0.236568 , 0.28645 , 0.480258 , 0.181184 , 0.436688 , 0.144943 , 0.445896 , 0.208643 , 0.162737 , 0.27882 , 0.270152 , 0.37604 , 0.259573 , 0.375324 , 0.42286 , 0.410008 , 0.275716 , 0.376809 , 0.423597 , 0.358507 , 0.346921 , 0.343775 , 0.34254 , 0.228523 , 0.384522 , 0.317168 , 0.229457 , 0.280201 , 0.423514 , 0.328463 , 0.291828 , 0.19768 , 0.394291 , 0.425102 , 0.346018 , 0.41851 , 0.363718 , 0.313597 , 0.276951 , 0.222335 , 0.314355 , 0.31231 , 0.317521 , 0.501104 , 0.446716 , 0.393626 , 0.304119 , 0.32156 , 0.253365 , 0.337173 , 0.31312 , 0.433532 , 0.299645 
 819 , 0.284327 , 0.468611 , 0.282934 , 0.301117 , 0.25346 , 0.310505 , 0.317023 , 0.365698 , 0.250726 , 0.338803 , 0.362663 , 0.315879 , 0.245778 , 0.312345 , 0.426464 , 0.282591 , 0.382041 , 0.445126 , 0.323375 , 0.419738 , 0.120503 , 0.190677 , 0.425227 , 0.295181 , 0.317408 , 0.318936 , 0.360926 , 0.38646 , 0.271498 , 0.319861 , 0.365937 , 0.298923 , 0.258742 , 0.261039 , 0.315079 , 0.432016 , 0.326546 , 0.252868 , 0.28965 , 0.325361 , 0.294973 , 0.169209 , 0.23718 , 0.286853 , 0.481076 , 0.181498 , 0.437152 , 0.145142 , 0.446446 , 0.209079 , 0.162888 , 0.279222 , 0.270521 , 0.376708 , 0.259958 , 0.376022 , 0.423522 , 0.41062 , 0.276218 , 0.377612 , 0.424323 , 0.358951 , 0.347453 , 0.344282 , 0.34317 , 0.228801 , 0.385056 , 0.317626 , 0.229871 , 0.280688 , 0.424146 , 0.329041 , 0.292228 , 0.197986 , 0.395047 , 0.425861 , 0.346517 , 0.419312 , 0.364451 , 0.314247 , 0.277268 , 0.222667 , 0.314559 , 0.312584 , 0.317907 , 0.501764 , 0.44734 , 0.394174 , 0.304579 , 0.322024 , 0.253772 , 0.33767 , 0.313509 , 0.434095 , 0.299994 
 820 , 0.284794 , 0.469473 , 0.283368 , 0.301711 , 0.253855 , 0.310841 , 0.317535 , 0.366276 , 0.251159 , 0.33948 , 0.363538 , 0.316483 , 0.246276 , 0.312871 , 0.427332 , 0.283097 , 0.382849 , 0.445758 , 0.323947 , 0.42042 , 0.120874 , 0.191341 , 0.426343 , 0.295985 , 0.318034 , 0.31945 , 0.361529 , 0.387388 , 0.271917 , 0.320522 , 0.366526 , 0.2994 , 0.259237 , 0.261486 , 0.31564 , 0.43287 , 0.327102 , 0.253303 , 0.290072 , 0.325905 , 0.295496 , 0.169459 , 0.237802 , 0.287262 , 0.481913 , 0.181805 , 0.437628 , 0.145359 , 0.447007 , 0.209528 , 0.163036 , 0.279631 , 0.270897 , 0.377383 , 0.260351 , 0.376728 , 0.424188 , 0.411248 , 0.276726 , 0.378435 , 0.425073 , 0.359394 , 0.347985 , 0.344789 , 0.34381 , 0.229078 , 0.385587 , 0.318086 , 0.230296 , 0.281182 , 0.424792 , 0.329621 , 0.292644 , 0.198295 , 0.39581 , 0.426645 , 0.347027 , 0.420128 , 0.365193 , 0.314901 , 0.27758 , 0.223009 , 0.314776 , 0.31286 , 0.318284 , 0.502442 , 0.447965 , 0.394737 , 0.305053 , 0.32249 , 0.254188 , 0.338189 , 0.313901 , 0.434671 , 0.300347 
 821 , 0.285128 , 0.470256 , 0.283728 , 0.302046 , 0.254187 , 0.311225 , 0.317656 , 0.366874 , 0.251418 , 0.340082 , 0.364291 , 0.317024 , 0.246584 , 0.31329 , 0.428196 , 0.283427 , 0.383449 , 0.446358 , 0.324305 , 0.421091 , 0.121109 , 0.191818 , 0.427397 , 0.296714 , 0.318569 , 0.319897 , 0.362051 , 0.388168 , 0.272142 , 0.32109 , 0.36705 , 0.299785 , 0.259612 , 0.26177 , 0.316132 , 0.433735 , 0.327521 , 0.253627 , 0.290294 , 0.326328 , 0.295926 , 0.169662 , 0.238297 , 0.287545 , 0.482589 , 0.182057 , 0.43806 , 0.145546 , 0.447488 , 0.209814 , 0.163086 , 0.279807 , 0.271198 , 0.377837 , 0.260608 , 0.377215 , 0.424793 , 0.411859 , 0.277152 , 0.379072 , 0.42582 , 0.359737 , 0.348431 , 0.345112 , 0.3442 , 0.229273 , 0.38598 , 0.318497 , 0.23059 , 0.28155 , 0.425447 , 0.329958 , 0.292918 , 0.198456 , 0.39657 , 0.427324 , 0.347405 , 0.420883 , 0.365691 , 0.315374 , 0.277722 , 0.223174 , 0.314877 , 0.312958 , 0.3186 , 0.503002 , 0.448474 , 0.395305 , 0.305438 , 0.32278 , 0.254467 , 0.338505 , 0.314223 , 0.435124 , 0.300625 
 822 , 0.285471 , 0.47106 , 0.28407 , 0.302342 , 0.254508 , 0.311588 , 0.317761 , 0.367453 , 0.251686 , 0.340662 , 0.365025 , 0.317512 , 0.246892 , 0.313684 , 0.429046 , 0.283717 , 0.384076 , 0.446925 , 0.324662 , 0.421731 , 0.12135 , 0.192292 , 0.428496 , 0.297445 , 0.31911 , 0.320355 , 0.362566 , 0.388932 , 0.272355 , 0.321601 , 0.367515 , 0.300132 , 0.259976 , 0.262041 , 0.316599 , 0.434629 , 0.32794 , 0.253937 , 0.290493 , 0.326726 , 0.296345 , 0.16989 , 0.238809 , 0.287836 , 0.483262 , 0.182279 , 0.438509 , 0.145755 , 0.447993 , 0.210108 , 0.163135 , 0.280002 , 0.271473 , 0.378338 , 0.260869 , 0.377705 , 0.425394 , 0.412465 , 0.277564 , 0.379718 , 0.426566 , 0.360086 , 0.34889 , 0.345424 , 0.344542 , 0.229481 , 0.386421 , 0.318882 , 0.230881 , 0.281943 , 0.426172 , 0.330296 , 0.293222 , 0.198632 , 0.397368 , 0.42804 , 0.347842 , 0.42171 , 0.366208 , 0.315852 , 0.277886 , 0.223379 , 0.315001 , 0.313051 , 0.318903 , 0.503537 , 0.44901 , 0.395905 , 0.305829 , 0.323084 , 0.254778 , 0.338877 , 0.314576 , 0.435625 , 0.300931 
 823 , 0.285814 , 0.471865 , 0.284412 , 0.30265 , 0.25484 , 0.311951 , 0.317867 , 0.368044 , 0.251954 , 0.341243 , 0.36576 , 0.318012 , 0.24721 , 0.314078 , 0.429899 , 0.284008 , 0.384704 , 0.447493 , 0.325019 , 0.422373 , 0.121591 , 0.192767 , 0.429598 , 0.298187 , 0.319663 , 0.320815 , 0.363093 , 0.389697 , 0.272579 , 0.322123 , 0.367982 , 0.300491 , 0.260341 , 0.262313 , 0.317078 , 0.435535 , 0.328372 , 0.254258 , 0.290692 , 0.327136 , 0.296765 , 0.170118 , 0.239322 , 0.288118 , 0.483937 , 0.182501 , 0.43896 , 0.145953 , 0.4485 , 0.210413 , 0.163184 , 0.280198 , 0.271749 , 0.378839 , 0.26113 , 0.378196 , 0.426006 , 0.413073 , 0.277977 , 0.380386 , 0.427314 , 0.360446 , 0.34936 , 0.345737 , 0.344897 , 0.229689 , 0.386853 , 0.319268 , 0.231184 , 0.282336 , 0.426899 , 0.330645 , 0.293516 , 0.198808 , 0.398177 , 0.428757 , 0.34827 , 0.42255 , 0.366726 , 0.316331 , 0.278039 , 0.223596 , 0.315137 , 0.313155 , 0.319217 , 0.504085 , 0.449558 , 0.396506 , 0.306221 , 0.323379 , 0.255089 , 0.33926 , 0.314919 , 0.436137 , 0.301238 
 824 , 0.286137 , 0.472599 , 0.284779 , 0.303063 , 0.255169 , 0.312272 , 0.318246 , 0.368639 , 0.252141 , 0.341809 , 0.366523 , 0.318505 , 0.247588 , 0.314482 , 0.430658 , 0.284354 , 0.385388 , 0.447926 , 0.325485 , 0.422963 , 0.121901 , 0.193316 , 0.430617 , 0.298935 , 0.320196 , 0.321306 , 0.363599 , 0.390481 , 0.272894 , 0.322602 , 0.368473 , 0.300885 , 0.260718 , 0.262626 , 0.317562 , 0.4363 , 0.328835 , 0.25463 , 0.29096 , 0.32758 , 0.297183 , 0.170438 , 0.239862 , 0.28845 , 0.484608 , 0.182759 , 0.439318 , 0.146159 , 0.449056 , 0.21074 , 0.163323 , 0.280496 , 0.272033 , 0.379342 , 0.261444 , 0.378647 , 0.426499 , 0.413608 , 0.278401 , 0.381022 , 0.427962 , 0.36083 , 0.349836 , 0.346082 , 0.345284 , 0.229937 , 0.387255 , 0.319636 , 0.231575 , 0.282767 , 0.427547 , 0.331075 , 0.293833 , 0.198989 , 0.398902 , 0.429486 , 0.348747 , 0.423367 , 0.367239 , 0.316877 , 0.278255 , 0.223849 , 0.315249 , 0.313341 , 0.319429 , 0.504583 , 0.450125 , 0.396994 , 0.306558 , 0.323743 , 0.255449 , 0.339652 , 0.315239 , 0.436642 , 0.30158 
 825 , 0.286442 , 0.473318 , 0.285177 , 0.303539 , 0.255555 , 0.312653 , 0.318781 , 0.369315 , 0.252341 , 0.34241 , 0.367335 , 0.31906 , 0.248018 , 0.314944 , 0.431431 , 0.284752 , 0.386112 , 0.448362 , 0.326018 , 0.423613 , 0.122251 , 0.193937 , 0.431649 , 0.299703 , 0.32074 , 0.321818 , 0.36409 , 0.391348 , 0.273295 , 0.323114 , 0.369025 , 0.301403 , 0.261133 , 0.262979 , 0.318086 , 0.437051 , 0.329346 , 0.255068 , 0.291284 , 0.328091 , 0.29764 , 0.170806 , 0.240428 , 0.288816 , 0.485283 , 0.183082 , 0.439632 , 0.146378 , 0.449658 , 0.211055 , 0.163527 , 0.280843 , 0.272362 , 0.37986 , 0.261807 , 0.379123 , 0.426973 , 0.414147 , 0.278894 , 0.381684 , 0.428642 , 0.36129 , 0.350341 , 0.346474 , 0.345769 , 0.230226 , 0.387667 , 0.320077 , 0.232061 , 0.283238 , 0.428144 , 0.331554 , 0.294146 , 0.199194 , 0.399601 , 0.43027 , 0.349294 , 0.424204 , 0.36776 , 0.317474 , 0.278531 , 0.22414 , 0.315411 , 0.313607 , 0.319651 , 0.505138 , 0.450768 , 0.397506 , 0.30694 , 0.324172 , 0.255866 , 0.340098 , 0.315608 , 0.437154 , 0.301994 
 826 , 0.286757 , 0.474045 , 0.285596 , 0.304028 , 0.255947 , 0.313047 , 0.31933 , 0.370003 , 0.252547 , 0.343018 , 0.368158 , 0.31963 , 0.248462 , 0.315411 , 0.432214 , 0.28515 , 0.386839 , 0.448822 , 0.326545 , 0.424284 , 0.122598 , 0.194555 , 0.432691 , 0.300483 , 0.321289 , 0.322336 , 0.364571 , 0.392229 , 0.273695 , 0.323642 , 0.369588 , 0.301934 , 0.261545 , 0.263338 , 0.318604 , 0.437792 , 0.329852 , 0.255501 , 0.291619 , 0.328629 , 0.298109 , 0.171188 , 0.240998 , 0.289183 , 0.485956 , 0.183421 , 0.439948 , 0.146597 , 0.450263 , 0.21137 , 0.163734 , 0.28119 , 0.272689 , 0.38038 , 0.262177 , 0.379613 , 0.427456 , 0.414705 , 0.279386 , 0.38236 , 0.429343 , 0.361761 , 0.350845 , 0.346875 , 0.346263 , 0.230507 , 0.388093 , 0.320522 , 0.232549 , 0.28372 , 0.428741 , 0.332029 , 0.29447 , 0.199406 , 0.400305 , 0.431064 , 0.34986 , 0.42503 , 0.368282 , 0.318065 , 0.278816 , 0.224432 , 0.315577 , 0.313877 , 0.319879 , 0.505705 , 0.451414 , 0.398024 , 0.307325 , 0.324607 , 0.256279 , 0.340551 , 0.315971 , 0.437678 , 0.302411 
 827 , 0.287093 , 0.47479 , 0.286006 , 0.304519 , 0.256303 , 0.31344 , 0.319853 , 0.370649 , 0.252863 , 0.343619 , 0.368981 , 0.320205 , 0.248905 , 0.315895 , 0.433007 , 0.285581 , 0.387598 , 0.449335 , 0.327074 , 0.424916 , 0.122956 , 0.195167 , 0.433743 , 0.301235 , 0.321842 , 0.322836 , 0.365023 , 0.393069 , 0.274112 , 0.324183 , 0.370141 , 0.302458 , 0.261949 , 0.26371 , 0.319148 , 0.438529 , 0.330348 , 0.255909 , 0.291942 , 0.329156 , 0.298593 , 0.171525 , 0.24157 , 0.28958 , 0.486632 , 0.18377 , 0.440291 , 0.146805 , 0.450837 , 0.211702 , 0.16392 , 0.28152 , 0.273055 , 0.380916 , 0.26255 , 0.380108 , 0.427941 , 0.41526 , 0.279883 , 0.383029 , 0.430024 , 0.362216 , 0.351368 , 0.347297 , 0.346789 , 0.230796 , 0.38851 , 0.320982 , 0.233013 , 0.284193 , 0.429319 , 0.332502 , 0.294833 , 0.199622 , 0.401005 , 0.431878 , 0.350395 , 0.425766 , 0.368794 , 0.318651 , 0.279116 , 0.224714 , 0.315771 , 0.314185 , 0.320122 , 0.506275 , 0.452039 , 0.398539 , 0.307721 , 0.325002 , 0.256696 , 0.340987 , 0.316361 , 0.438208 , 0.302831 
 828 , 0.287498 , 0.475559 , 0.286391 , 0.304999 , 0.256584 , 0.313817 , 0.320285 , 0.371226 , 0.253345 , 0.344213 , 0.369766 , 0.320741 , 0.24934 , 0.316342 , 0.433767 , 0.28606 , 0.388344 , 0.44984 , 0.327582 , 0.425426 , 0.123314 , 0.19575 , 0.434761 , 0.301936 , 0.322397 , 0.323297 , 0.365451 , 0.393818 , 0.27452 , 0.324756 , 0.370698 , 0.302857 , 0.262328 , 0.264108 , 0.319706 , 0.439232 , 0.330832 , 0.256212 , 0.292269 , 0.329641 , 0.299121 , 0.171801 , 0.242168 , 0.289982 , 0.487316 , 0.184117 , 0.440691 , 0.147004 , 0.451372 , 0.212071 , 0.164101 , 0.281806 , 0.273464 , 0.381472 , 0.262939 , 0.380561 , 0.428417 , 0.415821 , 0.280367 , 0.383707 , 0.430652 , 0.362625 , 0.351913 , 0.347743 , 0.347339 , 0.231052 , 0.388902 , 0.321445 , 0.233422 , 0.284662 , 0.429886 , 0.332953 , 0.295271 , 0.199848 , 0.401694 , 0.432733 , 0.350878 , 0.426326 , 0.369321 , 0.319219 , 0.279426 , 0.224977 , 0.31599 , 0.314541 , 0.320379 , 0.506876 , 0.452614 , 0.398983 , 0.308145 , 0.325346 , 0.257112 , 0.341367 , 0.316777 , 0.438766 , 0.303188 
