MAY26LOF00011.spu,MAY26LOF00010.spu,MAY26LOF00009.spu,
Wavelength,MAY26LOF00027.spu,MAY26LOF00028.spu,MAY26LOF00029.spu,MAY26LOF00030.spu,MAY26LOF00031.spu,MAY26LOF00032.spu,MAY26LOF00033.spu,MAY26LOF00034.spu,MAY26LOF00035.spu,MAY26LOF00036.spu,MAY26LOF00037.spu,MAY26LOF00038.spu,MAY26LOF00039.spu,MAY26LOF00040.spu,MAY26LOF00041.spu,MAY26LOF00042.spu,MAY26LOF00043.spu,MAY26LOF00044.spu,MAY26LOF00045.spu,MAY26LOF00046.spu,MAY26LOF00047.spu,MAY26LOF00048.spu,MAY26LOF00049.spu,MAY26LOF00050.spu,MAY26LOF00051.spu,MAY26LOF00052.spu,MAY26LOF00053.spu,MAY26LOF00054.spu,MAY26LOF00055.spu,MAY26LOF00056.spu,MAY26LOF00057.spu,MAY26LOF00058.spu,MAY26LOF00059.spu,MAY26LOF00060.spu,MAY26LOF00061.spu,MAY26LOF00062.spu,MAY26LOF00063.spu,MAY26LOF00064.spu,MAY26LOF00065.spu,MAY26LOF00066.spu,MAY26LOF00067.spu,MAY26LOF00068.spu,MAY26LOF00069.spu,MAY26LOF00070.spu,MAY26LOF00071.spu,MAY26LOF00072.spu,MAY26LOF00073.spu,MAY26LOF00074.spu,MAY26LOF00075.spu,MAY26LOF00076.spu,MAY26LOF00077.spu,MAY26LOF00078.spu,MAY26LOF00079.spu,MAY26LOF00080.spu,MAY26LOF00081.spu,MAY26LOF00082.spu,MAY26LOF00083.spu,MAY26LOF00084.spu,MAY26LOF00085.spu,MAY26LOF00086.spu,MAY26LOF00087.spu,MAY26LOF00088.spu,MAY26LOF00089.spu,MAY26LOF00090.spu,MAY26LOF00091.spu,MAY26LOF00092.spu,MAY26LOF00093.spu,MAY26LOF00094.spu,MAY26LOF00095.spu,MAY26LOF00096.spu,MAY26LOF00097.spu,MAY26LOF00098.spu,MAY26LOF00099.spu,MAY26LOF00100.spu,MAY26LOF00101.spu,MAY26LOF00102.spu,MAY26LOF00103.spu,MAY26LOF00104.spu,MAY26LOF00105.spu,MAY26LOF00106.spu,MAY26LOF00107.spu,MAY26LOF00108.spu,MAY26LOF00109.spu,MAY26LOF00110.spu,MAY26LOF00111.spu,MAY26LOF00112.spu,MAY26LOF00113.spu,MAY26LOF00114.spu,MAY26LOF00115.spu,MAY26LOF00116.spu,MAY26LOF00117.spu,MAY26LOF00118.spu,MAY26LOF00119.spu,MAY26LOF00120.spu,MAY26LOF00121.spu,MAY26LOF00122.spu,MAY26LOF00123.spu,MAY26LOF00124.spu,MAY26LOF00125.spu,MAY26LOF00126.spu
 632 , 0.124051 , 0.079936 , 0.119797 , 0.096418 , 0.096115 , 0.103042 , 0.108364 , 0.109907 , 0.092462 , 0.090856 , 0.101337 , 0.111723 , 0.121162 , 0.103812 , 0.108338 , 0.085116 , 0.084541 , 0.078753 , 0.086723 , 0.084357 , 0.072961 , 0.075133 , 0.062883 , 0.068964 , 0.083525 , 0.064919 , 0.07789 , 0.074238 , 0.073966 , 0.085325 , 0.087554 , 0.077419 , 0.080376 , 0.079512 , 0.086503 , 0.095827 , 0.11436 , 0.082385 , 0.083494 , 0.096769 , 0.100651 , 0.129895 , 0.106423 , 0.120655 , 0.091693 , 0.110603 , 0.110839 , 0.082782 , 0.075724 , 0.086848 , 0.099406 , 0.075269 , 0.085163 , 0.077885 , 0.070716 , 0.080056 , 0.072119 , 0.087084 , 0.073725 , 0.069377 , 0.095361 , 0.082207 , 0.115103 , 0.096643 , 0.089883 , 0.171624 , 0.132187 , 0.161892 , 0.136357 , 0.108646 , 0.076462 , 0.07406 , 0.092049 , 0.069644 , 0.06111 , 0.072616 , 0.088972 , 0.07552 , 0.118415 , 0.073118 , 0.062099 , 0.089391 , 0.07293 , 0.080203 , 0.081501 , 0.133364 , 0.098025 , 0.10107 , 0.082092 , 0.103702 , 0.100541 , 0.138116 , 0.127614 , 0.149109 , 0.172576 , 0.082652 , 0.090725 , 0.059791 , 0.061502 , 0.066222 
 633 , 0.124514 , 0.080197 , 0.120306 , 0.096735 , 0.096463 , 0.103296 , 0.108678 , 0.110193 , 0.09268 , 0.091092 , 0.101509 , 0.112058 , 0.121527 , 0.104166 , 0.108558 , 0.085338 , 0.084777 , 0.079013 , 0.086926 , 0.084625 , 0.07318 , 0.075345 , 0.063088 , 0.069224 , 0.083808 , 0.065168 , 0.078258 , 0.074574 , 0.074286 , 0.085689 , 0.087743 , 0.077656 , 0.08059 , 0.079736 , 0.086805 , 0.096049 , 0.114694 , 0.082545 , 0.083813 , 0.097139 , 0.100985 , 0.130315 , 0.106671 , 0.121035 , 0.091983 , 0.110869 , 0.111146 , 0.08298 , 0.075979 , 0.08713 , 0.099733 , 0.075418 , 0.085396 , 0.078122 , 0.070875 , 0.08025 , 0.07229 , 0.087371 , 0.073956 , 0.069523 , 0.095593 , 0.082466 , 0.115443 , 0.096898 , 0.090217 , 0.17219 , 0.132589 , 0.162459 , 0.136839 , 0.108846 , 0.076608 , 0.074286 , 0.092266 , 0.069764 , 0.061259 , 0.072819 , 0.089132 , 0.075628 , 0.118666 , 0.073369 , 0.062202 , 0.089755 , 0.073144 , 0.080485 , 0.08167 , 0.133737 , 0.098271 , 0.101363 , 0.082278 , 0.104025 , 0.100933 , 0.138558 , 0.128057 , 0.149657 , 0.173097 , 0.082917 , 0.090982 , 0.059991 , 0.06161 , 0.066504 
 634 , 0.124964 , 0.080444 , 0.120815 , 0.097036 , 0.096821 , 0.10353 , 0.108975 , 0.110428 , 0.092881 , 0.091302 , 0.101678 , 0.112364 , 0.12189 , 0.104501 , 0.108792 , 0.085543 , 0.085002 , 0.079242 , 0.087101 , 0.084897 , 0.073367 , 0.075549 , 0.06328 , 0.069485 , 0.084084 , 0.065404 , 0.078613 , 0.074909 , 0.074589 , 0.086041 , 0.087893 , 0.077889 , 0.080769 , 0.079935 , 0.087022 , 0.096275 , 0.115018 , 0.082668 , 0.084116 , 0.097482 , 0.101306 , 0.130729 , 0.106924 , 0.121392 , 0.092278 , 0.111152 , 0.111472 , 0.083161 , 0.076242 , 0.087373 , 0.100005 , 0.07556 , 0.085611 , 0.078319 , 0.071001 , 0.080407 , 0.072465 , 0.087615 , 0.074154 , 0.069658 , 0.095808 , 0.082705 , 0.115763 , 0.09712 , 0.090505 , 0.172748 , 0.132996 , 0.162986 , 0.137297 , 0.109091 , 0.076787 , 0.074521 , 0.09253 , 0.069952 , 0.061402 , 0.072995 , 0.089246 , 0.075754 , 0.118974 , 0.073603 , 0.062288 , 0.09007 , 0.073325 , 0.080732 , 0.08186 , 0.134144 , 0.098515 , 0.101652 , 0.082453 , 0.10437 , 0.101322 , 0.139028 , 0.128516 , 0.150244 , 0.173629 , 0.083187 , 0.091271 , 0.060195 , 0.061727 , 0.066747 
 635 , 0.125396 , 0.080643 , 0.121311 , 0.097323 , 0.097181 , 0.103717 , 0.109214 , 0.110564 , 0.093044 , 0.091464 , 0.101822 , 0.112585 , 0.12224 , 0.104794 , 0.109062 , 0.085715 , 0.085211 , 0.079425 , 0.087216 , 0.085174 , 0.073466 , 0.075729 , 0.063422 , 0.069733 , 0.084339 , 0.06558 , 0.078937 , 0.075219 , 0.074836 , 0.086397 , 0.087956 , 0.078139 , 0.080863 , 0.080081 , 0.087011 , 0.096525 , 0.115326 , 0.08269 , 0.08436 , 0.097727 , 0.101575 , 0.131139 , 0.107177 , 0.12171 , 0.092545 , 0.11142 , 0.111813 , 0.083331 , 0.076495 , 0.087531 , 0.100179 , 0.075687 , 0.085762 , 0.07838 , 0.071072 , 0.08048 , 0.072647 , 0.087773 , 0.074274 , 0.069759 , 0.095973 , 0.082911 , 0.11604 , 0.097265 , 0.090718 , 0.173267 , 0.133371 , 0.163412 , 0.137723 , 0.109388 , 0.077073 , 0.074742 , 0.092892 , 0.070269 , 0.061532 , 0.073119 , 0.089237 , 0.075886 , 0.119395 , 0.073791 , 0.062325 , 0.090224 , 0.073424 , 0.080879 , 0.082076 , 0.134562 , 0.098751 , 0.101906 , 0.082554 , 0.10471 , 0.101738 , 0.139582 , 0.128976 , 0.150854 , 0.174207 , 0.083504 , 0.091647 , 0.060398 , 0.061879 , 0.066898 
 636 , 0.125828 , 0.080842 , 0.121808 , 0.097602 , 0.097539 , 0.103908 , 0.109452 , 0.110693 , 0.093203 , 0.091626 , 0.101964 , 0.112805 , 0.122591 , 0.10508 , 0.109332 , 0.085882 , 0.085415 , 0.079602 , 0.087328 , 0.085451 , 0.073564 , 0.075908 , 0.063574 , 0.06998 , 0.084595 , 0.065754 , 0.079255 , 0.075524 , 0.075077 , 0.086749 , 0.088016 , 0.078383 , 0.080948 , 0.080228 , 0.086996 , 0.096777 , 0.115627 , 0.082708 , 0.084605 , 0.097975 , 0.101843 , 0.131551 , 0.107429 , 0.122023 , 0.092809 , 0.111681 , 0.112148 , 0.083502 , 0.076743 , 0.08769 , 0.100355 , 0.075813 , 0.085909 , 0.078436 , 0.071141 , 0.080548 , 0.072823 , 0.087927 , 0.074394 , 0.069859 , 0.096135 , 0.083123 , 0.116311 , 0.097402 , 0.090927 , 0.173783 , 0.133742 , 0.163834 , 0.138152 , 0.109678 , 0.077363 , 0.074957 , 0.09325 , 0.070584 , 0.061655 , 0.073249 , 0.08923 , 0.076013 , 0.119811 , 0.073979 , 0.062365 , 0.090376 , 0.073522 , 0.081026 , 0.082293 , 0.134977 , 0.098984 , 0.102147 , 0.082645 , 0.105043 , 0.102158 , 0.140143 , 0.129428 , 0.151458 , 0.174786 , 0.083822 , 0.092036 , 0.060599 , 0.062023 , 0.067053 
 637 , 0.126261 , 0.081042 , 0.122305 , 0.097881 , 0.097897 , 0.104094 , 0.109691 , 0.110827 , 0.093368 , 0.091795 , 0.102105 , 0.113021 , 0.122942 , 0.105372 , 0.109601 , 0.086056 , 0.085619 , 0.07978 , 0.087439 , 0.085729 , 0.073662 , 0.076087 , 0.06372 , 0.070227 , 0.084851 , 0.065929 , 0.079575 , 0.075835 , 0.075324 , 0.087102 , 0.08807 , 0.078633 , 0.081037 , 0.080374 , 0.086976 , 0.097029 , 0.115924 , 0.082731 , 0.084851 , 0.098218 , 0.102105 , 0.131958 , 0.107687 , 0.122337 , 0.093073 , 0.111937 , 0.112484 , 0.083673 , 0.076992 , 0.087844 , 0.100538 , 0.07594 , 0.08605 , 0.078486 , 0.071216 , 0.080622 , 0.073004 , 0.088081 , 0.074514 , 0.069959 , 0.096298 , 0.083331 , 0.116577 , 0.097544 , 0.091132 , 0.174294 , 0.134115 , 0.164257 , 0.138576 , 0.109964 , 0.077649 , 0.075172 , 0.09361 , 0.070895 , 0.061779 , 0.073378 , 0.089222 , 0.07614 , 0.120227 , 0.074172 , 0.062405 , 0.090532 , 0.07362 , 0.081169 , 0.08251 , 0.135388 , 0.099217 , 0.102395 , 0.082742 , 0.105377 , 0.102579 , 0.140706 , 0.12988 , 0.152058 , 0.175367 , 0.084146 , 0.092421 , 0.0608 , 0.062168 , 0.067202 
 638 , 0.126567 , 0.081188 , 0.122731 , 0.098099 , 0.098205 , 0.104123 , 0.109877 , 0.110784 , 0.093446 , 0.091817 , 0.102036 , 0.113087 , 0.123221 , 0.105524 , 0.109746 , 0.086042 , 0.085747 , 0.079897 , 0.087391 , 0.085868 , 0.073689 , 0.076103 , 0.063766 , 0.070348 , 0.085019 , 0.065984 , 0.079792 , 0.075976 , 0.075528 , 0.087349 , 0.087949 , 0.078764 , 0.080935 , 0.080329 , 0.086885 , 0.097066 , 0.116138 , 0.082648 , 0.084914 , 0.098347 , 0.102225 , 0.132243 , 0.107843 , 0.122541 , 0.093098 , 0.112027 , 0.112607 , 0.083712 , 0.076909 , 0.08797 , 0.100687 , 0.075955 , 0.086068 , 0.078395 , 0.071086 , 0.080571 , 0.073046 , 0.088028 , 0.074543 , 0.069789 , 0.096318 , 0.083401 , 0.116728 , 0.09753 , 0.09118 , 0.174739 , 0.134403 , 0.164605 , 0.13892 , 0.110041 , 0.077768 , 0.075317 , 0.093694 , 0.070901 , 0.0619 , 0.073246 , 0.088998 , 0.076029 , 0.12038 , 0.074221 , 0.062248 , 0.090626 , 0.073452 , 0.081251 , 0.082579 , 0.135547 , 0.099195 , 0.102347 , 0.082653 , 0.105614 , 0.102673 , 0.141028 , 0.130061 , 0.152316 , 0.175841 , 0.084303 , 0.092613 , 0.06073 , 0.062122 , 0.067223 
 639 , 0.12687 , 0.081333 , 0.123164 , 0.098305 , 0.098516 , 0.104144 , 0.110056 , 0.110748 , 0.093528 , 0.091833 , 0.101958 , 0.113144 , 0.123491 , 0.105669 , 0.109893 , 0.086021 , 0.085868 , 0.080014 , 0.087341 , 0.086005 , 0.073726 , 0.076107 , 0.063812 , 0.070469 , 0.085192 , 0.066035 , 0.080014 , 0.076123 , 0.075727 , 0.087594 , 0.087832 , 0.078889 , 0.080837 , 0.080283 , 0.086813 , 0.097112 , 0.116354 , 0.082569 , 0.084976 , 0.098485 , 0.102354 , 0.132518 , 0.107992 , 0.122742 , 0.093132 , 0.11212 , 0.112733 , 0.083751 , 0.07683 , 0.088096 , 0.100839 , 0.075965 , 0.086095 , 0.078308 , 0.07095 , 0.080526 , 0.073098 , 0.087974 , 0.074566 , 0.069609 , 0.096336 , 0.083471 , 0.116877 , 0.097513 , 0.091231 , 0.175199 , 0.134704 , 0.164958 , 0.139244 , 0.110114 , 0.077886 , 0.075484 , 0.093776 , 0.070902 , 0.062028 , 0.073103 , 0.088782 , 0.075938 , 0.120551 , 0.074275 , 0.062086 , 0.09073 , 0.073272 , 0.081344 , 0.082653 , 0.135702 , 0.09916 , 0.102317 , 0.08259 , 0.105865 , 0.10274 , 0.141324 , 0.130243 , 0.152579 , 0.176339 , 0.084448 , 0.092805 , 0.060656 , 0.06207 , 0.067244 
 640 , 0.127173 , 0.081474 , 0.123593 , 0.098517 , 0.098824 , 0.10417 , 0.110236 , 0.110712 , 0.09361 , 0.091849 , 0.101875 , 0.113202 , 0.123757 , 0.10582 , 0.110035 , 0.086 , 0.085995 , 0.080131 , 0.087291 , 0.086143 , 0.073758 , 0.076117 , 0.063859 , 0.070591 , 0.08536 , 0.066091 , 0.080236 , 0.07627 , 0.075932 , 0.087841 , 0.087708 , 0.079015 , 0.080739 , 0.080242 , 0.086735 , 0.097153 , 0.116571 , 0.082489 , 0.085038 , 0.098623 , 0.102478 , 0.132795 , 0.108147 , 0.122943 , 0.093166 , 0.112208 , 0.112859 , 0.083785 , 0.076751 , 0.088221 , 0.100992 , 0.075979 , 0.086122 , 0.078222 , 0.070813 , 0.08048 , 0.073145 , 0.087925 , 0.074594 , 0.069433 , 0.09636 , 0.083536 , 0.117026 , 0.097502 , 0.091278 , 0.17566 , 0.135 , 0.165316 , 0.139569 , 0.110188 , 0.078005 , 0.075646 , 0.093858 , 0.070903 , 0.062156 , 0.07296 , 0.08856 , 0.075842 , 0.120722 , 0.074324 , 0.061924 , 0.090834 , 0.073092 , 0.081437 , 0.082732 , 0.135856 , 0.099125 , 0.102288 , 0.082526 , 0.106121 , 0.102801 , 0.14162 , 0.130426 , 0.152837 , 0.176839 , 0.084599 , 0.092991 , 0.06058 , 0.062019 , 0.067259 
 641 , 0.127421 , 0.081549 , 0.123987 , 0.098689 , 0.099065 , 0.10413 , 0.110292 , 0.110583 , 0.093576 , 0.091775 , 0.101677 , 0.11319 , 0.123919 , 0.105947 , 0.110085 , 0.085894 , 0.085994 , 0.080182 , 0.08716 , 0.086196 , 0.073697 , 0.076013 , 0.063853 , 0.070667 , 0.085443 , 0.0661 , 0.080394 , 0.076352 , 0.076071 , 0.088045 , 0.087467 , 0.079075 , 0.080558 , 0.079997 , 0.086492 , 0.097131 , 0.116655 , 0.082296 , 0.085046 , 0.098699 , 0.102477 , 0.132994 , 0.108162 , 0.123023 , 0.093242 , 0.112204 , 0.112898 , 0.083743 , 0.07667 , 0.08831 , 0.101052 , 0.075801 , 0.086084 , 0.078015 , 0.070661 , 0.080294 , 0.073109 , 0.087764 , 0.07454 , 0.069173 , 0.096289 , 0.083499 , 0.117116 , 0.097391 , 0.091261 , 0.175999 , 0.135235 , 0.165546 , 0.139808 , 0.11027 , 0.078042 , 0.075716 , 0.09401 , 0.070879 , 0.062126 , 0.07277 , 0.088241 , 0.075716 , 0.120803 , 0.074402 , 0.061649 , 0.0908 , 0.072855 , 0.081438 , 0.082752 , 0.135861 , 0.099054 , 0.102265 , 0.082344 , 0.10618 , 0.102821 , 0.141879 , 0.130541 , 0.153027 , 0.17716 , 0.084702 , 0.093104 , 0.060431 , 0.061803 , 0.067287 
 642 , 0.127655 , 0.081598 , 0.124356 , 0.098851 , 0.099264 , 0.104053 , 0.110307 , 0.110397 , 0.093483 , 0.091669 , 0.101423 , 0.113144 , 0.124033 , 0.106064 , 0.110084 , 0.085745 , 0.08592 , 0.080208 , 0.086991 , 0.086206 , 0.073578 , 0.075854 , 0.063804 , 0.07073 , 0.085475 , 0.06609 , 0.080521 , 0.076405 , 0.076182 , 0.088227 , 0.087166 , 0.07911 , 0.080341 , 0.079667 , 0.086196 , 0.097079 , 0.116682 , 0.082043 , 0.08504 , 0.098755 , 0.102409 , 0.133176 , 0.108105 , 0.123062 , 0.093351 , 0.112237 , 0.112932 , 0.083687 , 0.076607 , 0.088429 , 0.101083 , 0.075546 , 0.086053 , 0.077779 , 0.070539 , 0.080049 , 0.073027 , 0.087543 , 0.074448 , 0.068874 , 0.096172 , 0.083401 , 0.11717 , 0.097265 , 0.091218 , 0.176269 , 0.135457 , 0.16572 , 0.14005 , 0.110413 , 0.078071 , 0.075753 , 0.094178 , 0.070895 , 0.062037 , 0.072587 , 0.087909 , 0.075583 , 0.120856 , 0.074522 , 0.061353 , 0.09072 , 0.072629 , 0.081391 , 0.08277 , 0.135865 , 0.099026 , 0.102303 , 0.082117 , 0.10618 , 0.102892 , 0.142198 , 0.130657 , 0.153267 , 0.17743 , 0.084838 , 0.093223 , 0.060282 , 0.061539 , 0.067357 
 643 , 0.127884 , 0.081646 , 0.124725 , 0.099007 , 0.099469 , 0.103982 , 0.110321 , 0.11021 , 0.093395 , 0.091564 , 0.101168 , 0.113103 , 0.124152 , 0.106175 , 0.110088 , 0.085596 , 0.08584 , 0.080228 , 0.086823 , 0.086212 , 0.073464 , 0.0757 , 0.063759 , 0.070789 , 0.085511 , 0.066085 , 0.080648 , 0.076454 , 0.076289 , 0.08841 , 0.086865 , 0.07914 , 0.080122 , 0.079331 , 0.085899 , 0.097027 , 0.116708 , 0.081789 , 0.085033 , 0.098816 , 0.102347 , 0.133364 , 0.108054 , 0.123096 , 0.093459 , 0.112265 , 0.112965 , 0.083626 , 0.076544 , 0.088548 , 0.10112 , 0.075296 , 0.086026 , 0.077537 , 0.070417 , 0.079804 , 0.072939 , 0.087327 , 0.074351 , 0.068569 , 0.09605 , 0.083303 , 0.117229 , 0.097133 , 0.091171 , 0.176539 , 0.135678 , 0.165894 , 0.140292 , 0.110555 , 0.078099 , 0.075795 , 0.09434 , 0.070911 , 0.061949 , 0.072403 , 0.087576 , 0.07545 , 0.120903 , 0.074643 , 0.061051 , 0.09064 , 0.072408 , 0.081349 , 0.082782 , 0.13587 , 0.098991 , 0.102342 , 0.081885 , 0.106185 , 0.102957 , 0.142517 , 0.130773 , 0.153512 , 0.177707 , 0.08498 , 0.093348 , 0.060133 , 0.061274 , 0.067428 
 644 , 0.128133 , 0.08171 , 0.125086 , 0.099189 , 0.099668 , 0.103906 , 0.110345 , 0.110021 , 0.093287 , 0.091463 , 0.100933 , 0.113063 , 0.124262 , 0.106277 , 0.110095 , 0.085454 , 0.085773 , 0.080285 , 0.086661 , 0.086214 , 0.073356 , 0.075558 , 0.063715 , 0.070846 , 0.085571 , 0.066114 , 0.080811 , 0.076525 , 0.076419 , 0.088602 , 0.086576 , 0.079163 , 0.079907 , 0.079078 , 0.08564 , 0.097004 , 0.116742 , 0.081556 , 0.085034 , 0.098881 , 0.10231 , 0.133546 , 0.108016 , 0.12314 , 0.093521 , 0.11226 , 0.11302 , 0.083571 , 0.076515 , 0.08865 , 0.101178 , 0.075122 , 0.086055 , 0.077328 , 0.070267 , 0.079578 , 0.072862 , 0.087107 , 0.074276 , 0.068267 , 0.095935 , 0.08321 , 0.11729 , 0.096998 , 0.091112 , 0.176805 , 0.135891 , 0.166068 , 0.140555 , 0.110723 , 0.078179 , 0.075871 , 0.094515 , 0.070926 , 0.061881 , 0.072229 , 0.087278 , 0.075308 , 0.120981 , 0.074739 , 0.060769 , 0.090596 , 0.072192 , 0.081343 , 0.082837 , 0.135923 , 0.098976 , 0.102358 , 0.081715 , 0.106219 , 0.103082 , 0.142847 , 0.130898 , 0.153801 , 0.178006 , 0.085167 , 0.093499 , 0.059998 , 0.061078 , 0.067523 
 645 , 0.128412 , 0.081821 , 0.125445 , 0.099403 , 0.099867 , 0.103824 , 0.110387 , 0.109843 , 0.093134 , 0.091371 , 0.100735 , 0.113039 , 0.124358 , 0.106355 , 0.110104 , 0.085336 , 0.08572 , 0.080414 , 0.086508 , 0.08621 , 0.073288 , 0.075434 , 0.063705 , 0.070891 , 0.085709 , 0.066241 , 0.081043 , 0.076665 , 0.076606 , 0.08882 , 0.086306 , 0.079163 , 0.079711 , 0.079008 , 0.085475 , 0.09706 , 0.11681 , 0.081363 , 0.085048 , 0.098961 , 0.102354 , 0.133722 , 0.108022 , 0.123202 , 0.093518 , 0.112155 , 0.113146 , 0.083557 , 0.076595 , 0.088697 , 0.101273 , 0.075104 , 0.086199 , 0.07716 , 0.070049 , 0.079397 , 0.072808 , 0.086886 , 0.07422 , 0.067972 , 0.095835 , 0.083142 , 0.117364 , 0.096841 , 0.091019 , 0.17708 , 0.136092 , 0.166273 , 0.140854 , 0.110962 , 0.078353 , 0.076052 , 0.094849 , 0.070928 , 0.061862 , 0.072078 , 0.087046 , 0.075157 , 0.121136 , 0.07479 , 0.060531 , 0.090641 , 0.071967 , 0.081426 , 0.082971 , 0.136119 , 0.098983 , 0.102312 , 0.081682 , 0.106296 , 0.103318 , 0.143203 , 0.131091 , 0.154176 , 0.178406 , 0.085464 , 0.09372 , 0.059897 , 0.061026 , 0.067673 
 646 , 0.128684 , 0.081935 , 0.125815 , 0.099623 , 0.100071 , 0.103747 , 0.110425 , 0.109662 , 0.092977 , 0.09128 , 0.10053 , 0.113018 , 0.124454 , 0.106435 , 0.110116 , 0.085215 , 0.085669 , 0.080548 , 0.086352 , 0.086202 , 0.073218 , 0.075304 , 0.063697 , 0.07093 , 0.08585 , 0.066364 , 0.081273 , 0.076803 , 0.076792 , 0.08904 , 0.086031 , 0.079166 , 0.079518 , 0.078942 , 0.085301 , 0.097121 , 0.116874 , 0.081177 , 0.085071 , 0.099047 , 0.102397 , 0.133901 , 0.10803 , 0.12327 , 0.093526 , 0.112036 , 0.113279 , 0.083546 , 0.076686 , 0.088741 , 0.101362 , 0.07508 , 0.086352 , 0.076984 , 0.069826 , 0.079214 , 0.072754 , 0.086661 , 0.074168 , 0.067676 , 0.095729 , 0.083076 , 0.117445 , 0.096684 , 0.090928 , 0.177355 , 0.136291 , 0.166478 , 0.141156 , 0.111204 , 0.078526 , 0.076238 , 0.095217 , 0.070925 , 0.061846 , 0.071928 , 0.08681 , 0.075005 , 0.121302 , 0.074845 , 0.060293 , 0.090688 , 0.071736 , 0.081508 , 0.083108 , 0.136328 , 0.098983 , 0.102253 , 0.081652 , 0.106371 , 0.103549 , 0.143567 , 0.131298 , 0.154556 , 0.178816 , 0.085754 , 0.093942 , 0.059797 , 0.060971 , 0.06782 
 647 , 0.128958 , 0.082049 , 0.12618 , 0.099838 , 0.100271 , 0.103663 , 0.110464 , 0.109481 , 0.092824 , 0.09119 , 0.100325 , 0.112996 , 0.124551 , 0.106511 , 0.110122 , 0.0851 , 0.085618 , 0.080676 , 0.086195 , 0.086195 , 0.073149 , 0.075174 , 0.063683 , 0.07097 , 0.085986 , 0.066498 , 0.08151 , 0.076948 , 0.07698 , 0.089266 , 0.085762 , 0.079165 , 0.079325 , 0.078871 , 0.085126 , 0.097178 , 0.116944 , 0.080986 , 0.085089 , 0.099128 , 0.10244 , 0.134081 , 0.108039 , 0.123338 , 0.093529 , 0.111917 , 0.113413 , 0.083534 , 0.076771 , 0.088786 , 0.101457 , 0.075062 , 0.086505 , 0.076803 , 0.069602 , 0.079031 , 0.072701 , 0.086435 , 0.074116 , 0.06738 , 0.095629 , 0.083011 , 0.117521 , 0.096526 , 0.090837 , 0.17763 , 0.136496 , 0.166684 , 0.141459 , 0.111447 , 0.078694 , 0.076419 , 0.095592 , 0.070922 , 0.061829 , 0.071776 , 0.086579 , 0.074848 , 0.121469 , 0.074902 , 0.060056 , 0.090741 , 0.071509 , 0.081595 , 0.083246 , 0.136533 , 0.098984 , 0.102194 , 0.081627 , 0.106452 , 0.103781 , 0.143932 , 0.131512 , 0.154937 , 0.179222 , 0.086051 , 0.094165 , 0.059698 , 0.060916 , 0.067973 
 648 , 0.12915 , 0.082046 , 0.126459 , 0.099918 , 0.100389 , 0.103498 , 0.110374 , 0.109266 , 0.092625 , 0.091036 , 0.100031 , 0.1129 , 0.1245 , 0.106505 , 0.110021 , 0.084914 , 0.085476 , 0.080714 , 0.085979 , 0.086156 , 0.073035 , 0.074983 , 0.063591 , 0.070959 , 0.086022 , 0.066512 , 0.08165 , 0.077011 , 0.077054 , 0.089393 , 0.085487 , 0.07914 , 0.079071 , 0.078632 , 0.084812 , 0.097125 , 0.116913 , 0.080692 , 0.085043 , 0.099062 , 0.102374 , 0.134127 , 0.107955 , 0.123291 , 0.093443 , 0.111765 , 0.113483 , 0.083432 , 0.076561 , 0.088761 , 0.101379 , 0.074919 , 0.086364 , 0.076513 , 0.069311 , 0.078793 , 0.072591 , 0.086166 , 0.073993 , 0.067058 , 0.095381 , 0.082854 , 0.117582 , 0.096269 , 0.090698 , 0.177839 , 0.136674 , 0.166864 , 0.141607 , 0.111465 , 0.07883 , 0.076524 , 0.095702 , 0.070884 , 0.061777 , 0.071526 , 0.086139 , 0.074662 , 0.121515 , 0.074849 , 0.059781 , 0.090591 , 0.071242 , 0.081495 , 0.083084 , 0.136577 , 0.098875 , 0.102166 , 0.081495 , 0.106468 , 0.103824 , 0.144219 , 0.131548 , 0.155038 , 0.179369 , 0.08607 , 0.094123 , 0.059519 , 0.06069 , 0.067994 
