JUL8MAT00050.spu,JUL8MAT00049.spu,JUL8MAT00048.spu,JUL8MAT00047.spu,
Wavelength,JUL8MAT00051.spu,JUL8MAT00052.spu,JUL8MAT00053.spu,JUL8MAT00054.spu,JUL8MAT00055.spu,JUL8MAT00056.spu,JUL8MAT00057.spu,JUL8MAT00058.spu,JUL8MAT00059.spu,JUL8MAT00060.spu,JUL8MAT00061.spu,JUL8MAT00062.spu,JUL8MAT00063.spu,JUL8MAT00064.spu,JUL8MAT00065.spu,JUL8MAT00066.spu,JUL8MAT00067.spu,JUL8MAT00068.spu,JUL8MAT00069.spu,JUL8MAT00070.spu,JUL8MAT00071.spu,JUL8MAT00072.spu,JUL8MAT00073.spu,JUL8MAT00074.spu,JUL8MAT00075.spu,JUL8MAT00076.spu,JUL8MAT00077.spu,JUL8MAT00078.spu,JUL8MAT00079.spu,JUL8MAT00080.spu,JUL8MAT00081.spu,JUL8MAT00082.spu,JUL8MAT00083.spu,JUL8MAT00084.spu,JUL8MAT00085.spu
 1033 , 0.343731 , 0.407694 , 0.149031 , 0.146487 , 0.175933 , 0.327669 , 0.407924 , 0.360775 , 0.263232 , 0.212904 , 0.272783 , 0.274783 , 0.26054 , 0.363025 , 0.249875 , 0.338815 , 0.160607 , 0.24142 , 0.245785 , 0.151653 , 0.269937 , 0.271693 , 0.314241 , 0.323336 , 0.368069 , 0.087434 , 0.250522 , 0.201155 , 0.24765 , 0.142442 , 0.26879 , 0.283795 , 0.269963 , 0.309286 , 0.335835 
 1034 , 0.341297 , 0.400902 , 0.144924 , 0.146431 , 0.174538 , 0.326253 , 0.407526 , 0.357764 , 0.258324 , 0.206652 , 0.268508 , 0.273599 , 0.257972 , 0.359508 , 0.24766 , 0.336455 , 0.157185 , 0.239099 , 0.245384 , 0.148586 , 0.269405 , 0.268828 , 0.311382 , 0.31934 , 0.365774 , 0.084197 , 0.24673 , 0.198213 , 0.245198 , 0.14032 , 0.267552 , 0.280332 , 0.267873 , 0.30672 , 0.332736 
 1035 , 0.33666 , 0.393801 , 0.139376 , 0.143299 , 0.172593 , 0.323918 , 0.404687 , 0.354594 , 0.254207 , 0.20227 , 0.264275 , 0.272224 , 0.254828 , 0.355374 , 0.24494 , 0.332795 , 0.153424 , 0.236633 , 0.244364 , 0.144656 , 0.267206 , 0.265184 , 0.307348 , 0.314637 , 0.363624 , 0.080949 , 0.243378 , 0.194801 , 0.242092 , 0.135907 , 0.265785 , 0.276262 , 0.26558 , 0.304173 , 0.329095 
 1036 , 0.329921 , 0.386857 , 0.13257 , 0.136913 , 0.170081 , 0.320189 , 0.399669 , 0.351361 , 0.251283 , 0.200558 , 0.260543 , 0.270657 , 0.251353 , 0.351164 , 0.24166 , 0.328193 , 0.149693 , 0.234128 , 0.242629 , 0.139917 , 0.263661 , 0.260945 , 0.302894 , 0.309903 , 0.361329 , 0.077854 , 0.241111 , 0.19082 , 0.238503 , 0.12921 , 0.263483 , 0.271811 , 0.263247 , 0.301772 , 0.325521 
 1037 , 0.324194 , 0.381176 , 0.126604 , 0.130949 , 0.167578 , 0.314892 , 0.396597 , 0.348286 , 0.249149 , 0.200647 , 0.258209 , 0.268992 , 0.248735 , 0.349058 , 0.23808 , 0.32524 , 0.147212 , 0.231808 , 0.240785 , 0.135447 , 0.262044 , 0.257463 , 0.301595 , 0.307739 , 0.357525 , 0.075006 , 0.240836 , 0.186342 , 0.235591 , 0.123126 , 0.261183 , 0.268175 , 0.261342 , 0.299649 , 0.324328 
 1038 , 0.31918 , 0.375592 , 0.121067 , 0.125425 , 0.16449 , 0.309712 , 0.393443 , 0.345127 , 0.247034 , 0.200301 , 0.256094 , 0.267202 , 0.246403 , 0.346952 , 0.234568 , 0.322402 , 0.144584 , 0.229566 , 0.23867 , 0.131148 , 0.260592 , 0.254135 , 0.30011 , 0.305488 , 0.353364 , 0.072318 , 0.240533 , 0.181716 , 0.232743 , 0.116697 , 0.258678 , 0.264918 , 0.259048 , 0.297379 , 0.323161 
 1039 , 0.318458 , 0.371539 , 0.118678 , 0.123337 , 0.159468 , 0.306102 , 0.390648 , 0.342335 , 0.245522 , 0.198093 , 0.255478 , 0.265243 , 0.245917 , 0.345358 , 0.232059 , 0.320768 , 0.141982 , 0.228221 , 0.235847 , 0.128531 , 0.260316 , 0.25227 , 0.298184 , 0.303372 , 0.348509 , 0.070981 , 0.240213 , 0.177463 , 0.230901 , 0.110396 , 0.255834 , 0.26402 , 0.255522 , 0.294931 , 0.322436 
 1040 , 0.315381 , 0.368865 , 0.116268 , 0.119692 , 0.155157 , 0.301658 , 0.386165 , 0.33683 , 0.242445 , 0.193117 , 0.252266 , 0.262431 , 0.242076 , 0.340738 , 0.229467 , 0.31456 , 0.138265 , 0.223637 , 0.231701 , 0.125458 , 0.256213 , 0.249905 , 0.292989 , 0.299723 , 0.34632 , 0.069027 , 0.236857 , 0.172081 , 0.227653 , 0.102863 , 0.251292 , 0.262323 , 0.250834 , 0.292041 , 0.318735 
 1041 , 0.311924 , 0.366133 , 0.113695 , 0.115706 , 0.150583 , 0.296889 , 0.381238 , 0.330772 , 0.239045 , 0.187611 , 0.248631 , 0.25937 , 0.237759 , 0.335597 , 0.226702 , 0.307659 , 0.134205 , 0.218561 , 0.227205 , 0.122174 , 0.251521 , 0.247339 , 0.287207 , 0.295705 , 0.344204 , 0.066902 , 0.233023 , 0.166306 , 0.22406 , 0.094706 , 0.24634 , 0.260446 , 0.245773 , 0.288932 , 0.314547 
 1042 , 0.307263 , 0.365764 , 0.109925 , 0.115217 , 0.144569 , 0.294336 , 0.37819 , 0.32886 , 0.231038 , 0.180191 , 0.243058 , 0.254506 , 0.231837 , 0.329901 , 0.222165 , 0.301336 , 0.129363 , 0.211891 , 0.221778 , 0.119603 , 0.245621 , 0.243159 , 0.281542 , 0.291448 , 0.343526 , 0.064707 , 0.227033 , 0.161406 , 0.220109 , 0.087706 , 0.242753 , 0.256575 , 0.243464 , 0.285762 , 0.31029 
 1043 , 0.305192 , 0.363897 , 0.105858 , 0.115739 , 0.137296 , 0.29563 , 0.377035 , 0.329385 , 0.22413 , 0.174227 , 0.23824 , 0.250584 , 0.22841 , 0.326325 , 0.218073 , 0.299497 , 0.124508 , 0.207475 , 0.21813 , 0.117631 , 0.240595 , 0.238646 , 0.277971 , 0.286702 , 0.340821 , 0.062508 , 0.222105 , 0.157628 , 0.216339 , 0.080491 , 0.24003 , 0.252787 , 0.242666 , 0.283876 , 0.306513 
 1044 , 0.304757 , 0.360873 , 0.101518 , 0.11669 , 0.129104 , 0.299362 , 0.376924 , 0.331235 , 0.21787 , 0.16899 , 0.233845 , 0.247221 , 0.226501 , 0.323987 , 0.214208 , 0.300407 , 0.119505 , 0.204367 , 0.215488 , 0.115913 , 0.235998 , 0.23387 , 0.275559 , 0.281534 , 0.336605 , 0.060237 , 0.217762 , 0.154334 , 0.212558 , 0.072778 , 0.237667 , 0.249062 , 0.242616 , 0.282744 , 0.302929 
 1045 , 0.304202 , 0.356998 , 0.09891 , 0.113077 , 0.126408 , 0.29918 , 0.376762 , 0.328733 , 0.215758 , 0.163256 , 0.229862 , 0.244572 , 0.225535 , 0.32306 , 0.210525 , 0.301624 , 0.115017 , 0.202529 , 0.21274 , 0.112484 , 0.231553 , 0.229575 , 0.2735 , 0.277342 , 0.333117 , 0.056829 , 0.214176 , 0.151884 , 0.208445 , 0.066848 , 0.235714 , 0.245567 , 0.241017 , 0.281694 , 0.30006 
 1046 , 0.302487 , 0.353708 , 0.097243 , 0.10601 , 0.126896 , 0.294421 , 0.375583 , 0.322511 , 0.215071 , 0.156071 , 0.225632 , 0.242095 , 0.22419 , 0.322607 , 0.206482 , 0.301357 , 0.110445 , 0.201211 , 0.208703 , 0.107574 , 0.226787 , 0.225198 , 0.270338 , 0.274237 , 0.329269 , 0.052543 , 0.210304 , 0.149345 , 0.203591 , 0.061834 , 0.233468 , 0.242421 , 0.237737 , 0.279814 , 0.297694 
 1047 , 0.298494 , 0.352602 , 0.095181 , 0.097797 , 0.126766 , 0.285448 , 0.37233 , 0.314258 , 0.211752 , 0.146507 , 0.220292 , 0.238997 , 0.220808 , 0.321265 , 0.201378 , 0.297578 , 0.104988 , 0.19924 , 0.202117 , 0.101806 , 0.221069 , 0.219917 , 0.264364 , 0.272001 , 0.323645 , 0.047832 , 0.204758 , 0.145483 , 0.197605 , 0.056265 , 0.230049 , 0.23962 , 0.232995 , 0.276086 , 0.295382 
 1048 , 0.293509 , 0.350542 , 0.092182 , 0.089845 , 0.124824 , 0.278256 , 0.368867 , 0.305876 , 0.207793 , 0.137374 , 0.215587 , 0.236147 , 0.2166 , 0.318838 , 0.196078 , 0.293136 , 0.099692 , 0.196483 , 0.195749 , 0.096405 , 0.214834 , 0.214188 , 0.258614 , 0.270182 , 0.316311 , 0.042874 , 0.198807 , 0.141059 , 0.190652 , 0.050954 , 0.225782 , 0.236249 , 0.227966 , 0.271347 , 0.292883 
 1049 , 0.286795 , 0.346469 , 0.087409 , 0.08303 , 0.119298 , 0.275478 , 0.365296 , 0.297981 , 0.202868 , 0.129887 , 0.212573 , 0.234085 , 0.210973 , 0.314355 , 0.190829 , 0.287648 , 0.095201 , 0.19224 , 0.190402 , 0.092234 , 0.2081 , 0.208087 , 0.253884 , 0.269361 , 0.306024 , 0.037786 , 0.19241 , 0.135816 , 0.182221 , 0.046638 , 0.220139 , 0.231971 , 0.22278 , 0.264844 , 0.290202 
 1050 , 0.279277 , 0.338425 , 0.082093 , 0.077144 , 0.115355 , 0.272697 , 0.36167 , 0.292204 , 0.199793 , 0.122386 , 0.208606 , 0.230954 , 0.205031 , 0.310488 , 0.185204 , 0.282011 , 0.091696 , 0.186126 , 0.186565 , 0.087788 , 0.20293 , 0.204949 , 0.252142 , 0.266261 , 0.298395 , 0.032704 , 0.183636 , 0.131431 , 0.173613 , 0.04205 , 0.216917 , 0.227743 , 0.218084 , 0.258308 , 0.286596 
 1051 , 0.27135 , 0.330179 , 0.076414 , 0.070847 , 0.110812 , 0.269558 , 0.357444 , 0.286227 , 0.196291 , 0.114824 , 0.204347 , 0.227442 , 0.198792 , 0.306207 , 0.179433 , 0.276178 , 0.087905 , 0.179715 , 0.18248 , 0.082996 , 0.197438 , 0.201513 , 0.250067 , 0.262825 , 0.290333 , 0.027277 , 0.1745 , 0.126585 , 0.164613 , 0.037038 , 0.213405 , 0.223129 , 0.213054 , 0.25159 , 0.282453 
 1052 , 0.264354 , 0.326358 , 0.070594 , 0.066034 , 0.101674 , 0.263711 , 0.347787 , 0.284598 , 0.189518 , 0.114725 , 0.198875 , 0.221271 , 0.193261 , 0.300368 , 0.177484 , 0.273163 , 0.084512 , 0.174782 , 0.179218 , 0.077107 , 0.19386 , 0.19807 , 0.244902 , 0.257011 , 0.284735 , 0.023051 , 0.165481 , 0.11994 , 0.158525 , 0.030182 , 0.20953 , 0.217466 , 0.20774 , 0.248727 , 0.273237 
 1053 , 0.261259 , 0.328347 , 0.065187 , 0.060687 , 0.09191 , 0.258579 , 0.336909 , 0.282909 , 0.182443 , 0.115423 , 0.197075 , 0.215746 , 0.189541 , 0.293123 , 0.176385 , 0.272177 , 0.079795 , 0.171194 , 0.175008 , 0.071625 , 0.18865 , 0.192302 , 0.238811 , 0.253643 , 0.279643 , 0.018397 , 0.160338 , 0.1127 , 0.152685 , 0.023189 , 0.205968 , 0.210848 , 0.203775 , 0.248539 , 0.266506 
 1054 , 0.259363 , 0.332691 , 0.059533 , 0.054814 , 0.081301 , 0.253422 , 0.325111 , 0.281075 , 0.174852 , 0.116447 , 0.196483 , 0.210122 , 0.186241 , 0.284997 , 0.175519 , 0.271868 , 0.074425 , 0.167864 , 0.170251 , 0.065891 , 0.182594 , 0.185399 , 0.232022 , 0.250954 , 0.274399 , 0.013353 , 0.156163 , 0.10484 , 0.146606 , 0.015566 , 0.202287 , 0.203558 , 0.200042 , 0.249321 , 0.26023 
 1055 , 0.262925 , 0.333819 , 0.055376 , 0.051223 , 0.077961 , 0.249575 , 0.318762 , 0.275242 , 0.168849 , 0.109731 , 0.194697 , 0.204816 , 0.184248 , 0.280983 , 0.173009 , 0.271668 , 0.069281 , 0.163189 , 0.165816 , 0.061615 , 0.177872 , 0.180861 , 0.227699 , 0.246723 , 0.269949 , 0.009552 , 0.152647 , 0.097246 , 0.140043 , 0.01269 , 0.199081 , 0.197437 , 0.196901 , 0.249064 , 0.256611 
 1056 , 0.264785 , 0.329414 , 0.050663 , 0.047826 , 0.076184 , 0.246418 , 0.315927 , 0.266934 , 0.162409 , 0.099743 , 0.189824 , 0.198784 , 0.182025 , 0.278707 , 0.168867 , 0.269188 , 0.064181 , 0.156821 , 0.161993 , 0.05691 , 0.173239 , 0.177026 , 0.22348 , 0.24073 , 0.265698 , 0.005961 , 0.147438 , 0.089137 , 0.133026 , 0.011121 , 0.194997 , 0.191724 , 0.192712 , 0.245585 , 0.251994 
 1057 , 0.262104 , 0.319269 , 0.044745 , 0.043756 , 0.073436 , 0.243552 , 0.315337 , 0.257016 , 0.154729 , 0.0886 , 0.181565 , 0.191654 , 0.178962 , 0.276972 , 0.163322 , 0.263748 , 0.058958 , 0.148813 , 0.158716 , 0.051131 , 0.168132 , 0.173077 , 0.218335 , 0.233067 , 0.261313 , 0.00209 , 0.139787 , 0.080174 , 0.125507 , 0.009267 , 0.189571 , 0.185967 , 0.186925 , 0.238464 , 0.244992 
 1058 , 0.252898 , 0.308159 , 0.036501 , 0.039382 , 0.068045 , 0.23705 , 0.313276 , 0.247285 , 0.145766 , 0.07489 , 0.172345 , 0.185332 , 0.172977 , 0.273049 , 0.155884 , 0.255914 , 0.052975 , 0.141305 , 0.153819 , 0.045498 , 0.160824 , 0.166689 , 0.212555 , 0.225388 , 0.25486 , 0 , 0.132651 , 0.070778 , 0.117961 , 0.00714 , 0.182666 , 0.182831 , 0.180429 , 0.228985 , 0.238147 
 1059 , 0.236836 , 0.295687 , 0.025858 , 0.034722 , 0.05986 , 0.225651 , 0.308208 , 0.237598 , 0.135416 , 0.05824 , 0.16232 , 0.179884 , 0.163191 , 0.265857 , 0.146529 , 0.245579 , 0.046197 , 0.134177 , 0.146631 , 0.040133 , 0.15096 , 0.157411 , 0.205996 , 0.217761 , 0.24495 , 0 , 0.126015 , 0.060997 , 0.110283 , 0.004716 , 0.173777 , 0.182447 , 0.172635 , 0.21752 , 0.231195 
 1060 , 0.221581 , 0.280515 , 0.015002 , 0.029801 , 0.051707 , 0.209862 , 0.2961 , 0.225614 , 0.124166 , 0.039768 , 0.152501 , 0.173198 , 0.150362 , 0.254253 , 0.137279 , 0.23517 , 0.038845 , 0.125232 , 0.136724 , 0.034686 , 0.139882 , 0.146704 , 0.198363 , 0.209403 , 0.228724 , 0 , 0.117969 , 0.050397 , 0.100978 , 0.002139 , 0.16245 , 0.180067 , 0.161604 , 0.208069 , 0.222057 
 1061 , 0.207189 , 0.266692 , 0.005676 , 0.024193 , 0.042961 , 0.194261 , 0.282326 , 0.213691 , 0.113974 , 0.024644 , 0.142607 , 0.16578 , 0.137505 , 0.242482 , 0.127664 , 0.224176 , 0.031532 , 0.116019 , 0.127078 , 0.028996 , 0.128467 , 0.135109 , 0.190231 , 0.201278 , 0.211887 , 0 , 0.110173 , 0.039768 , 0.091656 , 0 , 0.151564 , 0.175897 , 0.150749 , 0.198355 , 0.211922 
 1062 , 0.199132 , 0.259978 , 0.003915 , 0.016634 , 0.033429 , 0.181896 , 0.264025 , 0.204188 , 0.109832 , 0.026069 , 0.134251 , 0.156824 , 0.126249 , 0.231885 , 0.118642 , 0.212682 , 0.02572 , 0.106892 , 0.120219 , 0.023289 , 0.11757 , 0.121996 , 0.181712 , 0.195859 , 0.195125 , 0 , 0.104627 , 0.031228 , 0.083929 , 0 , 0.144144 , 0.16533 , 0.141765 , 0.189668 , 0.199338 
 1063 , 0.19124 , 0.261404 , 0.002144 , 0.009011 , 0.023615 , 0.173006 , 0.251523 , 0.197444 , 0.108005 , 0.02796 , 0.127794 , 0.147967 , 0.118371 , 0.225764 , 0.109835 , 0.20562 , 0.019847 , 0.100737 , 0.113969 , 0.017714 , 0.108136 , 0.111058 , 0.173429 , 0.192915 , 0.184333 , 0 , 0.101481 , 0.022374 , 0.077763 , 0 , 0.139905 , 0.156167 , 0.137578 , 0.179633 , 0.192218 
 1064 , 0.182875 , 0.264146 , 0.000166 , 0.000698 , 0.012957 , 0.163823 , 0.238775 , 0.19052 , 0.106327 , 0.030077 , 0.121006 , 0.138606 , 0.11021 , 0.219774 , 0.100335 , 0.198548 , 0.013483 , 0.094422 , 0.107397 , 0.011613 , 0.098128 , 0.099231 , 0.164635 , 0.19004 , 0.173155 , 0 , 0.098368 , 0.012717 , 0.071173 , 0 , 0.135741 , 0.146566 , 0.133683 , 0.168843 , 0.185202 
 1065 , 0.179454 , 0.263692 , 0 , 0 , 0.008997 , 0.163107 , 0.236586 , 0.185754 , 0.099296 , 0.023936 , 0.121698 , 0.125618 , 0.10622 , 0.215518 , 0.097347 , 0.197716 , 0.009662 , 0.085941 , 0.101471 , 0.008344 , 0.094195 , 0.09244 , 0.158869 , 0.184396 , 0.169145 , 0 , 0.091525 , 0.008895 , 0.063294 , 0 , 0.129861 , 0.135757 , 0.131076 , 0.163624 , 0.18138 
 1066 , 0.180012 , 0.261722 , 0 , 0 , 0.0054 , 0.161615 , 0.234465 , 0.180786 , 0.090177 , 0.016445 , 0.123381 , 0.112546 , 0.101251 , 0.213359 , 0.094189 , 0.196555 , 0.005799 , 0.0759 , 0.095839 , 0.004991 , 0.090359 , 0.083604 , 0.148732 , 0.175346 , 0.163055 , 0 , 0.082631 , 0.005343 , 0.053308 , 0 , 0.122584 , 0.125099 , 0.127028 , 0.160329 , 0.17579 
 1067 , 0.183339 , 0.258673 , 0 , 0 , 0.001487 , 0.158894 , 0.231547 , 0.175298 , 0.079679 , 0.008305 , 0.125322 , 0.099126 , 0.095136 , 0.212514 , 0.09039 , 0.194612 , 0.001601 , 0.064624 , 0.09016 , 0.00136 , 0.086056 , 0.072947 , 0.135992 , 0.163922 , 0.154646 , 0 , 0.072355 , 0.001475 , 0.041946 , 0 , 0.114175 , 0.114129 , 0.121717 , 0.157952 , 0.168485 
 1068 , 0.182882 , 0.252661 , 0 , 0 , 0 , 0.149924 , 0.229486 , 0.167538 , 0.066418 , 0.004297 , 0.121217 , 0.089235 , 0.086815 , 0.209522 , 0.08469 , 0.18931 , 0 , 0.056739 , 0.081583 , 0 , 0.079377 , 0.065494 , 0.120726 , 0.15466 , 0.142117 , 0 , 0.063958 , 0 , 0.035383 , 0 , 0.105711 , 0.106866 , 0.114327 , 0.152604 , 0.163507 
 1069 , 0.177036 , 0.24336 , 0 , 0 , 0 , 0.137133 , 0.227327 , 0.157806 , 0.050964 , 0.002765 , 0.111637 , 0.08057 , 0.076661 , 0.201244 , 0.07761 , 0.181135 , 0 , 0.050423 , 0.07032 , 0 , 0.070711 , 0.06019 , 0.107619 , 0.146498 , 0.126429 , 0 , 0.056425 , 0 , 0.031722 , 0 , 0.096408 , 0.101076 , 0.105261 , 0.143854 , 0.159588 
 1070 , 0.164179 , 0.230485 , 0 , 0 , 0 , 0.123941 , 0.223591 , 0.146671 , 0.034322 , 0.001113 , 0.098336 , 0.069863 , 0.065339 , 0.183917 , 0.069913 , 0.170956 , 0 , 0.043034 , 0.05717 , 0 , 0.060827 , 0.055375 , 0.101725 , 0.137791 , 0.109173 , 0 , 0.048217 , 0 , 0.02816 , 0 , 0.085279 , 0.093315 , 0.095132 , 0.131501 , 0.154773 
 1071 , 0.150265 , 0.215305 , 0 , 0 , 0 , 0.110412 , 0.217025 , 0.131573 , 0.02166 , 0 , 0.084221 , 0.058958 , 0.055257 , 0.166656 , 0.060374 , 0.157389 , 0 , 0.035599 , 0.045545 , 0 , 0.050369 , 0.049072 , 0.094628 , 0.126331 , 0.090428 , 0 , 0.040407 , 0 , 0.023201 , 0 , 0.072664 , 0.084432 , 0.083119 , 0.117769 , 0.148013 
 1072 , 0.13492 , 0.196483 , 0 , 0 , 0 , 0.096949 , 0.205365 , 0.109478 , 0.017117 , 0 , 0.069021 , 0.047957 , 0.047946 , 0.149935 , 0.047741 , 0.137994 , 0 , 0.028269 , 0.037009 , 0 , 0.039233 , 0.040173 , 0.085481 , 0.110198 , 0.069841 , 0 , 0.033683 , 0 , 0.015793 , 0 , 0.0577 , 0.073803 , 0.068033 , 0.101947 , 0.137916 
 1073 , 0.12082 , 0.180386 , 0 , 0 , 0 , 0.08318 , 0.192686 , 0.084922 , 0.012527 , 0 , 0.054816 , 0.038794 , 0.041516 , 0.138992 , 0.035014 , 0.120032 , 0 , 0.021587 , 0.029428 , 0 , 0.028316 , 0.030852 , 0.067444 , 0.09782 , 0.047912 , 0 , 0.02686 , 0 , 0.008096 , 0 , 0.043909 , 0.063288 , 0.053027 , 0.088999 , 0.129562 
 1074 , 0.105959 , 0.163469 , 0 , 0 , 0 , 0.069232 , 0.178574 , 0.060457 , 0.007768 , 0 , 0.04044 , 0.028702 , 0.034707 , 0.127308 , 0.021749 , 0.10087 , 0 , 0.014519 , 0.021275 , 0 , 0.017055 , 0.020715 , 0.049178 , 0.083362 , 0.025058 , 0 , 0.019719 , 0 , 0 , 0 , 0.029443 , 0.052518 , 0.037536 , 0.075461 , 0.120403 
 1075 , 0.0922 , 0.154118 , 0 , 0 , 0 , 0.067279 , 0.156102 , 0.055837 , 0.005456 , 0 , 0.035785 , 0.020583 , 0.031726 , 0.11754 , 0.015332 , 0.089737 , 0 , 0.01026 , 0.01508 , 0 , 0.014482 , 0.014918 , 0.042348 , 0.064108 , 0.017806 , 0 , 0.013699 , 0 , 0 , 0 , 0.024264 , 0.047163 , 0.029877 , 0.068156 , 0.111076 
 1076 , 0.079357 , 0.143288 , 0 , 0 , 0 , 0.064741 , 0.136289 , 0.053009 , 0.003087 , 0 , 0.031283 , 0.011592 , 0.028346 , 0.10898 , 0.008598 , 0.076815 , 0 , 0.005811 , 0.008468 , 0 , 0.011836 , 0.008302 , 0.035631 , 0.042289 , 0.010087 , 0 , 0.007747 , 0 , 0 , 0 , 0.018659 , 0.041915 , 0.021808 , 0.061056 , 0.101275 
 1077 , 0.066184 , 0.131522 , 0 , 0 , 0 , 0.061867 , 0.116182 , 0.050649 , 0.000538 , 0 , 0.026635 , 0.001984 , 0.024666 , 0.100314 , 0.001477 , 0.062913 , 0 , 0.00101 , 0.001451 , 0 , 0.008988 , 0.001395 , 0.02868 , 0.018349 , 0.001753 , 0 , 0.001354 , 0 , 0 , 0 , 0.012633 , 0.036499 , 0.013468 , 0.053618 , 0.090803 
 1078 , 0.060177 , 0.116315 , 0 , 0 , 0 , 0.04755 , 0.098384 , 0.046912 , 0 , 0 , 0.019912 , 0 , 0.018524 , 0.087167 , 0 , 0.054902 , 0 , 0 , 0 , 0 , 0.006592 , 0 , 0.021706 , 0.010437 , 0 , 0 , 0 , 0 , 0 , 0 , 0.008856 , 0.027294 , 0.008993 , 0.045889 , 0.08245 
 1079 , 0.055691 , 0.100051 , 0 , 0 , 0 , 0.030054 , 0.079687 , 0.04059 , 0 , 0 , 0.012182 , 0 , 0.011331 , 0.070072 , 0 , 0.048618 , 0 , 0 , 0 , 0 , 0.004044 , 0 , 0.014356 , 0.006352 , 0 , 0 , 0 , 0 , 0 , 0 , 0.005422 , 0.016758 , 0.005477 , 0.037127 , 0.073419 
 1080 , 0.050759 , 0.083438 , 0 , 0 , 0 , 0.011922 , 0.058989 , 0.031904 , 0 , 0 , 0.004011 , 0 , 0.00373 , 0.050324 , 0 , 0.04252 , 0 , 0 , 0 , 0 , 0.001306 , 0 , 0.006604 , 0.002027 , 0 , 0 , 0 , 0 , 0 , 0 , 0.001781 , 0.005622 , 0.001834 , 0.027327 , 0.062995 
 1081 , 0.045749 , 0.066057 , 0 , 0 , 0 , 0.002438 , 0.050888 , 0.023125 , 0 , 0 , 0 , 0 , 0 , 0.035354 , 0 , 0.035031 , 0 , 0 , 0 , 0 , 0 , 0 , 0.002359 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0.019039 , 0.053855 
 1082 , 0.040498 , 0.047843 , 0 , 0 , 0 , 0.00159 , 0.055743 , 0.014522 , 0 , 0 , 0 , 0 , 0 , 0.024965 , 0 , 0.025945 , 0 , 0 , 0 , 0 , 0 , 0 , 0.001522 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0.012268 , 0.046031 
 1083 , 0.034121 , 0.028461 , 0 , 0 , 0 , 0.000701 , 0.059243 , 0.006526 , 0 , 0 , 0 , 0 , 0 , 0.014904 , 0 , 0.015668 , 0 , 0 , 0 , 0 , 0 , 0 , 0.00067 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0.005379 , 0.038433 
 1084 , 0.026999 , 0.012585 , 0 , 0 , 0 , 0 , 0.059903 , 0 , 0 , 0 , 0 , 0 , 0 , 0.006856 , 0 , 0.007304 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0.030112 
 1085 , 0.017853 , 0.008342 , 0 , 0 , 0 , 0 , 0.051583 , 0 , 0 , 0 , 0 , 0 , 0 , 0.005416 , 0 , 0.004794 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0.020023 
 1086 , 0.009153 , 0.00426 , 0 , 0 , 0 , 0 , 0.043535 , 0 , 0 , 0 , 0 , 0 , 0 , 0.004126 , 0 , 0.002522 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0.010359 
 1087 , 0.000354 , 0.000165 , 0 , 0 , 0 , 0 , 0.035473 , 0 , 0 , 0 , 0 , 0 , 0 , 0.002806 , 0 , 0.000103 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0.000407 
 1088 , 0 , 0 , 0 , 0 , 0 , 0 , 0.024864 , 0 , 0 , 0 , 0 , 0 , 0 , 0.001987 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 
 1089 , 0 , 0 , 0 , 0 , 0 , 0 , 0.01495 , 0 , 0 , 0 , 0 , 0 , 0 , 0.001184 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 
 1090 , 0 , 0 , 0 , 0 , 0 , 0 , 0.00402 , 0 , 0 , 0 , 0 , 0 , 0 , 0.000306 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 
 1091 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 
 1092 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 
